,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-10-05,12.0,22.0,52.0,26.0,50.0,46.0,16.161616161616163,15.306122448979592,35.0,46.0,24.0,23.0,31.0,30.681818181818183,39.0,11.0,13.131313131313131,14.772727272727273,17.0,30.0,39.9804479565928
2020-10-06,12.0,22.0,40.0,26.0,49.0,46.0,63.63636363636363,15.306122448979592,0.0,61.0,12.0,35.0,21.0,30.681818181818183,39.0,23.0,25.252525252525253,14.772727272727273,17.0,30.0,42.04392932406367
2020-10-07,62.0,22.0,13.0,39.0,0.0,45.0,78.78787878787878,44.89795918367347,17.0,76.0,24.0,45.0,62.0,30.681818181818183,64.0,34.0,25.252525252525253,56.81818181818182,33.0,59.0,59.99650282607653
2020-10-08,38.0,0.0,26.0,40.0,84.0,15.0,16.161616161616163,31.632653061224488,53.0,47.0,25.0,12.0,32.0,30.681818181818183,13.0,0.0,26.262626262626263,14.772727272727273,34.0,30.0,41.02372440543953
2020-10-09,15.0,14.0,48.0,32.0,41.0,75.0,58.58585858585859,93.87755102040816,64.0,56.0,45.0,14.0,64.0,56.81818181818182,48.0,28.0,16.161616161616163,36.36363636363637,41.0,73.0,66.37316288663965
2020-10-10,64.0,28.0,67.0,50.0,42.0,40.0,41.41414141414141,77.55102040816327,45.0,20.0,47.0,29.0,13.0,79.54545454545455,0.0,15.0,65.65656565656566,73.86363636363636,42.0,19.0,61.98757142170757
2020-10-11,44.0,26.0,31.0,16.0,20.0,54.0,0.0,54.08163265306123,62.0,37.0,29.0,41.0,12.0,0.0,63.0,14.0,30.303030303030305,35.22727272727273,79.0,53.0,50.55608189188333
2020-10-12,29.0,13.0,15.0,0.0,19.0,53.0,0.0,35.714285714285715,82.0,36.0,29.0,13.0,24.0,18.181818181818183,15.0,0.0,0.0,51.13636363636363,19.0,34.0,35.07205055922801
2020-10-13,57.0,100.0,75.0,89.0,76.0,17.0,72.72727272727273,34.69387755102041,0.0,18.0,100.0,40.0,71.0,35.22727272727273,76.0,66.0,44.44444444444444,100.0,77.0,52.0,86.6707320755705
2020-10-14,40.0,37.0,14.0,28.0,36.0,66.0,17.171717171717173,33.673469387755105,38.0,17.0,27.0,38.0,34.0,67.04545454545455,28.0,25.0,42.42424242424242,47.72727272727273,18.0,65.0,51.88600462531373
2020-10-15,27.0,48.0,43.0,71.0,90.0,50.0,69.6969696969697,51.02040816326531,19.0,67.0,81.0,38.0,23.0,67.04545454545455,29.0,87.0,42.42424242424242,47.72727272727273,36.0,50.0,74.82362774599181
2020-10-16,72.0,76.0,44.0,45.0,38.0,53.0,72.72727272727273,34.69387755102041,60.0,35.0,56.0,26.0,48.0,70.45454545454545,30.0,52.0,74.74747474747475,32.95454545454545,76.0,69.0,76.89197332389648
2020-10-17,30.0,40.0,0.0,32.0,80.0,18.0,76.76767676767676,73.46938775510205,43.0,56.0,15.0,14.0,0.0,37.5,32.0,14.0,31.31313131313131,52.27272727272727,20.0,18.0,49.30850860481801
2020-10-18,59.0,65.0,15.0,15.0,39.0,0.0,74.74747474747475,18.367346938775512,41.0,71.0,29.0,13.0,48.0,53.40909090909091,46.0,27.0,15.151515151515152,34.09090909090909,0.0,35.0,50.42290367777447
2020-10-19,55.0,25.0,43.0,72.0,37.0,84.0,52.525252525252526,51.02040816326531,58.0,51.0,27.0,13.0,23.0,34.09090909090909,29.0,25.0,56.56565656565657,48.86363636363637,37.0,50.0,62.92817881730071
