date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-10-05,57.0,26.0,38.0,22.0,29.0,72.0,34.0,43.0,49.0,20.0,44.0,32.0,12.0,28.0,0.0,27.0,52.0,9.0,46.0,35.0,44.06005221932114
2020-10-06,20.0,27.0,20.0,55.0,49.0,53.0,35.0,11.0,42.0,21.0,27.0,57.0,24.0,29.0,49.0,19.0,67.0,53.0,47.0,45.0,48.9556135770235
2020-10-07,10.0,40.0,19.0,55.0,10.0,21.0,35.0,22.0,17.0,31.0,26.0,22.0,23.0,19.0,19.0,9.0,26.0,17.0,35.0,0.0,29.765013054830288
2020-10-08,42.0,55.0,40.0,34.0,10.0,22.0,12.0,35.0,0.0,43.0,18.0,59.0,24.0,20.0,20.0,20.0,55.0,9.0,25.0,37.0,37.85900783289817
2020-10-09,33.0,30.0,22.0,25.0,11.0,35.0,13.0,37.0,27.0,46.0,0.0,12.0,13.0,22.0,22.0,32.0,30.0,10.0,0.0,20.0,28.720626631853786
2020-10-10,0.0,16.0,35.0,40.0,24.0,26.0,14.0,0.0,10.0,39.0,11.0,27.0,0.0,0.0,12.0,0.0,32.0,21.0,14.0,0.0,20.953002610966056
2020-10-11,11.0,59.0,75.0,62.0,54.0,58.0,52.0,49.0,9.0,35.0,49.0,61.0,51.0,42.0,75.0,42.0,59.0,38.0,78.0,39.0,65.14360313315927
2020-10-12,0.0,58.0,10.0,48.0,42.0,56.0,50.0,35.0,0.0,56.0,48.0,48.0,75.0,42.0,21.0,60.0,100.0,38.0,100.0,47.0,60.96605744125327
2020-10-13,11.0,43.0,21.0,12.0,42.0,0.0,25.0,48.0,9.0,34.0,39.0,24.0,25.0,11.0,21.0,20.0,15.0,0.0,13.0,19.0,28.198433420365532
2020-10-14,31.0,28.0,21.0,35.0,42.0,33.0,25.0,35.0,26.0,22.0,28.0,23.0,12.0,20.0,21.0,0.0,28.0,19.0,12.0,28.0,31.91906005221932
2020-10-15,100.0,91.0,67.0,75.0,55.0,95.0,40.0,74.0,55.0,95.0,30.0,38.0,65.0,22.0,76.0,74.0,76.0,69.0,53.0,30.0,83.55091383812011
2020-10-16,81.0,77.0,34.0,38.0,68.0,49.0,67.0,38.0,57.0,36.0,72.0,64.0,67.0,78.0,100.0,54.0,62.0,51.0,54.0,21.0,76.24020887728459
