date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.5544041450777202,0.0
2020-01-02,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.865284974093264,0.0
2020-01-03,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.1761658031088085,0.0
2020-01-04,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1398963730569949,0.0
2020-01-05,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.7616580310880832,0.0
2020-01-06,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0362694300518134,0.0
2020-01-07,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1398963730569949,0.0
2020-01-08,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.4507772020725391,0.0
2020-01-09,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.1761658031088085,0.0
2020-01-10,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.9015544041450783,0.0
2020-01-11,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.7616580310880832,0.0
2020-01-12,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.7616580310880832,0.0
2020-01-13,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.7616580310880832,0.0
2020-01-14,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.3834196891191706,0.0
2020-01-15,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.6580310880829014,0.0
2020-01-16,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.5233160621761663,0.0
2020-01-17,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.005181347150259,0.0
2020-01-18,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.2124352331606216,0.0
2020-01-19,4.0,3.0,4.0,6.0,5.0,5.0,5.0,3.0,3.0,4.0,4.352331606217617,0.0
2020-01-20,2.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.455958549222798,0.0
2020-01-21,7.0,6.0,6.0,7.0,7.0,7.0,9.0,8.0,6.0,7.0,7.253886010362693,0.0
2020-01-22,10.0,9.0,10.0,9.0,8.0,8.0,10.0,7.0,9.0,8.0,9.11917098445596,0.0
2020-01-23,11.0,10.0,13.0,10.0,11.0,12.0,12.0,11.0,10.0,11.0,11.502590673575131,0.0
2020-01-24,17.0,16.0,18.0,17.0,15.0,21.0,16.0,16.0,14.0,15.0,17.098445595854926,0.0
2020-01-25,29.0,26.0,26.0,31.0,26.0,25.0,26.0,27.0,25.0,25.0,27.564766839378237,0.0
2020-01-26,39.0,31.0,44.0,39.0,39.0,41.0,33.0,36.0,47.0,37.0,40.0,0.0
2020-01-27,28.0,31.0,31.0,26.0,27.0,26.0,32.0,26.0,30.0,26.0,29.32642487046632,0.0
2020-01-28,29.0,26.0,32.0,30.0,30.0,30.0,34.0,28.0,29.0,28.0,30.67357512953368,0.0
2020-01-29,20.0,25.0,26.0,24.0,22.0,20.0,23.0,24.0,24.0,19.0,23.523316062176164,0.0
2020-01-30,17.0,18.0,22.0,19.0,20.0,22.0,14.0,21.0,24.0,16.0,20.0,0.0
2020-01-31,18.0,16.0,18.0,22.0,21.0,19.0,24.0,19.0,23.0,18.0,20.518134715025905,0.0
2020-02-01,17.0,18.0,20.0,21.0,16.0,20.0,20.0,17.0,17.0,18.0,19.06735751295336,0.0
2020-02-02,17.0,19.0,19.0,19.0,18.0,17.0,21.0,17.0,18.0,18.0,18.963730569948183,0.0
2020-02-03,11.0,12.0,15.0,12.0,12.0,13.0,12.0,14.0,15.0,12.0,13.264248704663212,0.0
2020-02-04,11.0,13.0,13.0,14.0,12.0,11.0,15.0,12.0,11.0,12.0,12.849740932642488,0.0
2020-02-05,11.0,8.0,12.0,11.0,10.0,10.0,10.0,9.0,12.0,8.0,10.466321243523316,0.0
2020-02-06,13.0,10.0,10.0,10.0,10.0,11.0,11.0,9.0,9.0,10.0,10.67357512953368,0.0
2020-02-07,12.0,10.0,12.0,12.0,10.0,13.0,13.0,13.0,9.0,9.0,11.709844559585493,0.0
2020-02-08,11.0,13.0,16.0,16.0,10.0,13.0,14.0,11.0,10.0,11.0,12.953367875647668,0.0
2020-02-09,10.0,6.0,10.0,12.0,8.0,11.0,10.0,9.0,9.0,9.0,9.740932642487047,0.0
