,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-15,57.0,58.0,16.0,43.0,29.0,19.0,16.0,33.0,47.0,17.0,39.0,76.0,37.878787878787875,32.0,58.0,26.0,49.0,51.0,62.0,56.0,62.74754765870812
2020-10-16,20.0,15.0,33.0,0.0,45.0,40.0,69.0,17.0,16.0,36.0,21.0,39.0,0.0,0.0,15.0,27.0,52.0,35.0,33.0,0.0,39.16574125485842
2020-10-17,21.0,16.0,18.0,48.0,16.0,42.0,0.0,54.0,18.0,0.0,66.0,41.0,42.42424242424242,36.0,16.0,29.0,55.0,0.0,17.0,20.0,42.404682583749775
2020-10-18,41.0,16.0,17.0,0.0,15.0,41.0,18.0,0.0,0.0,90.0,64.0,40.0,0.0,17.0,31.0,41.0,18.0,54.0,50.0,39.0,45.19711271515825
2020-10-19,19.0,15.0,16.0,0.0,0.0,39.0,34.0,17.0,32.0,17.0,20.0,0.0,19.696969696969695,33.0,15.0,13.0,17.0,0.0,0.0,38.0,26.316398297242277
2020-10-20,19.0,73.0,48.0,100.0,0.0,37.0,16.0,49.0,46.0,0.0,0.0,75.0,18.181818181818183,65.0,100.0,52.0,16.0,100.0,31.0,92.0,71.55052748473071
2020-10-21,38.0,58.0,48.0,28.0,14.0,19.0,49.0,48.0,15.0,34.0,40.0,74.0,18.181818181818183,16.0,14.0,26.0,33.0,16.0,46.0,36.0,51.1660188784009
2020-10-22,77.0,29.0,64.0,44.0,14.0,0.0,0.0,82.0,32.0,34.0,0.0,94.0,19.696969696969695,49.0,29.0,26.0,0.0,84.0,62.0,93.0,63.573477697575434
2020-10-23,39.0,30.0,81.0,43.0,14.0,57.0,33.0,49.0,31.0,51.0,100.0,19.0,19.696969696969695,50.0,44.0,92.0,50.0,51.0,16.0,38.0,69.29946326115123
2020-10-24,58.0,61.0,65.0,14.0,58.0,38.0,68.0,33.0,64.0,35.0,60.0,96.0,39.39393939393939,66.0,44.0,53.0,67.0,17.0,63.0,38.0,79.20136960947625
2020-10-25,57.0,58.0,48.0,57.0,14.0,19.0,0.0,16.0,62.0,17.0,0.0,56.0,0.0,48.0,14.0,0.0,32.0,16.0,15.0,37.0,43.212104386451976
2020-10-26,54.0,41.0,60.0,68.0,68.0,18.0,47.0,31.0,15.0,16.0,75.0,36.0,18.181818181818183,63.0,14.0,25.0,31.0,31.0,15.0,35.0,58.113548028872856
2020-10-27,0.0,15.0,16.0,15.0,29.0,38.0,17.0,34.0,16.0,34.0,40.0,19.0,59.09090909090909,0.0,15.0,13.0,34.0,17.0,0.0,0.0,31.38534147695725
2020-10-28,39.0,30.0,17.0,44.0,43.0,39.0,34.0,33.0,81.0,0.0,20.0,38.0,39.39393939393939,50.0,15.0,53.0,50.0,85.0,32.0,76.0,62.48149176383491
2020-10-29,18.0,14.0,16.0,14.0,14.0,0.0,48.0,47.0,15.0,0.0,19.0,55.0,36.36363636363637,16.0,14.0,0.0,32.0,48.0,61.0,54.0,39.80427540255414
2020-10-30,64.0,12.0,68.0,36.0,36.0,16.0,28.0,41.0,13.0,14.0,50.0,32.0,16.666666666666668,0.0,36.0,11.0,14.0,56.0,66.0,46.0,50.05783823801593
2020-10-31,0.0,0.0,14.0,38.0,25.0,51.0,0.0,29.0,41.0,15.0,18.0,67.0,16.666666666666668,43.0,25.0,23.0,44.0,29.0,28.0,33.0,41.201647233018704
2020-11-01,68.0,65.0,58.0,51.0,39.0,34.0,74.0,58.0,14.0,45.0,36.0,85.0,33.333333333333336,44.0,52.0,70.0,44.0,0.0,14.0,100.0,75.1503794188414
2020-11-02,17.0,0.0,42.0,0.0,50.0,49.0,72.0,43.0,0.0,90.0,69.0,33.0,33.333333333333336,42.0,0.0,11.0,73.0,0.0,27.0,32.0,52.17009069035722
2020-11-03,17.0,0.0,57.0,25.0,38.0,66.0,59.0,58.0,27.0,30.0,51.0,33.0,33.333333333333336,28.0,0.0,23.0,14.0,29.0,68.0,48.0,53.77336664815844
2020-11-04,76.0,70.0,26.0,68.0,34.0,15.0,13.0,65.0,100.0,27.0,16.0,91.0,45.45454545454545,39.0,57.0,42.0,40.0,27.0,62.0,59.0,74.24347584675182
2020-11-05,94.0,37.0,40.0,36.0,59.0,63.0,82.0,41.0,65.0,28.0,65.0,93.0,31.818181818181817,54.0,12.0,43.0,69.0,28.0,39.0,31.0,77.17240421987785
2020-11-06,50.0,13.0,42.0,25.0,50.0,50.0,86.0,14.0,68.0,88.0,86.0,82.0,100.0,43.0,25.0,0.0,43.0,58.0,54.0,64.0,79.47667962243199
2020-11-07,33.0,13.0,42.0,12.0,25.0,32.0,29.0,43.0,27.0,44.0,51.0,16.0,16.666666666666668,56.0,12.0,0.0,0.0,43.0,27.0,16.0,41.04895428465668
2020-11-08,51.0,52.0,56.0,51.0,38.0,51.0,59.0,29.0,41.0,77.0,70.0,66.0,33.333333333333336,14.0,51.0,70.0,45.0,74.0,42.0,49.0,77.82250601517677
2020-11-09,0.0,0.0,0.0,0.0,25.0,100.0,58.0,0.0,0.0,59.0,17.0,0.0,100.0,0.0,12.0,11.0,72.0,14.0,13.0,16.0,37.94419766796225
2020-11-10,100.0,77.0,28.0,38.0,37.0,16.0,43.0,100.0,68.0,29.0,34.0,82.0,16.666666666666668,99.0,62.0,46.0,14.0,43.0,54.0,49.0,79.06949842679994
2020-11-11,32.0,25.0,0.0,24.0,36.0,79.0,70.0,28.0,39.0,100.0,66.0,32.0,65.15151515151516,41.0,48.0,33.0,42.0,14.0,13.0,31.0,62.46298352766981
2020-11-12,33.0,13.0,42.0,38.0,12.0,17.0,14.0,29.0,14.0,15.0,35.0,0.0,33.333333333333336,42.0,13.0,34.0,15.0,15.0,41.0,0.0,34.76309457708681
2020-11-13,50.0,0.0,14.0,25.0,12.0,16.0,0.0,29.0,27.0,30.0,17.0,16.0,33.333333333333336,28.0,25.0,0.0,29.0,43.0,13.0,49.0,34.83944105126782
2020-11-14,17.0,0.0,14.0,13.0,38.0,83.0,58.0,15.0,14.0,90.0,88.0,0.0,68.18181818181819,43.0,38.0,23.0,88.0,0.0,42.0,0.0,55.89950027762355
2020-11-15,33.0,77.0,100.0,51.0,13.0,0.0,15.0,58.0,55.0,0.0,35.0,100.0,0.0,86.0,89.0,23.0,0.0,44.0,69.0,49.0,68.48278734036647
2020-11-16,49.0,25.0,56.0,37.0,25.0,32.0,29.0,57.0,27.0,44.0,17.0,0.0,33.333333333333336,56.0,12.0,22.0,14.0,29.0,13.0,16.0,45.29890801406627
2020-11-17,66.0,100.0,41.0,24.0,50.0,49.0,100.0,42.0,67.0,59.0,68.0,97.0,81.81818181818181,41.0,62.0,44.0,100.0,99.0,40.0,79.0,100.0
2020-11-18,17.0,25.0,42.0,12.0,75.0,0.0,43.0,57.0,27.0,59.0,35.0,33.0,66.66666666666667,28.0,50.0,22.0,58.0,72.0,14.0,80.0,62.27327410697762
2020-11-19,84.0,26.0,43.0,12.0,38.0,33.0,29.0,29.0,55.0,29.0,69.0,49.0,33.333333333333336,72.0,38.0,34.0,72.0,29.0,41.0,16.0,63.469368869146784
2020-11-20,51.0,0.0,14.0,64.0,13.0,0.0,15.0,59.0,14.0,31.0,18.0,0.0,0.0,73.0,39.0,35.0,15.0,15.0,42.0,50.0,41.837867851193785
2020-11-21,67.0,26.0,57.0,63.0,25.0,50.0,15.0,58.0,42.0,30.0,70.0,66.0,16.666666666666668,29.0,77.0,46.0,44.0,0.0,83.0,33.0,68.53368498982049
2020-11-22,83.0,26.0,42.0,38.0,25.0,0.0,0.0,57.0,27.0,15.0,0.0,66.0,33.333333333333336,43.0,37.0,23.0,14.0,30.0,27.0,33.0,47.28391634277254
2020-11-23,34.0,39.0,29.0,26.0,13.0,17.0,29.0,44.0,14.0,15.0,53.0,33.0,16.666666666666668,44.0,13.0,35.0,45.0,15.0,14.0,17.0,41.65972607810477
2020-11-24,67.0,52.0,28.0,51.0,13.0,17.0,29.0,44.0,42.0,30.0,18.0,33.0,16.666666666666668,43.0,13.0,34.0,15.0,59.0,56.0,16.0,51.66111419581715
2020-11-25,50.0,25.0,28.0,25.0,0.0,48.0,29.0,28.0,27.0,44.0,17.0,64.0,50.0,28.0,25.0,33.0,28.0,14.0,40.0,16.0,47.258467518045535
2020-11-26,18.0,27.0,44.0,0.0,40.0,87.0,31.0,31.0,29.0,48.0,18.0,52.0,87.87878787878788,45.0,26.0,24.0,15.0,30.0,43.0,34.0,55.723672034055156
2020-11-27,18.0,28.0,30.0,13.0,0.0,0.0,31.0,15.0,15.0,31.0,37.0,35.0,18.181818181818183,0.0,0.0,0.0,16.0,16.0,29.0,35.0,28.033037201554695
2020-11-28,18.0,41.0,15.0,27.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,18.0,0.0,61.0,41.0,48.0,0.0,31.0,59.0,17.0,32.141865630205444
2020-11-29,18.0,27.0,30.0,13.0,27.0,17.0,15.0,31.0,0.0,47.0,18.0,17.0,34.84848484848485,0.0,13.0,24.0,31.0,0.0,0.0,17.0,29.000092541180827
2020-11-30,17.0,13.0,15.0,39.0,26.0,51.0,15.0,30.0,0.0,31.0,53.0,69.0,34.84848484848485,15.0,39.0,35.0,30.0,30.0,71.0,66.0,51.904034795483994
2020-12-01,17.0,39.0,28.0,12.0,25.0,50.0,59.0,14.0,14.0,45.0,35.0,49.0,0.0,14.0,25.0,34.0,58.0,0.0,13.0,32.0,42.983064963908944
2020-12-02,50.0,25.0,28.0,25.0,12.0,33.0,14.0,28.0,27.0,30.0,17.0,16.0,16.666666666666668,28.0,37.0,45.0,14.0,87.0,27.0,32.0,45.17166389043125
2020-12-03,51.0,26.0,71.0,51.0,0.0,0.0,0.0,29.0,42.0,0.0,0.0,83.0,16.666666666666668,15.0,51.0,23.0,15.0,15.0,56.0,50.0,45.40070331297427
2020-12-04,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,18.0,0.0,33.333333333333336,0.0,0.0,0.0,44.0,0.0,0.0,0.0,9.645104571534334
2020-12-05,0.0,27.0,14.0,13.0,0.0,51.0,15.0,15.0,0.0,46.0,0.0,17.0,16.666666666666668,15.0,26.0,12.0,45.0,15.0,0.0,34.0,27.61197482879882
2020-12-06,0.0,0.0,0.0,13.0,26.0,34.0,0.0,30.0,14.0,16.0,0.0,17.0,0.0,15.0,13.0,24.0,0.0,15.0,0.0,0.0,16.56718489727929
2020-12-07,53.0,41.0,15.0,13.0,13.0,53.0,0.0,15.0,29.0,16.0,37.0,0.0,0.0,30.0,80.0,36.0,16.0,15.0,58.0,52.0,43.67018323153804
2020-12-08,57.0,29.0,32.0,14.0,43.0,94.0,33.0,0.0,32.0,17.0,20.0,56.0,19.696969696969695,16.0,29.0,26.0,0.0,16.0,31.0,73.0,48.68591523227837
2020-12-09,94.0,43.0,80.0,56.0,14.0,19.0,33.0,96.0,15.0,50.0,20.0,56.0,0.0,16.0,71.0,39.0,33.0,65.0,76.0,73.0,72.45280399777901
2020-12-10,39.0,60.0,65.0,29.0,29.0,57.0,85.0,66.0,48.0,69.0,20.0,38.0,78.78787878787878,100.0,14.0,40.0,50.0,34.0,48.0,57.0,78.39163427725339
2020-12-11,71.0,28.0,0.0,14.0,0.0,35.0,31.0,15.0,29.0,48.0,18.0,18.0,53.03030303030303,46.0,54.0,37.0,31.0,0.0,29.0,17.0,43.82518970942069
2020-12-12,0.0,0.0,15.0,13.0,13.0,17.0,31.0,15.0,0.0,16.0,37.0,0.0,34.84848484848485,15.0,14.0,0.0,46.0,0.0,0.0,0.0,20.372940958726637
2020-12-13,18.0,14.0,15.0,14.0,40.0,18.0,46.0,31.0,29.0,16.0,0.0,53.0,36.36363636363637,31.0,0.0,24.0,31.0,15.0,44.0,52.0,40.2623542476402
2020-12-14,0.0,14.0,0.0,0.0,0.0,17.0,30.0,15.0,14.0,31.0,18.0,0.0,34.84848484848485,15.0,0.0,12.0,0.0,0.0,0.0,0.0,15.33407366277994
2020-12-15,0.0,42.0,46.0,41.0,28.0,55.0,48.0,31.0,15.0,50.0,39.0,54.0,0.0,47.0,28.0,37.0,16.0,16.0,59.0,53.0,53.824264297612444
2020-12-16,36.0,41.0,0.0,41.0,67.0,36.0,16.0,15.0,0.0,16.0,56.0,53.0,0.0,46.0,67.0,12.0,78.0,31.0,0.0,35.0,49.319822320932815
2020-12-17,74.0,28.0,46.0,83.0,14.0,36.0,31.0,31.0,30.0,16.0,76.0,90.0,36.36363636363637,31.0,42.0,100.0,0.0,64.0,15.0,53.0,68.4342032204331
2020-12-18,38.0,29.0,32.0,0.0,14.0,0.0,17.0,17.0,16.0,0.0,20.0,56.0,0.0,48.0,28.0,13.0,33.0,33.0,15.0,56.0,35.50111049416991
2020-12-19,19.0,43.0,31.0,0.0,57.0,56.0,16.0,0.0,31.0,50.0,19.0,0.0,18.181818181818183,16.0,29.0,26.0,66.0,0.0,15.0,18.0,38.95058300943921
2020-12-20,38.0,0.0,16.0,28.0,0.0,19.0,16.0,16.0,16.0,34.0,20.0,19.0,57.57575757575758,16.0,28.0,0.0,16.0,0.0,31.0,37.0,31.116972052563394
2020-12-21,36.0,0.0,15.0,0.0,54.0,36.0,15.0,16.0,15.0,96.0,19.0,0.0,72.72727272727273,0.0,14.0,0.0,77.0,16.0,15.0,35.0,40.595502498611886
2020-12-22,18.0,28.0,16.0,28.0,0.0,18.0,16.0,32.0,61.0,0.0,0.0,73.0,18.181818181818183,31.0,0.0,12.0,0.0,64.0,45.0,18.0,36.507495835646864
2020-12-23,56.0,0.0,16.0,0.0,0.0,0.0,0.0,48.0,15.0,17.0,0.0,37.0,19.696969696969695,16.0,14.0,13.0,16.0,16.0,31.0,37.0,26.85082361650935
