date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,0.0,0.0,0.0,43.0,43.209876543209866,18.94736842105263,35.0,18.0,43.0,22.0,18.0,36.0,14.0,64.77272727272727,45.88235294117647,15.0,29.292929292929287,18.0,19.047619047619047,13.0,36.94273412394843
2020-10-06,0.0,64.0,0.0,0.0,43.209876543209866,18.94736842105263,18.0,36.0,44.0,44.0,36.0,36.0,15.0,21.59090909090909,23.529411764705888,32.0,15.151515151515152,18.0,57.14285714285714,0.0,38.90985460484889
2020-10-07,30.0,0.0,36.0,21.0,0.0,36.8421052631579,0.0,36.0,43.0,21.0,0.0,0.0,14.0,0.0,44.70588235294117,0.0,29.292929292929287,35.0,0.0,13.0,26.793168053246465
2020-10-08,0.0,46.0,59.0,23.0,46.913580246913575,0.0,39.0,39.0,0.0,47.0,58.0,39.0,16.0,0.0,24.705882352941174,17.0,0.0,56.0,61.904761904761905,14.0,43.67163759318993
2020-10-09,18.0,0.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,0.0,25.882352941176467,18.0,0.0,0.0,0.0,0.0,10.862162179694819
2020-10-10,19.0,0.0,0.0,27.0,27.160493827160487,0.0,0.0,0.0,26.0,0.0,0.0,22.0,0.0,27.272727272727273,28.235294117647058,19.0,0.0,22.0,23.809523809523807,0.0,17.98006112366611
2020-10-11,35.0,24.0,21.0,25.0,24.691358024691358,22.105263157894736,0.0,21.0,50.0,0.0,21.0,21.0,17.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,22.471284418417707
2020-10-12,0.0,47.0,60.0,24.0,72.83950617283949,20.0,39.0,20.0,0.0,24.0,40.0,20.0,48.0,23.863636363636363,24.705882352941174,17.0,16.161616161616163,39.0,42.857142857142854,15.0,44.18566537205948
2020-10-13,83.0,47.0,20.0,48.0,96.29629629629628,41.05263157894737,78.0,100.0,72.0,48.0,100.0,100.0,65.0,96.5909090909091,76.47058823529412,34.0,49.4949494949495,59.0,84.12698412698413,45.0,100.0
2020-10-14,0.0,23.0,19.0,70.0,70.37037037037038,61.05263157894736,19.0,59.0,48.0,94.0,58.0,59.0,16.0,47.72727272727273,98.82352941176471,17.0,16.161616161616163,0.0,20.63492063492064,44.0,62.602388941803596
