date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,0.0,27.0,11.0,0.0,17.0,0.0,0.0,11.0,9.0,0.0,8.650519031141869,0
2020-01-02,8.0,15.0,28.0,27.0,0.0,9.0,20.0,18.0,15.0,26.0,19.14648212226067,0
2020-01-03,0.0,16.0,19.0,0.0,15.0,9.0,7.0,0.0,15.0,9.0,10.380622837370241,0
2020-01-04,17.0,8.0,20.0,0.0,8.0,9.0,22.0,30.0,24.0,37.0,20.18454440599769,0
2020-01-05,17.0,8.0,0.0,0.0,16.0,9.0,0.0,20.0,0.0,9.0,9.1118800461361,0
2020-01-06,17.0,16.0,10.0,29.0,8.0,18.0,0.0,9.0,0.0,27.0,15.455594002306805,0
2020-01-07,16.0,15.0,18.0,0.0,21.0,17.0,13.0,27.0,15.0,0.0,16.37831603229527,0
2020-01-08,46.0,23.0,18.0,36.0,14.0,25.0,32.0,18.0,29.0,50.0,33.56401384083045,0
2020-01-09,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,17.0,4.498269896193771,0
2020-01-10,0.0,8.0,29.0,18.0,22.0,27.0,20.0,9.0,31.0,35.0,22.95271049596309,0
2020-01-11,9.0,26.0,21.0,31.0,25.0,0.0,8.0,10.0,17.0,10.0,18.108419838523645,0
2020-01-12,8.0,16.0,10.0,10.0,15.0,27.0,7.0,29.0,8.0,18.0,17.07035755478662,0
2020-01-13,14.0,13.0,8.0,8.0,0.0,0.0,6.0,23.0,13.0,7.0,10.611303344867357,0
2020-01-14,7.0,26.0,24.0,8.0,19.0,0.0,12.0,16.0,6.0,7.0,14.41753171856978,0
2020-01-15,16.0,30.0,45.0,62.0,7.0,34.0,20.0,35.0,22.0,42.0,36.10149942329873,0
2020-01-16,8.0,8.0,9.0,28.0,0.0,9.0,7.0,9.0,7.0,17.0,11.76470588235294,0
2020-01-17,8.0,24.0,29.0,9.0,22.0,27.0,34.0,18.0,23.0,18.0,24.452133794694348,0
2020-01-18,9.0,35.0,32.0,31.0,32.0,19.0,15.0,40.0,17.0,29.0,29.873125720876583,0
2020-01-19,0.0,0.0,19.0,19.0,7.0,36.0,14.0,19.0,0.0,27.0,16.26297577854671,0
2020-01-20,23.0,30.0,18.0,26.0,14.0,41.0,32.0,26.0,7.0,25.0,27.912341407151096,0
2020-01-21,8.0,23.0,18.0,18.0,7.0,8.0,7.0,18.0,15.0,17.0,16.032295271049595,0
2020-01-22,24.0,16.0,19.0,9.0,7.0,9.0,27.0,27.0,8.0,43.0,21.799307958477506,0
2020-01-23,41.0,23.0,56.0,9.0,22.0,35.0,7.0,27.0,8.0,9.0,27.335640138408305,0
2020-01-24,25.0,24.0,29.0,9.0,15.0,9.0,21.0,9.0,15.0,36.0,22.14532871972318,0
2020-01-25,9.0,18.0,42.0,31.0,8.0,59.0,30.0,21.0,42.0,39.0,34.48673587081891,0
2020-01-26,9.0,16.0,10.0,0.0,8.0,18.0,14.0,29.0,0.0,9.0,13.033448673587081,0
2020-01-27,30.0,52.0,35.0,26.0,48.0,49.0,13.0,26.0,42.0,57.0,43.59861591695501,0
2020-01-28,38.0,37.0,54.0,61.0,21.0,58.0,38.0,35.0,36.0,41.0,48.32756632064591,0
2020-01-29,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.9607843137254901,0
2020-01-30,16.0,8.0,9.0,9.0,22.0,9.0,7.0,9.0,7.0,17.0,13.033448673587081,0
2020-01-31,25.0,32.0,57.0,84.0,51.0,53.0,41.0,82.0,46.0,53.0,60.43829296424452,0
2020-02-01,28.0,9.0,22.0,43.0,34.0,10.0,24.0,21.0,35.0,40.0,30.680507497116494,0
2020-02-02,26.0,17.0,30.0,39.0,15.0,9.0,7.0,20.0,16.0,9.0,21.68396770472895,0
2020-02-03,62.0,39.0,40.0,47.0,0.0,51.0,17.0,61.0,38.0,37.0,45.213379469434834,0
2020-02-04,23.0,0.0,18.0,17.0,20.0,8.0,12.0,17.0,7.0,0.0,14.071510957324106,0
2020-02-05,16.0,30.0,9.0,27.0,14.0,25.0,19.0,18.0,14.0,8.0,20.761245674740483,0
2020-02-06,48.0,23.0,9.0,45.0,14.0,26.0,26.0,45.0,22.0,17.0,31.718569780853517,0
2020-02-07,17.0,24.0,20.0,19.0,23.0,36.0,7.0,19.0,16.0,36.0,25.02883506343714,0
2020-02-08,19.0,36.0,54.0,32.0,8.0,20.0,39.0,32.0,26.0,30.0,34.14071510957324,0
2020-02-09,26.0,0.0,10.0,10.0,8.0,18.0,14.0,10.0,16.0,27.0,16.032295271049595,0
2020-02-10,14.0,14.0,34.0,17.0,39.0,31.0,36.0,49.0,20.0,31.0,32.8719723183391,0
2020-02-11,15.0,14.0,27.0,26.0,40.0,32.0,37.0,17.0,42.0,24.0,31.603229527104958,0
2020-02-12,15.0,30.0,27.0,26.0,28.0,17.0,0.0,17.0,14.0,8.0,20.9919261822376,0
