date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,14.0,11.0,12.0,11.0,17.0,13.0,7.0,11.0,12.0,10.0,12.102564102564102,0
2020-01-02,25.0,22.0,18.0,15.0,24.0,24.0,22.0,18.0,17.0,19.0,20.92307692307692,0
2020-01-03,9.0,17.0,11.0,10.0,20.0,12.0,16.0,15.0,11.0,14.0,13.846153846153847,0
2020-01-04,16.0,9.0,11.0,10.0,17.0,16.0,12.0,12.0,10.0,11.0,12.717948717948717,0
2020-01-05,16.0,16.0,11.0,14.0,13.0,8.0,22.0,19.0,22.0,15.0,16.0,0
2020-01-06,8.0,15.0,11.0,14.0,18.0,9.0,13.0,15.0,5.0,16.0,12.717948717948717,0
2020-01-07,8.0,9.0,10.0,12.0,8.0,10.0,14.0,10.0,9.0,10.0,10.256410256410257,0
2020-01-08,15.0,14.0,8.0,12.0,10.0,7.0,7.0,4.0,10.0,5.0,9.435897435897434,0
2020-01-09,19.0,16.0,17.0,18.0,21.0,15.0,17.0,21.0,21.0,20.0,18.974358974358974,0
2020-01-10,14.0,3.0,7.0,9.0,6.0,7.0,8.0,6.0,7.0,12.0,8.102564102564102,0
2020-01-11,14.0,11.0,6.0,7.0,18.0,14.0,11.0,12.0,15.0,22.0,13.333333333333334,0
2020-01-12,20.0,19.0,9.0,15.0,13.0,14.0,10.0,13.0,10.0,10.0,13.64102564102564,0
2020-01-13,15.0,15.0,19.0,10.0,19.0,18.0,12.0,15.0,19.0,15.0,16.102564102564102,0
2020-01-14,13.0,16.0,10.0,14.0,14.0,14.0,9.0,11.0,14.0,14.0,13.23076923076923,0
2020-01-15,10.0,12.0,8.0,12.0,12.0,13.0,11.0,15.0,15.0,19.0,13.025641025641026,0
2020-01-16,12.0,19.0,14.0,21.0,11.0,16.0,14.0,18.0,14.0,13.0,15.58974358974359,0
2020-01-17,14.0,13.0,18.0,8.0,11.0,13.0,15.0,15.0,9.0,11.0,13.025641025641026,0
2020-01-18,19.0,20.0,17.0,20.0,12.0,16.0,20.0,12.0,17.0,17.0,17.435897435897434,0
2020-01-19,22.0,20.0,9.0,17.0,14.0,19.0,13.0,14.0,16.0,14.0,16.205128205128204,0
2020-01-20,11.0,12.0,9.0,10.0,14.0,16.0,10.0,16.0,15.0,15.0,13.128205128205128,0
2020-01-21,21.0,17.0,17.0,11.0,16.0,18.0,21.0,9.0,14.0,9.0,15.692307692307692,0
2020-01-22,15.0,14.0,15.0,15.0,15.0,15.0,14.0,12.0,14.0,12.0,14.461538461538462,0
2020-01-23,18.0,19.0,12.0,10.0,13.0,12.0,13.0,16.0,15.0,13.0,14.461538461538462,0
2020-01-24,40.0,54.0,41.0,42.0,59.0,44.0,55.0,45.0,44.0,55.0,49.12820512820513,0
