,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,27.0,13.0,36.0,14.0,14.0,13.0,12.0,25.0,0.0,16.0,9.0,29.0,0.0,32.0,46.0,18.0,29.0,12.0,39.0,16.0,22.818026240730177
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1.6543069024529378
2020-02-01,40.0,0.0,28.0,41.0,0.0,24.0,12.0,13.0,33.0,16.0,18.0,10.0,18.0,22.0,15.0,27.0,14.0,0.0,20.0,33.0,21.905305191100968
2020-02-02,26.0,12.0,41.0,27.0,0.0,36.0,23.0,23.0,32.0,16.0,17.0,0.0,18.0,10.0,15.0,17.0,0.0,12.0,19.0,16.0,20.536223616657157
2020-02-03,0.0,0.0,12.0,0.0,0.0,0.0,11.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,3.080433542498574
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,14.0,0.0,12.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,17.0,4.335424985738733
2020-02-06,0.0,13.0,15.0,15.0,14.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,6.959498003422704
2020-02-07,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,10.0,20.0,12.0,17.0,0.0,0.0,13.0,21.0,18.0,9.8687963491158
2020-02-08,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.5670279520821446
2020-02-09,0.0,11.0,0.0,13.0,13.0,0.0,0.0,12.0,16.0,15.0,9.0,0.0,0.0,10.0,0.0,8.0,0.0,12.0,0.0,0.0,6.7883628066172275
2020-02-10,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,15.0,5.533371363377067
2020-02-11,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.3958927552766682
2020-02-12,0.0,0.0,14.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.365658870507701
2020-02-13,27.0,12.0,0.0,14.0,13.0,0.0,12.0,24.0,16.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,10.838562464346833
2020-02-14,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,3.650884198516828
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,14.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,20.0,0.0,4.848830576155162
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
