,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-01-29,45.0,0.0,16.0,22.0,22.0,32.0,0.0,45.0,48.0,69.0,45.0,16.0,0.0,37.0,16.0,28.0,0.0,20.0,39.0,0.0,36.79175864606328
2020-01-30,23.0,19.0,33.0,0.0,23.0,0.0,26.0,47.0,49.0,0.0,0.0,34.0,0.0,0.0,16.0,0.0,24.0,0.0,0.0,17.0,22.88447387785136
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.4584253127299482
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,17.0,23.0,23.0,16.0,0.0,23.0,0.0,0.0,23.0,34.0,0.0,38.0,0.0,0.0,0.0,42.0,0.0,0.0,17.58646063281825
2020-02-03,0.0,0.0,0.0,20.0,0.0,14.0,0.0,0.0,0.0,32.0,21.0,0.0,0.0,17.0,0.0,0.0,21.0,0.0,0.0,15.0,10.301692420897718
2020-02-04,0.0,0.0,16.0,22.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.769683590875642
2020-02-05,23.0,19.0,0.0,23.0,0.0,16.0,0.0,23.0,0.0,0.0,0.0,16.0,22.0,0.0,0.0,29.0,0.0,0.0,0.0,17.0,13.833701250919793
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,26.0,0.0,0.0,18.0,0.0,0.0,17.0,0.0,0.0,22.0,0.0,0.0,8.094186902133922
2020-02-08,0.0,0.0,0.0,24.0,24.0,0.0,27.0,0.0,0.0,37.0,24.0,17.0,24.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,14.275202354672551
2020-02-09,23.0,0.0,16.0,0.0,22.0,16.0,0.0,0.0,0.0,0.0,23.0,16.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
2020-02-10,22.0,18.0,31.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,9.345106696100073
2020-02-11,0.0,0.0,16.0,0.0,22.0,16.0,0.0,0.0,0.0,35.0,0.0,16.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,10.228108903605593
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,4.194260485651214
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,52.0,47.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,15.305371596762324
2020-02-14,70.0,0.0,0.0,0.0,46.0,33.0,0.0,24.0,25.0,36.0,0.0,34.0,46.0,0.0,33.0,30.0,48.0,21.0,21.0,52.0,38.18984547461368
2020-02-15,24.0,0.0,35.0,50.0,24.0,17.0,0.0,0.0,0.0,76.0,25.0,18.0,24.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,24.797645327446656
2020-02-16,24.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,0.0,19.0,17.0,0.0,0.0,0.0,21.0,0.0,12.509197939661515
2020-02-17,0.0,0.0,0.0,22.0,22.0,16.0,0.0,46.0,0.0,0.0,0.0,16.0,22.0,19.0,16.0,0.0,0.0,21.0,0.0,0.0,14.716703458425313
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.839587932303164
2020-02-19,0.0,19.0,17.0,0.0,23.0,17.0,0.0,24.0,0.0,36.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,13.760117733627666
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.237674760853569
2020-02-21,0.0,0.0,18.0,25.0,0.0,17.0,0.0,0.0,27.0,76.0,0.0,18.0,0.0,0.0,18.0,0.0,25.0,22.0,22.0,18.0,21.044885945548195
