date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,16.0,15.0,11.0,17.0,15.0,15.0,12.0,18.0,19.0,19.0,23.0,19.0,16.0,25.0,26.0,20.0,15.0,10.0,14.0,13.0,17.476732161323678
2020-01-30,18.0,25.0,27.0,22.0,27.0,25.0,20.0,30.0,22.0,22.0,23.0,31.0,24.0,25.0,28.0,26.0,22.0,28.0,13.0,25.0,24.974146845915197
2020-01-31,18.0,21.0,14.0,17.0,18.0,14.0,15.0,16.0,14.0,20.0,20.0,26.0,22.0,23.0,25.0,29.0,26.0,22.0,16.0,16.0,20.268872802481905
2020-02-01,16.0,20.0,12.0,21.0,17.0,15.0,19.0,11.0,10.0,19.0,12.0,14.0,20.0,11.0,9.0,15.0,14.0,15.0,12.0,17.0,15.46018614270941
2020-02-02,13.0,14.0,17.0,21.0,18.0,20.0,15.0,20.0,10.0,12.0,20.0,18.0,15.0,15.0,15.0,11.0,23.0,10.0,15.0,18.0,16.546018614270942
2020-02-03,15.0,16.0,15.0,19.0,19.0,20.0,17.0,15.0,19.0,17.0,15.0,14.0,19.0,20.0,13.0,15.0,16.0,15.0,15.0,15.0,17.01137538779731
2020-02-04,11.0,15.0,12.0,11.0,17.0,15.0,10.0,14.0,13.0,21.0,10.0,17.0,16.0,11.0,15.0,17.0,10.0,16.0,10.0,14.0,14.21923474663909
2020-02-05,9.0,11.0,8.0,8.0,7.0,8.0,9.0,8.0,9.0,4.0,12.0,9.0,4.0,11.0,15.0,13.0,10.0,14.0,5.0,3.0,9.152016546018613
2020-02-06,13.0,11.0,9.0,12.0,13.0,10.0,11.0,12.0,9.0,12.0,11.0,11.0,11.0,11.0,19.0,7.0,10.0,9.0,9.0,4.0,11.065149948293692
2020-02-07,13.0,13.0,11.0,15.0,16.0,7.0,8.0,14.0,11.0,8.0,13.0,11.0,8.0,13.0,10.0,13.0,12.0,14.0,9.0,11.0,11.892450879007239
2020-02-08,10.0,12.0,9.0,9.0,9.0,12.0,13.0,13.0,8.0,12.0,10.0,13.0,12.0,12.0,8.0,12.0,14.0,12.0,9.0,17.0,11.685625646328852
2020-02-09,8.0,7.0,4.0,8.0,8.0,6.0,6.0,12.0,7.0,7.0,12.0,10.0,6.0,14.0,14.0,12.0,12.0,7.0,11.0,5.0,9.100310237849019
2020-02-10,6.0,12.0,10.0,10.0,12.0,8.0,9.0,9.0,2.0,8.0,8.0,11.0,9.0,5.0,10.0,11.0,8.0,10.0,5.0,6.0,8.738366080661839
2020-02-11,4.0,9.0,7.0,6.0,11.0,7.0,8.0,8.0,7.0,11.0,6.0,8.0,9.0,6.0,4.0,6.0,10.0,9.0,4.0,9.0,7.704239917269906
2020-02-12,7.0,5.0,9.0,5.0,8.0,6.0,12.0,5.0,5.0,6.0,10.0,5.0,8.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.187176835573941
2020-02-13,8.0,8.0,7.0,5.0,7.0,6.0,9.0,5.0,8.0,7.0,6.0,10.0,4.0,3.0,5.0,9.0,11.0,8.0,9.0,7.0,7.34229576008273
2020-02-14,3.0,6.0,3.0,6.0,4.0,5.0,4.0,5.0,4.0,3.0,9.0,5.0,4.0,11.0,12.0,6.0,8.0,7.0,7.0,4.0,5.997931747673216
