date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,0.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,4.0,2.0,3.0303030303030303,0
2020-01-02,2.0,6.0,0.0,4.0,5.0,4.0,2.0,2.0,3.0,6.0,3.4343434343434343,0
2020-01-03,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.8080808080808081,0
2020-01-04,0.0,4.0,2.0,4.0,6.0,4.0,4.0,2.0,0.0,2.0,2.8282828282828283,0
2020-01-05,2.0,6.0,4.0,2.0,4.0,2.0,2.0,7.0,0.0,2.0,3.1313131313131315,0
2020-01-06,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0101010101010102,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,2.0,0.0,5.0,5.0,3.0,4.0,0.0,2.0,3.0,5.0,2.9292929292929295,0
2020-01-09,8.0,6.0,2.0,7.0,3.0,5.0,7.0,8.0,9.0,4.0,5.959595959595959,0
2020-01-10,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6060606060606061,0
2020-01-11,0.0,5.0,2.0,0.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0202020202020203,0
2020-01-12,6.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,3.0,2.0,3.3333333333333335,0
2020-01-13,3.0,3.0,3.0,0.0,7.0,7.0,5.0,6.0,0.0,0.0,3.4343434343434343,0
2020-01-14,1.0,0.0,2.0,2.0,5.0,5.0,3.0,2.0,1.0,0.0,2.121212121212121,0
2020-01-15,3.0,2.0,2.0,5.0,3.0,0.0,2.0,6.0,1.0,2.0,2.6262626262626263,0
2020-01-16,0.0,4.0,6.0,4.0,4.0,6.0,0.0,4.0,3.0,2.0,3.3333333333333335,0
2020-01-17,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.8080808080808081,0
2020-01-18,0.0,7.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0202020202020203,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.40404040404040403,0
2020-01-20,3.0,4.0,4.0,4.0,7.0,2.0,2.0,4.0,6.0,2.0,3.8383838383838382,0
2020-01-21,6.0,5.0,6.0,11.0,7.0,4.0,4.0,6.0,10.0,7.0,6.666666666666667,0
2020-01-22,6.0,11.0,6.0,6.0,9.0,7.0,7.0,6.0,3.0,7.0,6.8686868686868685,0
2020-01-23,10.0,15.0,13.0,15.0,11.0,4.0,7.0,8.0,12.0,17.0,11.313131313131313,0
2020-01-24,17.0,18.0,22.0,10.0,9.0,12.0,13.0,11.0,12.0,11.0,13.636363636363637,0
2020-01-25,14.0,19.0,7.0,23.0,25.0,25.0,13.0,27.0,13.0,16.0,18.383838383838384,0
2020-01-26,24.0,28.0,26.0,24.0,27.0,34.0,15.0,21.0,24.0,14.0,23.939393939393938,0
2020-01-27,28.0,23.0,24.0,32.0,32.0,25.0,24.0,26.0,13.0,16.0,24.545454545454547,0
2020-01-28,31.0,37.0,34.0,41.0,23.0,25.0,28.0,30.0,31.0,35.0,31.818181818181817,0
2020-01-29,15.0,35.0,28.0,27.0,17.0,34.0,31.0,23.0,9.0,28.0,24.949494949494948,0
2020-01-30,25.0,37.0,36.0,29.0,35.0,40.0,47.0,45.0,27.0,38.0,36.26262626262626,0
2020-01-31,26.0,39.0,33.0,18.0,38.0,28.0,25.0,38.0,18.0,35.0,30.1010101010101,0
2020-02-01,15.0,14.0,9.0,16.0,15.0,16.0,15.0,18.0,22.0,18.0,15.95959595959596,0
2020-02-02,15.0,14.0,21.0,20.0,9.0,20.0,23.0,26.0,15.0,24.0,18.88888888888889,0
2020-02-03,19.0,31.0,21.0,23.0,20.0,17.0,24.0,29.0,20.0,14.0,22.02020202020202,0
2020-02-04,14.0,15.0,11.0,21.0,11.0,7.0,16.0,11.0,9.0,13.0,12.929292929292929,0
2020-02-05,13.0,15.0,14.0,9.0,9.0,15.0,18.0,13.0,12.0,22.0,14.141414141414142,0
2020-02-06,19.0,18.0,10.0,11.0,7.0,8.0,11.0,19.0,7.0,11.0,12.222222222222221,0
2020-02-07,12.0,12.0,6.0,8.0,11.0,12.0,8.0,15.0,3.0,12.0,10.0,0
2020-02-08,6.0,7.0,7.0,5.0,13.0,12.0,4.0,8.0,8.0,4.0,7.474747474747475,0
2020-02-09,13.0,14.0,16.0,18.0,23.0,13.0,13.0,17.0,9.0,13.0,15.05050505050505,0
2020-02-10,6.0,5.0,7.0,7.0,5.0,0.0,8.0,14.0,9.0,3.0,6.4646464646464645,0
2020-02-11,6.0,5.0,11.0,16.0,7.0,12.0,5.0,10.0,7.0,10.0,8.98989898989899,0
2020-02-12,3.0,15.0,9.0,11.0,18.0,9.0,10.0,12.0,12.0,4.0,10.404040404040405,0
2020-02-13,6.0,7.0,6.0,4.0,4.0,9.0,11.0,8.0,4.0,9.0,6.8686868686868685,0
2020-02-14,11.0,10.0,18.0,21.0,7.0,8.0,14.0,17.0,11.0,15.0,13.333333333333334,0
2020-02-15,15.0,11.0,27.0,7.0,14.0,16.0,11.0,15.0,11.0,16.0,14.444444444444445,0
2020-02-16,15.0,11.0,15.0,9.0,8.0,13.0,12.0,17.0,9.0,19.0,12.929292929292929,0
2020-02-17,9.0,18.0,14.0,19.0,15.0,11.0,10.0,13.0,14.0,15.0,13.93939393939394,0
2020-02-18,9.0,9.0,20.0,12.0,8.0,9.0,12.0,8.0,10.0,8.0,10.606060606060606,0
2020-02-19,2.0,4.0,13.0,7.0,5.0,3.0,9.0,6.0,6.0,7.0,6.262626262626263,0
2020-02-20,13.0,4.0,4.0,2.0,5.0,2.0,2.0,6.0,6.0,5.0,4.94949494949495,0
2020-02-21,7.0,8.0,14.0,13.0,7.0,6.0,5.0,8.0,5.0,11.0,8.484848484848484,0
2020-02-22,7.0,16.0,9.0,11.0,6.0,6.0,10.0,10.0,5.0,8.0,8.88888888888889,0
2020-02-23,9.0,11.0,4.0,10.0,4.0,15.0,8.0,9.0,10.0,4.0,8.484848484848484,0
2020-02-24,18.0,16.0,22.0,27.0,24.0,19.0,16.0,20.0,20.0,19.0,20.303030303030305,0
2020-02-25,26.0,34.0,34.0,25.0,27.0,41.0,36.0,48.0,34.0,24.0,33.23232323232323,0
2020-02-26,28.0,32.0,32.0,38.0,35.0,23.0,43.0,39.0,28.0,37.0,33.83838383838384,0
2020-02-27,40.0,73.0,41.0,76.0,49.0,47.0,52.0,53.0,46.0,67.0,54.94949494949495,0
2020-02-28,26.0,38.0,39.0,23.0,22.0,28.0,25.0,35.0,24.0,31.0,29.393939393939394,0
2020-02-29,27.0,28.0,31.0,28.0,18.0,22.0,21.0,24.0,18.0,17.0,23.636363636363637,0
2020-03-01,12.0,16.0,12.0,22.0,13.0,14.0,11.0,13.0,10.0,21.0,14.545454545454545,0
2020-03-02,17.0,28.0,21.0,37.0,19.0,30.0,44.0,27.0,27.0,28.0,28.08080808080808,0
2020-03-03,18.0,23.0,23.0,22.0,17.0,21.0,31.0,27.0,17.0,14.0,21.515151515151516,0
2020-03-04,16.0,14.0,21.0,17.0,20.0,24.0,15.0,14.0,17.0,13.0,17.272727272727273,0
2020-03-05,11.0,18.0,22.0,12.0,14.0,18.0,18.0,14.0,9.0,21.0,15.858585858585858,0
2020-03-06,20.0,19.0,26.0,12.0,8.0,25.0,11.0,32.0,21.0,19.0,19.494949494949495,0
2020-03-07,12.0,9.0,9.0,18.0,11.0,13.0,11.0,22.0,16.0,13.0,13.535353535353535,0
2020-03-08,20.0,18.0,16.0,6.0,6.0,17.0,14.0,17.0,10.0,13.0,13.83838383838384,0
2020-03-09,37.0,34.0,39.0,35.0,32.0,34.0,46.0,31.0,26.0,36.0,35.35353535353536,0
2020-03-10,25.0,38.0,42.0,28.0,36.0,44.0,40.0,25.0,25.0,35.0,34.14141414141414,0
2020-03-11,32.0,51.0,45.0,44.0,35.0,52.0,33.0,68.0,35.0,55.0,45.45454545454545,0
2020-03-12,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0
2020-03-13,61.0,83.0,100.0,80.0,76.0,95.0,81.0,96.0,61.0,71.0,81.21212121212122,0
2020-03-14,70.0,98.0,68.0,83.0,73.0,64.0,55.0,91.0,61.0,81.0,75.15151515151516,0
2020-03-15,66.0,85.0,89.0,72.0,51.0,78.0,69.0,64.0,70.0,65.0,71.61616161616162,0
2020-03-16,26.0,51.0,54.0,39.0,48.0,50.0,46.0,56.0,37.0,33.0,44.44444444444444,0
2020-03-17,53.0,74.0,53.0,55.0,59.0,60.0,54.0,79.0,46.0,72.0,61.111111111111114,0
2020-03-18,62.0,42.0,62.0,53.0,51.0,49.0,49.0,70.0,38.0,59.0,54.04040404040404,0
2020-03-19,23.0,32.0,32.0,20.0,27.0,22.0,31.0,36.0,24.0,33.0,28.282828282828284,0
2020-03-20,32.0,38.0,26.0,24.0,28.0,34.0,37.0,36.0,19.0,31.0,30.80808080808081,0
2020-03-21,37.0,55.0,33.0,29.0,23.0,37.0,35.0,50.0,27.0,38.0,36.76767676767677,0
2020-03-22,35.0,38.0,29.0,20.0,31.0,22.0,37.0,36.0,33.0,27.0,31.11111111111111,0
2020-03-23,25.0,26.0,25.0,21.0,23.0,23.0,22.0,27.0,16.0,22.0,23.232323232323232,0
2020-03-24,33.0,39.0,45.0,43.0,40.0,50.0,26.0,59.0,31.0,31.0,40.101010101010104,0
2020-03-25,14.0,28.0,38.0,21.0,25.0,31.0,17.0,20.0,20.0,10.0,22.626262626262626,0
2020-03-26,25.0,23.0,28.0,29.0,31.0,27.0,30.0,27.0,22.0,23.0,26.767676767676768,0
2020-03-27,26.0,19.0,23.0,40.0,32.0,36.0,30.0,31.0,31.0,29.0,30.0,0
2020-03-28,19.0,23.0,23.0,29.0,29.0,18.0,35.0,28.0,28.0,33.0,26.767676767676768,0
2020-03-29,26.0,16.0,29.0,32.0,24.0,19.0,29.0,33.0,30.0,30.0,27.07070707070707,0
2020-03-30,11.0,11.0,18.0,18.0,14.0,25.0,12.0,14.0,14.0,14.0,15.252525252525253,0
2020-03-31,26.0,24.0,27.0,30.0,26.0,27.0,25.0,23.0,18.0,28.0,25.656565656565657,0
2020-04-01,21.0,28.0,18.0,28.0,29.0,24.0,23.0,27.0,14.0,26.0,24.04040404040404,0
2020-04-02,27.0,18.0,26.0,16.0,22.0,24.0,23.0,20.0,10.0,22.0,21.01010101010101,0
2020-04-03,8.0,16.0,8.0,10.0,16.0,16.0,16.0,16.0,10.0,18.0,13.535353535353535,0
2020-04-04,14.0,11.0,28.0,27.0,20.0,17.0,16.0,23.0,20.0,22.0,20.0,0
2020-04-05,19.0,17.0,11.0,23.0,14.0,20.0,14.0,21.0,5.0,14.0,15.95959595959596,0
2020-04-06,13.0,17.0,12.0,21.0,17.0,20.0,14.0,18.0,13.0,16.0,16.262626262626267,0
2020-04-07,11.0,12.0,15.0,14.0,20.0,12.0,16.0,13.0,14.0,15.0,14.343434343434344,0
2020-04-08,4.0,5.0,5.0,12.0,8.0,7.0,7.0,9.0,5.0,7.0,6.96969696969697,0
2020-04-09,16.0,14.0,12.0,10.0,20.0,17.0,18.0,13.0,15.0,15.0,15.151515151515152,0
2020-04-10,7.0,6.0,4.0,15.0,23.0,6.0,18.0,16.0,3.0,12.0,11.11111111111111,0
2020-04-11,9.0,18.0,11.0,15.0,8.0,13.0,15.0,15.0,7.0,15.0,12.727272727272727,0
2020-04-12,7.0,8.0,18.0,8.0,8.0,16.0,13.0,20.0,13.0,19.0,13.131313131313131,0
2020-04-13,10.0,14.0,17.0,8.0,21.0,6.0,13.0,26.0,11.0,20.0,14.747474747474747,0
2020-04-14,13.0,11.0,11.0,8.0,6.0,15.0,12.0,10.0,6.0,12.0,10.505050505050505,0
2020-04-15,11.0,16.0,14.0,17.0,17.0,9.0,9.0,28.0,19.0,18.0,15.95959595959596,0
2020-04-16,10.0,16.0,12.0,11.0,5.0,9.0,9.0,12.0,6.0,6.0,9.696969696969697,0
