date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-04,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8056394763343404,0
2020-01-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3021148036253776,0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10070493454179255,0
2020-01-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2014098690835851,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2014098690835851,0
2020-01-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3021148036253776,0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2014098690835851,0
2020-01-16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4028197381671702,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10070493454179255,0
2020-01-18,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0070493454179255,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10070493454179255,0
2020-01-20,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4028197381671702,0
2020-01-21,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0070493454179255,0
2020-01-22,5.0,6.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,4.431017119838873,0
