,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.855411648867682
2020-10-06,0.0,18.0,45.0,23.0,0.0,0.0,0.0,20.0,54.0,29.0,0.0,17.0,55.172413793103445,24.0,33.333333333333336,24.0,0.0,16.0,24.358974358974358,0.0,28.031702196664707
2020-10-07,24.0,18.0,0.0,45.0,0.0,22.0,0.0,0.0,27.0,28.0,48.0,17.0,27.586206896551722,25.0,0.0,48.0,0.0,16.0,24.358974358974358,25.974025974025974,28.987495290608226
2020-10-08,26.0,38.0,0.0,46.0,0.0,47.0,30.0,21.0,55.0,88.0,51.0,0.0,28.735632183908045,77.0,34.343434343434346,0.0,0.0,34.0,25.641025641025642,25.974025974025974,45.9570537658851
2020-10-09,27.0,20.0,49.0,25.0,31.0,0.0,0.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,54.0,31.03448275862069,0.0,0.0,27.272727272727273,22.93900146660883
2020-10-10,0.0,21.0,0.0,26.0,32.0,0.0,32.0,23.0,62.0,0.0,28.0,19.0,32.18390804597701,29.0,37.37373737373738,28.0,32.18390804597701,37.0,28.205128205128204,58.44155844155844,38.46665899987116
2020-10-11,0.0,19.0,24.0,24.0,89.0,70.0,91.0,21.0,0.0,30.0,26.0,18.0,0.0,26.0,0.0,26.0,29.885057471264368,0.0,25.641025641025642,27.272727272727273,40.034248532317164
2020-10-12,0.0,19.0,24.0,48.0,59.0,24.0,29.0,21.0,29.0,30.0,25.0,17.0,59.770114942528735,26.0,35.35353535353536,26.0,29.885057471264368,0.0,0.0,27.272727272727273,38.75170192673791
2020-10-13,100.0,75.0,0.0,93.0,57.0,23.0,58.0,100.0,56.0,58.0,51.0,100.0,86.20689655172414,50.0,100.0,100.0,58.62068965517241,100.0,100.0,0.0,100.0
2020-10-14,0.0,18.0,69.0,46.0,59.0,0.0,57.0,20.0,27.0,59.0,50.0,17.0,27.586206896551722,26.0,66.66666666666667,49.0,28.735632183908045,33.0,24.358974358974358,75.32467532467533,55.107406163984216
2020-10-15,0.0,0.0,0.0,25.0,30.0,24.0,30.0,64.0,29.0,62.0,27.0,35.0,31.03448275862069,27.0,36.36363636363637,53.0,0.0,0.0,0.0,55.84415584415584,38.748834795187896
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,28.0,21.0,26.0,25.0,64.0,52.0,64.0,23.0,0.0,0.0,28.0,19.0,0.0,57.0,74.74747474747475,28.0,0.0,37.0,0.0,28.571428571428573,42.12236662437375
2020-10-18,27.0,100.0,100.0,100.0,31.0,100.0,31.0,22.0,30.0,93.0,0.0,37.0,31.03448275862069,27.0,36.36363636363637,80.0,91.95402298850574,18.0,26.923076923076923,27.272727272727273,73.9147427172876
2020-10-19,0.0,0.0,0.0,0.0,0.0,23.0,30.0,0.0,29.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,25.641025641025642,0.0,11.688226775706895
2020-10-20,74.0,19.0,23.0,24.0,87.0,23.0,29.0,21.0,0.0,30.0,100.0,0.0,0.0,51.0,34.343434343434346,49.0,57.47126436781609,0.0,50.0,25.974025974025974,51.089078279868254
2020-10-21,50.0,19.0,0.0,0.0,59.0,23.0,59.0,41.0,56.0,29.0,26.0,0.0,29.885057471264368,76.0,67.67676767676768,25.0,28.735632183908045,33.0,0.0,25.974025974025974,47.46363961693811
2020-10-22,0.0,0.0,24.0,24.0,0.0,0.0,0.0,63.0,29.0,0.0,0.0,0.0,29.885057471264368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.438250565948817
2020-10-23,27.0,0.0,25.0,0.0,92.0,49.0,63.0,22.0,30.0,30.0,27.0,54.0,0.0,0.0,72.72727272727273,26.0,0.0,18.0,26.923076923076923,27.272727272727273,43.191621173897936
2020-10-24,53.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,29.0,30.0,0.0,18.0,0.0,27.0,0.0,26.0,29.885057471264368,0.0,25.641025641025642,0.0,21.19785000948373
2020-10-25,49.0,18.0,23.0,68.0,56.0,23.0,0.0,40.0,0.0,29.0,24.0,33.0,56.32183908045977,49.0,0.0,49.0,56.32183908045977,32.0,98.71794871794872,50.64935064935065,55.27864462197569
2020-10-26,25.0,18.0,23.0,45.0,57.0,0.0,28.0,30.0,27.0,0.0,75.0,0.0,0.0,74.0,66.66666666666667,0.0,55.172413793103445,32.0,24.358974358974358,24.675324675324674,44.28621779223915
2020-10-27,49.0,18.0,67.0,22.0,57.0,66.0,56.0,40.0,54.0,85.0,49.0,33.0,27.586206896551722,0.0,0.0,0.0,0.0,16.0,24.358974358974358,0.0,48.611200122220346
2020-10-28,99.0,18.0,23.0,69.0,28.0,45.0,85.0,30.0,82.0,57.0,25.0,0.0,27.586206896551722,100.0,33.333333333333336,49.0,56.32183908045977,16.0,0.0,25.974025974025974,63.64019983651885
2020-10-29,24.0,54.0,66.0,44.0,28.0,88.0,28.0,39.0,55.0,56.0,49.0,16.0,55.172413793103445,24.0,97.97979797979798,48.0,54.02298850574713,47.0,73.07692307692308,100.0,76.60206412005246
2020-10-30,21.0,31.0,0.0,20.0,49.0,58.0,0.0,34.0,0.0,0.0,42.0,14.0,0.0,43.0,0.0,0.0,24.137931034482758,28.0,0.0,22.07792207792208,28.277057588577694
2020-10-31,22.0,0.0,0.0,21.0,25.0,21.0,26.0,0.0,0.0,0.0,23.0,15.0,0.0,44.0,58.58585858585859,22.0,25.28735632183908,0.0,21.794871794871796,23.376623376623378,25.48233126889493
2020-11-01,44.0,17.0,20.0,20.0,100.0,59.0,100.0,0.0,24.0,51.0,0.0,29.0,73.5632183908046,66.0,29.292929292929294,21.0,100.0,29.0,66.66666666666667,22.07792207792208,63.81484348613032
2020-11-02,22.0,0.0,21.0,42.0,78.0,41.0,26.0,45.0,25.0,80.0,44.0,0.0,25.28735632183908,91.0,30.303030303030305,0.0,51.724137931034484,15.0,21.794871794871796,23.376623376623378,49.96868027997317
2020-11-03,45.0,17.0,41.0,41.0,26.0,61.0,25.0,18.0,24.0,52.0,23.0,0.0,25.28735632183908,68.0,90.9090909090909,0.0,0.0,29.0,21.794871794871796,23.376623376623378,46.22603531942318
2020-11-04,21.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,21.0,14.0,0.0,0.0,28.282828282828284,21.0,0.0,14.0,0.0,0.0,12.394157944411676
2020-11-05,22.0,79.0,40.0,39.0,76.0,40.0,25.0,0.0,24.0,0.0,43.0,29.0,49.42528735632184,22.0,57.57575757575758,44.0,25.28735632183908,29.0,43.58974358974359,22.07792207792208,51.97991855569679
2020-11-06,22.0,49.0,20.0,0.0,0.0,40.0,26.0,27.0,0.0,26.0,22.0,30.0,25.28735632183908,23.0,59.5959595959596,22.0,25.28735632183908,30.0,23.076923076923077,46.753246753246756,37.85256992103921
2020-11-07,22.0,16.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,24.137931034482758,14.0,21.794871794871796,0.0,13.90605994105199
2020-11-08,44.0,16.0,0.0,20.0,51.0,40.0,25.0,44.0,0.0,100.0,22.0,59.0,25.28735632183908,44.0,29.292929292929294,66.0,49.42528735632184,0.0,43.58974358974359,45.45454545454545,53.01180539383979
2020-11-09,67.0,0.0,0.0,0.0,26.0,20.0,26.0,0.0,25.0,0.0,45.0,15.0,25.28735632183908,44.0,30.303030303030305,0.0,0.0,29.0,23.076923076923077,68.83116883116882,32.54425983351228
2020-11-10,0.0,0.0,42.0,21.0,26.0,42.0,53.0,28.0,25.0,0.0,0.0,30.0,25.28735632183908,23.0,30.303030303030305,22.0,50.57471264367816,0.0,23.076923076923077,46.753246753246756,35.72890707632812
2020-11-11,41.0,31.0,56.0,19.0,48.0,19.0,0.0,25.0,46.0,24.0,42.0,14.0,22.988505747126435,42.0,83.83838383838383,21.0,95.40229885057471,28.0,41.02564102564103,42.857142857142854,54.3342351416274
