date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-10-05,0.0,30.0,15.0,14.0,0.0,29.0,19.0,19.0,14.0,16.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,27.0,0.0,21.0,15.287517531556803
2020-10-06,38.0,62.0,44.0,84.0,100.0,60.0,38.0,57.0,56.0,82.0,57.0,100.0,96.0,26.0,45.0,26.0,87.0,28.0,33.0,44.0,81.55680224403928
2020-10-07,19.0,31.0,15.0,14.0,0.0,30.0,38.0,19.0,0.0,0.0,34.0,33.0,28.0,52.0,29.0,13.0,35.0,27.0,33.0,11.0,32.32819074333801
2020-10-08,48.0,31.0,44.0,42.0,29.0,30.0,39.0,58.0,56.0,49.0,46.0,84.0,28.0,39.0,45.0,13.0,18.0,28.0,16.0,76.0,57.43338008415148
2020-10-09,41.0,17.0,16.0,31.0,0.0,32.0,84.0,83.0,0.0,53.0,37.0,18.0,30.0,0.0,16.0,14.0,0.0,30.0,18.0,12.0,37.30715287517532
2020-10-10,36.0,19.0,19.0,18.0,0.0,0.0,0.0,0.0,17.0,21.0,29.0,42.0,17.0,16.0,0.0,16.0,44.0,18.0,0.0,13.0,22.79102384291725
2020-10-11,70.0,0.0,18.0,51.0,35.0,74.0,47.0,47.0,0.0,20.0,14.0,0.0,17.0,16.0,37.0,48.0,42.0,34.0,100.0,26.0,48.8078541374474
2020-10-12,59.0,16.0,47.0,29.0,29.0,31.0,40.0,40.0,43.0,34.0,35.0,35.0,100.0,54.0,31.0,68.0,36.0,14.0,51.0,11.0,56.311360448807854
2020-10-13,59.0,47.0,15.0,14.0,29.0,61.0,0.0,39.0,29.0,17.0,23.0,0.0,42.0,13.0,46.0,27.0,54.0,43.0,34.0,11.0,42.286115007012626
2020-10-14,49.0,32.0,31.0,58.0,44.0,46.0,20.0,20.0,29.0,51.0,47.0,52.0,57.0,54.0,31.0,27.0,0.0,44.0,86.0,33.0,56.872370266479656
