date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,29.0,13.0,17.0,11.0,22.0,30.0,12.0,26.0,21.0,30.0,21.0,13.0,15.0,17.0,21.0,16.0,28.0,23.0,20.0,16.0,20.54303278688525
2020-01-30,27.0,26.0,34.0,18.0,32.0,15.0,10.0,14.0,25.0,26.0,27.0,21.0,32.0,21.0,24.0,10.0,29.0,21.0,19.0,20.0,23.104508196721312
2020-01-31,16.0,24.0,21.0,12.0,18.0,26.0,13.0,31.0,21.0,13.0,23.0,10.0,11.0,34.0,11.0,17.0,22.0,22.0,22.0,18.0,19.723360655737707
2020-02-01,13.0,9.0,5.0,9.0,9.0,13.0,12.0,16.0,9.0,8.0,3.0,7.0,11.0,11.0,15.0,12.0,11.0,5.0,14.0,3.0,9.989754098360656
2020-02-02,5.0,9.0,10.0,9.0,6.0,15.0,10.0,18.0,6.0,12.0,7.0,16.0,8.0,6.0,6.0,6.0,18.0,12.0,11.0,12.0,10.348360655737704
2020-02-03,9.0,8.0,16.0,12.0,5.0,4.0,11.0,9.0,6.0,2.0,6.0,17.0,12.0,11.0,6.0,11.0,5.0,7.0,6.0,11.0,8.913934426229508
2020-02-04,12.0,5.0,15.0,7.0,17.0,10.0,7.0,8.0,4.0,5.0,12.0,14.0,16.0,10.0,4.0,10.0,0.0,21.0,16.0,10.0,10.399590163934427
2020-02-05,15.0,7.0,10.0,7.0,11.0,15.0,19.0,3.0,15.0,15.0,12.0,5.0,13.0,8.0,13.0,10.0,10.0,16.0,7.0,12.0,11.424180327868855
2020-02-06,8.0,14.0,14.0,12.0,6.0,13.0,10.0,8.0,7.0,19.0,15.0,7.0,22.0,11.0,4.0,11.0,8.0,5.0,12.0,13.0,11.219262295081966
2020-02-07,13.0,7.0,22.0,7.0,12.0,16.0,5.0,9.0,14.0,11.0,10.0,10.0,14.0,13.0,16.0,6.0,17.0,8.0,12.0,10.0,11.885245901639344
2020-02-08,8.0,2.0,13.0,11.0,18.0,13.0,7.0,8.0,9.0,18.0,2.0,7.0,8.0,9.0,9.0,10.0,13.0,8.0,12.0,10.0,9.989754098360656
2020-02-09,9.0,15.0,17.0,12.0,13.0,21.0,13.0,15.0,17.0,12.0,9.0,15.0,14.0,19.0,16.0,7.0,15.0,12.0,19.0,16.0,14.651639344262295
2020-02-10,5.0,7.0,7.0,13.0,5.0,5.0,2.0,10.0,8.0,7.0,9.0,4.0,10.0,2.0,8.0,4.0,13.0,5.0,9.0,5.0,7.069672131147541
2020-02-11,2.0,2.0,5.0,2.0,6.0,2.0,5.0,0.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,6.0,3.0,5.0,2.0,5.0,3.3811475409836067
2020-02-12,17.0,16.0,5.0,4.0,8.0,5.0,10.0,10.0,9.0,13.0,7.0,14.0,5.0,12.0,8.0,10.0,11.0,8.0,16.0,12.0,10.245901639344263
2020-02-13,12.0,5.0,10.0,13.0,6.0,12.0,10.0,11.0,11.0,15.0,12.0,18.0,18.0,6.0,8.0,8.0,8.0,13.0,7.0,10.0,10.91188524590164
2020-02-14,13.0,7.0,13.0,9.0,12.0,8.0,2.0,11.0,9.0,8.0,15.0,7.0,5.0,4.0,13.0,6.0,5.0,8.0,14.0,12.0,9.27254098360656
2020-02-15,14.0,12.0,16.0,17.0,6.0,8.0,15.0,8.0,12.0,11.0,16.0,18.0,17.0,4.0,7.0,7.0,19.0,11.0,10.0,5.0,11.936475409836069
2020-02-16,2.0,0.0,10.0,2.0,6.0,3.0,7.0,3.0,7.0,0.0,2.0,5.0,8.0,4.0,8.0,6.0,3.0,3.0,2.0,5.0,4.4057377049180335
