,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,48.0,0.0,0.0,0.0,46.0,33.673469387755105,50.0,0.0,46.0,0.0,50.0,0.0,47.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,32.61196838539707
2020-10-06,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,37.0,49.0,0.0,32.0,19.732781332329697
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,4.518253669552128
2020-10-08,0.0,0.0,0.0,0.0,0.0,35.714285714285715,0.0,36.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,15.833646970267221
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,48.0,33.0,11.98720361309748
2020-10-12,50.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,52.0,48.0,0.0,0.0,55.0,0.0,0.0,0.0,49.0,34.0,33.37975159954837
2020-10-13,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,34.0,12.079412871659768
2020-10-14,0.0,36.0,0.0,47.0,49.0,0.0,0.0,36.0,0.0,38.0,0.0,0.0,0.0,0.0,54.0,49.0,36.0,0.0,46.0,0.0,36.05382009785473
2020-10-15,52.0,38.0,100.0,49.0,50.0,74.48979591836735,54.0,0.0,49.0,0.0,54.0,100.0,51.0,72.0,57.0,52.0,0.0,100.0,98.0,34.0,100.0
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,4.88709070380128
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.263831388784345
2020-10-20,51.0,37.0,0.0,47.0,0.0,0.0,51.0,36.0,47.0,36.0,50.0,0.0,49.0,0.0,0.0,50.0,37.0,50.0,48.0,0.0,54.31125329318781
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,0.0,97.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,100.0,35.0,54.0,50.0,0.0,97.0,47.0,66.0,63.71659766654121
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,37.0,0.0,48.0,0.0,12.448249905908922
2020-10-24,0.0,39.0,0.0,52.0,53.0,75.51020408163265,56.0,39.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.795634173880316
2020-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,36.0,0.0,0.0,31.0,10.696273993225445
2020-10-27,50.0,36.0,0.0,92.0,47.0,100.0,100.0,34.0,0.0,36.0,0.0,92.0,0.0,100.0,53.0,0.0,0.0,0.0,0.0,0.0,68.23485133609334
2020-10-28,49.0,0.0,48.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,65.0,26.003010914565305
