,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-11-18,0.0,18.0,22.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,19.0,44.0,0.0,0.0,0.0,23.0,0.0,0.0,45.0,0.0,14.760147601476016
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,46.0,0.0,91.0,23.0,96.0,51.0,89.0,49.0,51.0,69.0,20.0,44.0,61.0,31.0,65.0,24.0,0.0,31.0,0.0,91.0,68.78228782287823
2020-11-21,0.0,0.0,23.0,0.0,33.0,0.0,0.0,0.0,0.0,23.0,20.0,45.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,14.046740467404675
2020-11-22,24.0,38.0,0.0,48.0,69.0,27.0,31.0,26.0,0.0,0.0,0.0,45.333333333333336,0.0,0.0,0.0,0.0,34.0,0.0,47.0,48.0,32.27552275522755
2020-11-23,23.0,0.0,45.0,23.0,65.0,0.0,30.0,24.0,0.0,0.0,20.0,0.0,30.0,30.0,0.0,0.0,65.0,0.0,44.0,45.0,32.76752767527675
2020-11-24,22.0,0.0,22.0,0.0,31.0,0.0,29.0,0.0,25.0,22.0,0.0,0.0,0.0,0.0,31.0,23.0,31.0,29.0,85.0,87.0,32.25092250922509
2020-11-25,0.0,0.0,0.0,22.0,0.0,0.0,29.0,0.0,0.0,0.0,38.0,41.333333333333336,0.0,30.0,31.0,22.0,0.0,0.0,43.0,43.0,22.091020910209107
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4760147601476015
2020-11-27,22.0,0.0,0.0,0.0,31.0,0.0,29.0,24.0,25.0,22.0,0.0,42.666666666666664,0.0,30.0,63.0,46.0,0.0,0.0,0.0,88.0,31.193111931119315
