date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0020040080160322,0.0
2020-01-02,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9018036072144288,0.0
2020-01-03,4.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,2.8056112224448904,0.0
2020-01-04,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.503006012024048,0.0
2020-01-05,2.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,2.1042084168336674,0.0
2020-01-06,1.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,1.8036072144288575,0.0
2020-01-07,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.503006012024048,0.0
2020-01-08,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,3.2064128256513027,0.0
2020-01-09,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0040080160320644,0.0
2020-01-10,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.6032064128256514,0.0
2020-01-11,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8016032064128257,0.0
2020-01-12,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.3026052104208417,0.0
2020-01-13,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.4028056112224452,0.0
2020-01-14,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,2.8056112224448904,0.0
2020-01-15,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.8056112224448904,0.0
2020-01-16,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0040080160320644,0.0
2020-01-17,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.503006012024048,0.0
2020-01-18,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.404809619238477,0.0
2020-01-19,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.7034068136272549,0.0
2020-01-20,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,3.1062124248497,0.0
2020-01-21,6.0,7.0,6.0,7.0,6.0,8.0,10.0,7.0,9.0,9.0,7.5150300601202416,0.0
2020-01-22,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.5150300601202416,0.0
2020-01-23,7.0,8.0,5.0,8.0,7.0,6.0,9.0,5.0,6.0,7.0,6.813627254509019,0.0
2020-01-24,8.0,9.0,10.0,10.0,7.0,9.0,9.0,10.0,13.0,11.0,9.619238476953909,0.0
2020-01-25,9.0,9.0,8.0,9.0,9.0,13.0,7.0,12.0,11.0,6.0,9.318637274549099,0.0
2020-01-26,13.0,15.0,9.0,19.0,14.0,14.0,12.0,15.0,15.0,15.0,14.128256513026054,0.0
2020-01-27,10.0,9.0,14.0,9.0,10.0,7.0,8.0,9.0,10.0,9.0,9.519038076152304,0.0
2020-01-28,16.0,13.0,12.0,14.0,17.0,11.0,9.0,15.0,14.0,11.0,13.226452905811625,0.0
2020-01-29,15.0,12.0,16.0,14.0,15.0,13.0,16.0,13.0,13.0,16.0,14.32865731462926,0.0
2020-01-30,10.0,16.0,13.0,14.0,14.0,11.0,11.0,13.0,13.0,15.0,13.026052104208416,0.0
