date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-10-05,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,10.0,11.0,7.0,0.0,0.0,0.0,4.063492063492063
2020-10-06,18.0,42.0,9.0,9.0,10.0,9.0,24.0,16.0,23.0,25.0,8.0,11.0,0.0,18.0,10.0,23.0,7.0,0.0,8.0,18.0,18.285714285714285
2020-10-07,9.0,35.0,27.0,18.0,10.0,9.0,16.0,39.0,23.0,17.0,24.0,11.0,10.0,36.0,40.0,12.0,22.0,18.0,32.0,27.0,27.61904761904762
2020-10-08,45.0,17.0,27.0,18.0,10.0,27.0,32.0,23.0,23.0,25.0,24.0,22.0,31.0,18.0,60.0,35.0,7.0,19.0,24.0,18.0,32.06349206349206
2020-10-09,10.0,38.0,0.0,30.0,44.0,10.0,18.0,26.0,9.0,9.0,26.0,62.0,46.0,20.0,45.0,52.0,41.0,20.0,18.0,10.0,33.904761904761905
2020-10-10,22.0,0.0,44.0,11.0,36.0,22.0,19.0,38.0,0.0,41.0,29.0,68.0,12.0,11.0,37.0,43.0,18.0,22.0,10.0,32.0,32.698412698412696
2020-10-11,21.0,30.0,42.0,41.0,23.0,75.0,37.0,27.0,18.0,58.0,55.0,26.0,47.0,41.0,58.0,81.0,25.0,53.0,37.0,31.0,52.44444444444444
2020-10-12,39.0,9.0,29.0,19.0,10.0,39.0,17.0,8.0,49.0,27.0,17.0,24.0,22.0,28.0,32.0,12.0,23.0,19.0,8.0,37.0,29.714285714285715
2020-10-13,19.0,27.0,38.0,65.0,21.0,48.0,25.0,8.0,8.0,9.0,25.0,35.0,54.0,47.0,31.0,24.0,38.0,0.0,25.0,28.0,36.507936507936506
2020-10-14,19.0,18.0,28.0,9.0,20.0,19.0,17.0,24.0,8.0,17.0,42.0,35.0,11.0,28.0,31.0,49.0,23.0,48.0,33.0,18.0,31.555555555555557
2020-10-15,40.0,19.0,58.0,39.0,43.0,20.0,35.0,34.0,68.0,45.0,26.0,37.0,44.0,79.0,33.0,77.0,55.0,40.0,44.0,48.0,56.12698412698413
2020-10-16,29.0,46.0,49.0,58.0,64.0,30.0,61.0,43.0,51.0,37.0,52.0,61.0,67.0,59.0,55.0,38.0,39.0,80.0,18.0,48.0,62.53968253968254
