date,/g/1213j0cz_0,/g/1213j0cz_1,/g/1213j0cz_2,/g/1213j0cz_3,/g/1213j0cz_4,/g/1213j0cz_5,/g/1213j0cz_6,/g/1213j0cz_7,/g/1213j0cz_8,/g/1213j0cz_9,/g/1213j0cz_10,/g/1213j0cz_11,/g/1213j0cz_12,/g/1213j0cz_13,/g/1213j0cz_14,/g/1213j0cz_15,/g/1213j0cz_16,/g/1213j0cz_17,/g/1213j0cz_18,/g/1213j0cz_19,/g/1213j0cz
2020-01-29,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,18.0,0.0,0.0,19.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,4.7953216374269
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,34.0,17.0,20.0,20.0,15.0,0.0,22.0,15.0,20.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,19.0,0.0,53.0,14.61988304093567
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,15.0,0.0,17.0,0.0,0.0,13.0,19.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,5.614035087719297
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,19.0,0.0,0.0,0.0,21.0,29.0,0.0,37.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,19.0,19.0,0.0,10.292397660818716
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.8771929824561403
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,19.0,0.0,16.0,20.0,0.0,0.0,16.0,16.0,0.0,19.0,25.0,9.415204678362574
2020-02-10,16.0,0.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,19.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0175438596491215
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.8187134502923976
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,3.742690058479532
2020-02-13,0.0,17.0,0.0,39.0,0.0,0.0,0.0,14.0,20.0,19.0,15.0,33.0,0.0,15.0,0.0,17.0,16.0,0.0,0.0,0.0,11.988304093567253
2020-02-14,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,0.0,26.0,5.6725146198830405
2020-02-15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,5.6725146198830405
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.8187134502923976
2020-02-18,0.0,17.0,19.0,0.0,0.0,0.0,21.0,0.0,20.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,15.0,19.0,19.0,0.0,9.35672514619883
2020-02-19,0.0,17.0,20.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5555555555555545
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,0.0,20.0,26.0,7.60233918128655
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,19.0,0.0,0.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,7.36842105263158
2020-02-27,0.0,0.0,20.0,0.0,15.0,15.0,22.0,0.0,21.0,19.0,0.0,0.0,20.0,15.0,14.0,0.0,16.0,19.0,0.0,0.0,11.461988304093568
2020-02-28,0.0,18.0,21.0,0.0,0.0,15.0,23.0,15.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,17.0,20.0,0.0,27.0,10.175438596491228
2020-02-29,0.0,0.0,22.0,22.0,16.0,0.0,24.0,16.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,17.0,0.0,22.0,28.0,12.339181286549707
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,17.0,17.0,19.0,0.0,14.0,0.0,0.0,0.0,20.0,0.0,0.0,17.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,7.719298245614035
2020-03-03,17.0,35.0,20.0,41.0,30.0,0.0,22.0,0.0,21.0,20.0,15.0,17.0,21.0,30.0,15.0,17.0,32.0,19.0,40.0,0.0,24.093567251461987
2020-03-04,0.0,0.0,0.0,19.0,0.0,14.0,21.0,0.0,19.0,18.0,14.0,32.0,19.0,14.0,14.0,16.0,0.0,18.0,0.0,0.0,12.748538011695905
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,17.0,0.0,20.0,20.0,0.0,0.0,22.0,15.0,21.0,19.0,0.0,35.0,41.0,15.0,0.0,34.0,0.0,0.0,40.0,26.0,19.00584795321637
2020-03-07,18.0,56.0,43.0,65.0,32.0,16.0,24.0,0.0,66.0,63.0,0.0,74.0,66.0,32.0,31.0,55.0,17.0,42.0,21.0,28.0,43.80116959064328
2020-03-08,17.0,17.0,0.0,0.0,0.0,0.0,22.0,15.0,21.0,0.0,15.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,26.0,9.883040935672511
2020-03-09,16.0,0.0,56.0,57.0,28.0,14.0,0.0,14.0,39.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,54.0,19.0,0.0,20.116959064327485
2020-03-10,0.0,32.0,36.0,0.0,13.0,27.0,40.0,27.0,19.0,18.0,14.0,16.0,0.0,0.0,0.0,31.0,14.0,0.0,18.0,23.0,19.1812865497076
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.7602339181286549
