,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-01-29,13.0,24.0,12.0,12.0,22.0,21.0,30.0,36.0,0.0,37.0,20.0,13.0,21.0,9.0,32.0,9.0,11.0,0.0,11.0,11.0,20.92457420924574
2020-01-30,39.0,26.0,39.0,61.0,46.0,11.0,21.0,36.0,25.0,50.0,20.0,53.0,33.0,9.0,22.0,10.0,34.0,12.0,11.0,46.0,36.73965936739659
2020-01-31,39.0,38.0,13.0,62.0,34.0,32.0,21.0,25.0,13.0,39.0,52.0,13.0,23.0,38.0,43.0,29.0,23.0,25.0,23.0,46.0,38.38199513381995
2020-02-01,39.0,37.0,39.0,24.0,45.0,31.0,42.0,87.0,25.0,25.0,41.0,40.0,11.0,9.0,64.0,20.0,34.0,25.0,45.0,58.0,45.07299270072992
2020-02-02,37.0,47.0,25.0,23.0,22.0,41.0,50.0,12.0,24.0,25.0,49.0,51.0,32.0,9.0,31.0,28.0,11.0,24.0,22.0,11.0,34.91484184914842
2020-02-03,56.0,77.0,57.0,42.0,40.0,46.0,18.0,42.0,65.0,45.0,53.0,46.0,48.0,41.0,47.0,42.0,59.0,64.0,68.0,79.0,62.95620437956204
2020-02-04,0.0,0.0,13.0,12.0,11.0,11.0,10.0,25.0,13.0,0.0,10.0,13.0,11.0,19.0,11.0,20.0,11.0,0.0,11.0,11.0,12.89537712895377
2020-02-05,0.0,0.0,13.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,12.0,0.0,4.440389294403893
2020-02-06,27.0,13.0,14.0,39.0,0.0,12.0,22.0,39.0,13.0,14.0,11.0,43.0,35.0,10.0,11.0,10.0,36.0,0.0,12.0,25.0,23.479318734793186
2020-02-07,0.0,27.0,28.0,0.0,25.0,46.0,34.0,0.0,0.0,0.0,11.0,0.0,12.0,20.0,24.0,10.0,25.0,41.0,36.0,12.0,21.350364963503647
2020-02-08,54.0,39.0,14.0,13.0,59.0,44.0,43.0,64.0,13.0,26.0,0.0,42.0,23.0,29.0,23.0,20.0,59.0,39.0,23.0,24.0,39.598540145985396
2020-02-09,37.0,12.0,12.0,23.0,32.0,30.0,20.0,0.0,12.0,24.0,10.0,37.0,31.0,36.0,10.0,19.0,21.0,0.0,32.0,0.0,24.209245742092453
2020-02-10,60.0,36.0,72.0,22.0,53.0,40.0,19.0,46.0,47.0,35.0,29.0,61.0,51.0,44.0,20.0,27.0,31.0,47.0,21.0,11.0,46.95863746958637
2020-02-11,25.0,37.0,25.0,0.0,0.0,21.0,10.0,12.0,12.0,13.0,20.0,26.0,11.0,28.0,11.0,10.0,33.0,12.0,22.0,22.0,21.289537712895378
2020-02-12,51.0,48.0,25.0,70.0,22.0,62.0,30.0,12.0,24.0,37.0,39.0,26.0,43.0,46.0,21.0,38.0,33.0,0.0,43.0,66.0,44.768856447688556
2020-02-13,13.0,25.0,26.0,24.0,34.0,10.0,21.0,36.0,25.0,50.0,20.0,27.0,11.0,19.0,22.0,10.0,34.0,12.0,34.0,11.0,28.223844282238442
2020-02-14,53.0,13.0,40.0,12.0,58.0,21.0,11.0,12.0,39.0,52.0,51.0,41.0,45.0,19.0,22.0,31.0,23.0,76.0,46.0,35.0,42.579075425790755
2020-02-15,42.0,14.0,83.0,80.0,25.0,46.0,23.0,66.0,56.0,81.0,34.0,0.0,60.0,20.0,47.0,43.0,50.0,27.0,24.0,37.0,52.18978102189781
2020-02-16,39.0,26.0,66.0,12.0,47.0,33.0,11.0,38.0,52.0,39.0,42.0,68.0,56.0,38.0,23.0,10.0,60.0,26.0,46.0,35.0,46.65450121654501
2020-02-17,12.0,12.0,38.0,24.0,33.0,0.0,40.0,12.0,25.0,37.0,20.0,63.0,64.0,9.0,31.0,29.0,43.0,24.0,44.0,45.0,36.80048661800487
2020-02-18,25.0,24.0,25.0,0.0,22.0,10.0,20.0,0.0,24.0,24.0,10.0,38.0,11.0,18.0,21.0,19.0,32.0,24.0,11.0,33.0,23.78345498783455
2020-02-19,26.0,25.0,26.0,12.0,23.0,11.0,21.0,12.0,0.0,0.0,0.0,13.0,33.0,9.0,0.0,0.0,11.0,13.0,0.0,23.0,15.693430656934305
2020-02-20,13.0,76.0,66.0,37.0,0.0,65.0,42.0,50.0,26.0,65.0,21.0,40.0,11.0,19.0,44.0,30.0,23.0,76.0,46.0,24.0,47.080291970802925
2020-02-21,14.0,40.0,82.0,76.0,59.0,34.0,44.0,26.0,13.0,67.0,21.0,27.0,47.0,40.0,46.0,20.0,47.0,40.0,60.0,37.0,51.0948905109489
2020-02-22,28.0,13.0,14.0,13.0,12.0,35.0,35.0,40.0,14.0,0.0,11.0,29.0,12.0,10.0,12.0,22.0,13.0,14.0,24.0,12.0,22.080291970802918
2020-02-23,39.0,25.0,51.0,85.0,68.0,74.0,72.0,37.0,38.0,38.0,41.0,66.0,11.0,38.0,77.0,20.0,34.0,48.0,34.0,46.0,57.2992700729927
2020-02-24,50.0,12.0,38.0,35.0,45.0,51.0,30.0,23.0,24.0,25.0,30.0,26.0,42.0,18.0,53.0,19.0,55.0,36.0,11.0,11.0,38.564476885644766
