,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-30,62.0,68.0,59.0,53.0,63.0,69.0,46.0,35.0,60.0,61.0,70.0,69.0,59.0,74.0,57.0,47.0,64.0,38.0,63.0,64.0,62.85258116019159
2020-10-31,82.0,81.0,50.0,46.0,58.0,93.0,75.0,67.0,74.0,67.0,63.0,88.0,92.0,50.0,77.0,67.0,70.0,57.0,40.0,73.0,72.91112293773284
2020-11-01,70.0,85.0,52.0,40.0,61.0,52.0,68.0,61.0,69.0,68.0,60.0,57.0,50.0,47.0,54.0,39.0,60.0,45.0,72.0,62.0,62.373602980308675
2020-11-02,45.0,69.0,50.0,62.0,55.0,44.0,55.0,42.0,61.0,58.0,53.0,46.0,50.0,64.0,42.0,50.0,59.0,47.0,58.0,43.0,56.040447046301225
2020-11-03,49.0,42.0,50.0,48.0,56.0,62.0,54.0,48.0,54.0,62.0,45.0,31.0,48.0,63.0,54.0,41.0,51.0,39.0,41.0,46.0,52.3682810005322
2020-11-04,68.0,80.0,42.0,40.0,38.0,55.0,74.0,44.0,40.0,79.0,46.0,72.0,81.0,47.0,73.0,47.0,85.0,47.0,66.0,55.0,62.746141564662054
2020-11-05,60.0,83.0,46.0,52.0,40.0,76.0,72.0,48.0,45.0,60.0,71.0,67.0,74.0,62.0,58.0,49.0,53.0,51.0,55.0,65.0,63.1718999467802
2020-11-06,64.0,64.0,63.0,41.0,65.0,56.0,57.0,57.0,65.0,61.0,60.0,61.0,50.0,67.0,38.0,50.0,68.0,46.0,45.0,67.0,60.93666844065992
2020-11-07,59.0,67.0,67.0,58.0,59.0,54.0,65.0,72.0,73.0,51.0,55.0,46.0,46.0,65.0,65.0,61.0,40.0,48.0,58.0,54.0,61.89462480042576
2020-11-08,62.0,43.0,61.0,59.0,65.0,68.0,70.0,42.0,59.0,69.0,52.0,100.0,62.0,58.0,46.0,44.0,59.0,54.0,65.0,72.0,64.39595529536987
2020-11-09,79.0,48.0,44.0,72.0,57.0,53.0,28.0,61.0,67.0,71.0,47.0,69.0,68.0,60.0,40.0,46.0,79.0,36.0,55.0,55.0,60.40447046301224
2020-11-10,29.0,64.0,40.0,50.0,58.0,39.0,41.0,38.0,48.0,40.0,30.0,31.0,33.0,72.0,45.0,33.0,36.0,32.0,37.0,44.0,44.70463012240553
2020-11-11,32.0,48.0,56.0,59.0,68.0,48.0,43.0,33.0,61.0,42.0,34.0,41.0,31.0,66.0,42.0,39.0,25.0,22.0,50.0,36.0,46.6205428419372
2020-11-12,39.0,41.0,45.0,57.0,53.0,46.0,34.0,17.0,49.0,42.0,44.0,34.0,36.0,59.0,47.0,27.0,27.0,38.0,35.0,34.0,42.78871740287387
2020-11-13,32.0,41.0,23.0,40.0,37.0,37.0,46.0,43.0,53.0,45.0,37.0,37.0,41.0,36.0,29.0,47.0,32.0,28.0,33.0,34.0,39.96806812134113
2020-11-14,30.0,54.0,32.0,31.0,49.0,35.0,49.0,41.0,34.0,35.0,37.0,45.0,45.0,17.0,16.0,39.0,51.0,27.0,50.0,27.0,39.59552953698776
2020-11-15,42.0,31.0,36.0,39.0,28.0,25.0,39.0,30.0,43.0,32.0,38.0,30.0,34.0,17.0,25.0,32.0,28.0,27.0,40.0,16.0,33.63491218733369
2020-11-16,36.0,30.0,35.0,42.0,45.0,31.0,47.0,31.0,33.0,41.0,34.0,27.0,26.0,57.0,39.0,28.0,36.0,30.0,39.0,35.0,38.42469398616285
2020-11-17,55.0,57.0,32.0,40.0,57.0,44.0,74.0,56.0,53.0,52.0,46.0,44.0,43.0,50.0,55.0,45.0,43.0,34.0,54.0,60.0,52.90047897817988
2020-11-18,23.0,18.0,16.0,24.0,25.0,32.0,17.0,35.0,22.0,48.0,36.0,34.0,35.0,19.0,31.0,27.0,32.0,26.0,26.0,33.0,29.749866950505588
2020-11-19,34.0,33.0,33.0,42.0,32.0,39.0,38.0,46.0,31.0,55.0,41.0,29.0,35.0,28.0,29.0,27.0,39.0,44.0,39.0,33.0,38.69079297498669
2020-11-20,17.0,18.0,36.0,24.0,35.0,27.0,20.0,17.0,37.0,27.0,28.0,20.0,31.0,22.0,21.0,20.0,14.0,8.0,29.0,16.0,24.853645556146887
2020-11-21,35.0,27.0,27.0,30.0,28.0,31.0,35.0,30.0,29.0,22.0,38.0,25.0,22.0,35.0,23.0,26.0,21.0,27.0,29.0,23.0,29.96274614156466
2020-11-22,29.0,24.0,42.0,23.0,40.0,25.0,48.0,20.0,33.0,28.0,31.0,38.0,32.0,44.0,23.0,30.0,33.0,31.0,32.0,28.0,33.74135178286323
2020-11-23,23.0,42.0,35.0,29.0,38.0,35.0,30.0,22.0,45.0,38.0,40.0,40.0,34.0,44.0,45.0,18.0,49.0,29.0,36.0,34.0,37.57317722192655
2020-11-24,31.0,43.0,41.0,35.0,44.0,48.0,35.0,37.0,41.0,36.0,31.0,43.0,30.0,38.0,41.0,29.0,34.0,41.0,41.0,31.0,39.91484832357637
2020-11-25,40.0,50.0,41.0,39.0,38.0,40.0,28.0,33.0,49.0,49.0,33.0,50.0,37.0,53.0,38.0,24.0,35.0,33.0,29.0,28.0,40.819584885577434
2020-11-26,37.0,44.0,37.0,45.0,30.0,42.0,34.0,30.0,45.0,48.0,39.0,52.0,41.0,36.0,22.0,37.0,41.0,34.0,28.0,38.0,40.447046301224056
2020-11-27,47.0,30.0,28.0,39.0,42.0,41.0,9.0,21.0,50.0,36.0,34.0,34.0,31.0,38.0,41.0,30.0,31.0,36.0,30.0,17.0,35.391165513571046
2020-11-28,27.0,33.0,20.0,23.0,17.0,24.0,38.0,19.0,17.0,34.0,32.0,34.0,45.0,19.0,31.0,23.0,27.0,20.0,14.0,31.0,28.100053219797765
2020-11-29,17.0,13.0,29.0,22.0,33.0,15.0,22.0,17.0,35.0,19.0,24.0,18.0,10.0,43.0,25.0,8.0,7.0,10.0,15.0,12.0,20.968600319318785
2020-11-30,18.0,13.0,30.0,32.0,27.0,14.0,17.0,12.0,44.0,29.0,23.0,12.0,19.0,38.0,6.0,19.0,20.0,20.0,21.0,13.0,22.724853645556145
2020-12-01,29.0,33.0,21.0,21.0,17.0,34.0,30.0,23.0,42.0,31.0,29.0,29.0,19.0,33.0,33.0,17.0,24.0,25.0,30.0,22.0,28.845130388504522
2020-12-02,22.0,33.0,39.0,21.0,46.0,21.0,31.0,15.0,30.0,18.0,29.0,27.0,28.0,21.0,28.0,19.0,16.0,25.0,34.0,38.0,28.791910590739754
2020-12-03,34.0,45.0,30.0,31.0,25.0,41.0,36.0,38.0,28.0,50.0,31.0,49.0,30.0,28.0,39.0,42.0,41.0,34.0,46.0,38.0,39.16977115486961
2020-12-04,26.0,17.0,22.0,25.0,24.0,14.0,14.0,14.0,42.0,28.0,24.0,19.0,23.0,42.0,11.0,9.0,13.0,19.0,24.0,13.0,22.51197445449707
2020-12-05,22.0,25.0,32.0,16.0,37.0,40.0,42.0,18.0,35.0,44.0,40.0,34.0,25.0,35.0,22.0,23.0,35.0,25.0,32.0,28.0,32.46407663650878
2020-12-06,27.0,31.0,19.0,14.0,27.0,25.0,17.0,23.0,28.0,26.0,21.0,29.0,24.0,31.0,24.0,25.0,20.0,20.0,21.0,24.0,25.332623736029802
2020-12-07,38.0,25.0,25.0,41.0,24.0,31.0,18.0,22.0,24.0,44.0,37.0,38.0,27.0,30.0,30.0,30.0,35.0,19.0,27.0,32.0,31.77221926556679
2020-12-08,11.0,15.0,16.0,21.0,25.0,17.0,26.0,18.0,39.0,13.0,11.0,19.0,5.0,44.0,19.0,11.0,16.0,8.0,11.0,11.0,18.946248004257583
2020-12-09,22.0,40.0,41.0,32.0,44.0,31.0,33.0,33.0,27.0,24.0,29.0,34.0,37.0,41.0,39.0,38.0,31.0,37.0,27.0,29.0,35.60404470463013
2020-12-10,36.0,49.0,40.0,30.0,30.0,31.0,42.0,27.0,28.0,65.0,39.0,41.0,46.0,19.0,41.0,34.0,38.0,37.0,30.0,44.0,39.75518893028207
2020-12-11,30.0,33.0,28.0,26.0,40.0,22.0,22.0,30.0,36.0,43.0,37.0,35.0,31.0,42.0,22.0,29.0,23.0,18.0,23.0,31.0,31.985098456625863
2020-12-12,11.0,24.0,28.0,12.0,15.0,22.0,14.0,21.0,17.0,29.0,14.0,22.0,19.0,20.0,16.0,33.0,16.0,22.0,21.0,23.0,21.234699308142627
2020-12-13,26.0,27.0,37.0,18.0,37.0,36.0,22.0,26.0,29.0,36.0,17.0,28.0,27.0,35.0,27.0,18.0,21.0,21.0,27.0,21.0,28.525811601915912
2020-12-14,23.0,38.0,18.0,28.0,15.0,39.0,40.0,29.0,28.0,31.0,39.0,44.0,40.0,14.0,33.0,29.0,31.0,22.0,41.0,38.0,32.99627461415646
2020-12-15,23.0,26.0,34.0,24.0,29.0,25.0,15.0,20.0,32.0,30.0,28.0,27.0,29.0,34.0,25.0,20.0,16.0,22.0,31.0,16.0,26.929217668972857
2020-12-16,19.0,37.0,19.0,39.0,28.0,36.0,40.0,28.0,20.0,28.0,21.0,41.0,34.0,25.0,32.0,30.0,24.0,31.0,31.0,23.0,31.186801490154338
2020-12-17,15.0,28.0,42.0,33.0,54.0,29.0,23.0,25.0,45.0,37.0,17.0,26.0,26.0,41.0,24.0,17.0,22.0,11.0,25.0,31.0,30.38850452368281
2020-12-18,66.0,34.0,47.0,32.0,42.0,43.0,43.0,37.0,47.0,44.0,41.0,47.0,53.0,40.0,54.0,19.0,38.0,33.0,31.0,54.0,44.970729111229375
2020-12-19,50.0,57.0,49.0,66.0,39.0,35.0,42.0,35.0,47.0,47.0,49.0,30.0,37.0,72.0,39.0,28.0,42.0,27.0,46.0,30.0,46.141564662054286
2020-12-20,60.0,51.0,62.0,57.0,61.0,37.0,53.0,34.0,68.0,53.0,45.0,46.0,41.0,96.0,33.0,38.0,58.0,40.0,38.0,57.0,54.70995210218201
2020-12-21,52.0,54.0,40.0,59.0,40.0,53.0,46.0,49.0,59.0,62.0,58.0,57.0,52.0,44.0,42.0,35.0,41.0,38.0,52.0,45.0,52.04896221394358
2020-12-22,32.0,42.0,23.0,47.0,28.0,32.0,37.0,34.0,33.0,44.0,53.0,37.0,33.0,46.0,29.0,29.0,33.0,35.0,38.0,42.0,38.69079297498669
2020-12-23,18.0,31.0,31.0,42.0,27.0,38.0,35.0,33.0,46.0,38.0,25.0,24.0,39.0,43.0,25.0,21.0,30.0,22.0,39.0,20.0,33.36881319850985
2020-12-24,20.0,36.0,24.0,33.0,19.0,38.0,15.0,19.0,46.0,30.0,29.0,37.0,39.0,42.0,14.0,22.0,26.0,28.0,33.0,23.0,30.494944119212345
2020-12-25,45.0,47.0,27.0,31.0,26.0,39.0,63.0,25.0,29.0,56.0,39.0,54.0,58.0,32.0,32.0,61.0,42.0,37.0,46.0,47.0,44.49175093134646
2020-12-26,41.0,43.0,31.0,60.0,60.0,35.0,41.0,44.0,51.0,42.0,45.0,33.0,32.0,51.0,43.0,26.0,48.0,27.0,28.0,46.0,44.012772751463544
2020-12-27,18.0,42.0,28.0,26.0,22.0,46.0,29.0,33.0,41.0,21.0,36.0,33.0,42.0,30.0,27.0,26.0,25.0,40.0,31.0,37.0,33.68813198509846
2020-12-28,44.0,37.0,42.0,45.0,37.0,35.0,47.0,43.0,47.0,41.0,26.0,28.0,27.0,32.0,16.0,34.0,47.0,23.0,34.0,62.0,39.75518893028207
2020-12-29,46.0,52.0,57.0,55.0,71.0,37.0,51.0,25.0,51.0,31.0,22.0,39.0,40.0,70.0,33.0,31.0,24.0,33.0,30.0,39.0,44.54497072911123
2020-12-30,52.0,39.0,37.0,42.0,36.0,35.0,29.0,30.0,53.0,35.0,25.0,37.0,31.0,34.0,37.0,17.0,27.0,28.0,36.0,34.0,36.934539648749336
2020-12-31,19.0,33.0,22.0,31.0,33.0,23.0,26.0,30.0,70.0,31.0,27.0,17.0,28.0,39.0,10.0,16.0,19.0,28.0,20.0,16.0,28.63225119744545
2021-01-01,26.0,26.0,24.0,21.0,38.0,37.0,42.0,21.0,49.0,26.0,20.0,25.0,33.0,21.0,36.0,38.0,31.0,22.0,17.0,25.0,30.761043108036187
2021-01-02,30.0,27.0,33.0,41.0,18.0,23.0,20.0,20.0,27.0,43.0,24.0,20.0,27.0,42.0,26.0,16.0,29.0,23.0,16.0,24.0,28.153273017562533
2021-01-03,18.0,41.0,37.0,40.0,37.0,28.0,25.0,40.0,57.0,27.0,26.0,36.0,32.0,54.0,40.0,24.0,29.0,32.0,29.0,23.0,35.92336349121873
2021-01-04,43.0,48.0,50.0,32.0,39.0,23.0,35.0,35.0,46.0,46.0,36.0,33.0,32.0,39.0,30.0,22.0,16.0,39.0,40.0,39.0,38.47791378392762
2021-01-05,40.0,45.0,54.0,29.0,36.0,38.0,34.0,39.0,46.0,47.0,41.0,56.0,32.0,37.0,46.0,38.0,42.0,44.0,27.0,42.0,43.26769558275679
2021-01-06,24.0,42.0,47.0,49.0,23.0,51.0,37.0,40.0,32.0,34.0,53.0,46.0,49.0,64.0,34.0,32.0,41.0,29.0,32.0,39.0,42.469398616285254
2021-01-07,36.0,33.0,64.0,60.0,68.0,55.0,75.0,51.0,83.0,61.0,54.0,39.0,50.0,73.0,52.0,37.0,46.0,30.0,50.0,52.0,56.89196381053752
2021-01-08,31.0,35.0,42.0,43.0,51.0,26.0,33.0,36.0,54.0,31.0,27.0,32.0,25.0,53.0,21.0,37.0,31.0,19.0,20.0,36.0,36.34912187333688
2021-01-09,30.0,29.0,34.0,42.0,28.0,27.0,11.0,40.0,54.0,39.0,38.0,36.0,32.0,37.0,32.0,34.0,43.0,29.0,36.0,30.0,36.24268227780734
2021-01-10,26.0,53.0,35.0,43.0,35.0,48.0,44.0,36.0,45.0,60.0,40.0,68.0,33.0,51.0,38.0,40.0,36.0,34.0,55.0,59.0,46.780202235231506
2021-01-11,43.0,57.0,44.0,45.0,44.0,48.0,53.0,29.0,50.0,48.0,27.0,33.0,47.0,52.0,44.0,36.0,36.0,38.0,59.0,30.0,45.92868547099521
2021-01-12,55.0,46.0,45.0,42.0,31.0,23.0,38.0,35.0,47.0,48.0,29.0,49.0,30.0,46.0,47.0,44.0,48.0,19.0,37.0,40.0,42.52261841405003
2021-01-13,38.0,32.0,53.0,37.0,31.0,36.0,30.0,33.0,29.0,27.0,29.0,31.0,44.0,32.0,32.0,20.0,42.0,27.0,44.0,44.0,36.774880255455024
2021-01-14,40.0,61.0,44.0,47.0,52.0,61.0,49.0,44.0,44.0,72.0,50.0,28.0,44.0,52.0,57.0,42.0,52.0,45.0,49.0,40.0,51.78286322511974
2021-01-15,47.0,36.0,25.0,33.0,24.0,34.0,26.0,28.0,27.0,34.0,23.0,29.0,26.0,41.0,38.0,32.0,20.0,32.0,25.0,24.0,32.14475784992017
2021-01-16,36.0,20.0,45.0,32.0,36.0,28.0,24.0,21.0,32.0,39.0,26.0,28.0,40.0,34.0,28.0,26.0,41.0,36.0,24.0,33.0,33.475252794039385
2021-01-17,38.0,65.0,49.0,42.0,47.0,61.0,57.0,60.0,40.0,32.0,48.0,51.0,57.0,58.0,45.0,45.0,45.0,37.0,59.0,51.0,52.527940393826505
