date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,14.0,13.0,22.0,4.0,15.0,13.0,19.0,13.0,12.0,4.0,16.0,7.0,19.0,30.0,4.0,22.0,29.0,9.0,15.0,18.0,14.9
2020-01-30,5.0,9.0,11.0,4.0,16.0,5.0,13.0,14.0,0.0,0.0,11.0,22.0,5.0,12.0,9.0,11.0,0.0,5.0,7.0,18.0,8.85
2020-01-31,15.0,14.0,12.0,14.0,17.0,5.0,26.0,21.0,18.0,9.0,18.0,23.0,26.0,6.0,23.0,18.0,24.0,10.0,4.0,19.0,16.1
2020-02-01,31.0,5.0,12.0,10.0,28.0,10.0,14.0,14.0,5.0,0.0,12.0,15.0,21.0,7.0,9.0,12.0,31.0,15.0,12.0,13.0,13.8
2020-02-02,11.0,19.0,6.0,5.0,0.0,10.0,21.0,0.0,9.0,5.0,12.0,24.0,17.0,14.0,10.0,0.0,13.0,21.0,11.0,13.0,11.05
2020-02-03,4.0,20.0,10.0,4.0,0.0,0.0,12.0,0.0,4.0,4.0,10.0,13.0,5.0,0.0,4.0,16.0,5.0,4.0,7.0,11.0,6.65
2020-02-04,29.0,22.0,11.0,4.0,10.0,18.0,25.0,41.0,8.0,16.0,5.0,22.0,5.0,25.0,30.0,28.0,35.0,23.0,15.0,18.0,19.5
2020-02-05,5.0,4.0,0.0,14.0,11.0,14.0,13.0,7.0,4.0,8.0,6.0,22.0,5.0,12.0,13.0,11.0,12.0,9.0,4.0,0.0,8.7
2020-02-06,5.0,5.0,17.0,14.0,11.0,14.0,26.0,28.0,13.0,4.0,11.0,7.0,31.0,13.0,9.0,23.0,18.0,19.0,12.0,18.0,14.9
2020-02-07,5.0,9.0,18.0,5.0,17.0,10.0,34.0,21.0,5.0,4.0,12.0,0.0,11.0,13.0,9.0,18.0,19.0,10.0,8.0,13.0,12.05
2020-02-08,11.0,24.0,13.0,15.0,0.0,15.0,22.0,23.0,10.0,5.0,13.0,24.0,6.0,14.0,5.0,13.0,13.0,16.0,9.0,21.0,13.6
2020-02-09,16.0,0.0,31.0,31.0,30.0,26.0,43.0,38.0,19.0,28.0,62.0,24.0,11.0,14.0,29.0,44.0,20.0,26.0,15.0,27.0,26.7
2020-02-10,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
2020-02-11,23.0,8.0,22.0,13.0,15.0,13.0,19.0,7.0,17.0,16.0,38.0,28.0,10.0,24.0,21.0,17.0,17.0,18.0,18.0,35.0,18.95
2020-02-12,10.0,13.0,17.0,9.0,5.0,0.0,13.0,21.0,0.0,8.0,11.0,15.0,15.0,19.0,4.0,11.0,18.0,5.0,13.0,6.0,10.65
2020-02-13,15.0,13.0,17.0,9.0,11.0,14.0,7.0,14.0,13.0,17.0,6.0,15.0,10.0,13.0,14.0,12.0,12.0,10.0,8.0,6.0,11.8
2020-02-14,10.0,14.0,12.0,5.0,0.0,5.0,7.0,7.0,5.0,9.0,6.0,8.0,11.0,13.0,5.0,0.0,0.0,5.0,8.0,0.0,6.5
2020-02-15,0.0,25.0,6.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,3.35
2020-02-16,5.0,5.0,0.0,10.0,0.0,10.0,7.0,23.0,5.0,5.0,0.0,0.0,11.0,7.0,10.0,6.0,20.0,5.0,7.0,0.0,6.8
