date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,1.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,0.0,1.0,1.9133937562940584,0
2020-01-02,6.0,11.0,5.0,8.0,7.0,6.0,7.0,12.0,7.0,11.0,8.056394763343404,0
2020-01-03,5.0,9.0,13.0,10.0,11.0,6.0,6.0,5.0,3.0,9.0,7.754279959718026,0
2020-01-04,6.0,7.0,7.0,5.0,10.0,9.0,7.0,4.0,6.0,8.0,6.948640483383686,0
2020-01-05,1.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,2.719033232628399,0
2020-01-06,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.7260825780463245,0
2020-01-07,4.0,7.0,6.0,10.0,5.0,4.0,11.0,9.0,9.0,6.0,7.150050352467271,0
2020-01-08,7.0,5.0,4.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,5.740181268882175,0
2020-01-09,3.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,4.0,1.0,2.1148036253776437,0
2020-01-10,6.0,4.0,7.0,4.0,4.0,7.0,5.0,6.0,5.0,9.0,5.740181268882175,0
2020-01-11,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.9063444108761329,0
2020-01-12,8.0,7.0,8.0,5.0,6.0,6.0,4.0,5.0,3.0,6.0,5.840886203423968,0
2020-01-13,8.0,3.0,6.0,6.0,5.0,10.0,8.0,8.0,9.0,8.0,7.150050352467271,0
2020-01-14,6.0,5.0,8.0,8.0,9.0,5.0,4.0,10.0,4.0,5.0,6.445115810674723,0
2020-01-15,4.0,5.0,5.0,4.0,5.0,2.0,6.0,3.0,5.0,5.0,4.431017119838873,0
2020-01-16,7.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,7.0,4.0,4.33031218529708,0
2020-01-17,6.0,9.0,6.0,4.0,6.0,5.0,4.0,9.0,4.0,7.0,6.042296072507553,0
2020-01-18,5.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,1.0,2.0,3.121852970795569,0
2020-01-19,6.0,3.0,4.0,5.0,9.0,4.0,4.0,8.0,2.0,2.0,4.73313192346425,0
2020-01-20,7.0,3.0,6.0,7.0,8.0,5.0,6.0,8.0,6.0,5.0,6.143001007049346,0
2020-01-21,8.0,6.0,6.0,7.0,7.0,6.0,8.0,5.0,3.0,6.0,6.243705941591138,0
2020-01-22,5.0,3.0,3.0,5.0,8.0,5.0,5.0,7.0,7.0,4.0,5.236656596173213,0
2020-01-23,6.0,3.0,7.0,5.0,9.0,4.0,5.0,7.0,7.0,8.0,6.143001007049346,0
2020-01-24,8.0,8.0,8.0,9.0,4.0,8.0,3.0,10.0,10.0,5.0,7.351460221550856,0
2020-01-25,6.0,5.0,4.0,8.0,7.0,3.0,7.0,5.0,5.0,2.0,5.236656596173213,0
2020-01-26,9.0,7.0,11.0,6.0,4.0,6.0,9.0,10.0,7.0,7.0,7.653575025176234,0
2020-01-27,8.0,8.0,6.0,3.0,8.0,7.0,6.0,10.0,8.0,7.0,7.150050352467271,0
2020-01-28,11.0,5.0,3.0,8.0,6.0,3.0,5.0,7.0,2.0,6.0,5.639476334340383,0
2020-01-29,3.0,5.0,4.0,7.0,3.0,6.0,5.0,3.0,4.0,6.0,4.6324269889224565,0
2020-01-30,3.0,4.0,7.0,7.0,4.0,9.0,4.0,5.0,6.0,3.0,5.236656596173213,0
2020-01-31,6.0,8.0,10.0,6.0,10.0,8.0,5.0,10.0,10.0,11.0,8.459214501510575,0
2020-02-01,5.0,8.0,9.0,4.0,8.0,3.0,4.0,9.0,9.0,9.0,6.847935548841893,0
2020-02-02,3.0,6.0,5.0,4.0,4.0,2.0,3.0,8.0,6.0,3.0,4.431017119838873,0
2020-02-03,4.0,7.0,8.0,4.0,3.0,8.0,4.0,6.0,4.0,8.0,5.639476334340383,0
2020-02-04,5.0,7.0,4.0,12.0,13.0,4.0,6.0,11.0,10.0,11.0,8.358509566968783,0
2020-02-05,10.0,6.0,4.0,4.0,4.0,4.0,2.0,8.0,2.0,3.0,4.73313192346425,0
2020-02-06,4.0,6.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,5.0,4.33031218529708,0
2020-02-07,8.0,7.0,5.0,4.0,6.0,4.0,2.0,6.0,6.0,4.0,5.236656596173213,0
2020-02-08,7.0,5.0,5.0,7.0,4.0,4.0,3.0,8.0,7.0,5.0,5.53877139979859,0
2020-02-09,2.0,5.0,2.0,5.0,5.0,5.0,5.0,7.0,7.0,1.0,4.431017119838873,0
2020-02-10,7.0,4.0,5.0,6.0,7.0,4.0,5.0,9.0,5.0,8.0,6.042296072507553,0
2020-02-11,3.0,7.0,5.0,5.0,2.0,3.0,3.0,7.0,3.0,8.0,4.6324269889224565,0
2020-02-12,3.0,4.0,6.0,1.0,2.0,2.0,4.0,3.0,5.0,4.0,3.4239677744209467,0
2020-02-13,4.0,4.0,6.0,5.0,5.0,4.0,3.0,7.0,2.0,4.0,4.431017119838873,0
2020-02-14,11.0,6.0,4.0,4.0,6.0,5.0,2.0,5.0,5.0,8.0,5.639476334340383,0
2020-02-15,4.0,3.0,2.0,6.0,6.0,2.0,3.0,0.0,2.0,5.0,3.3232628398791544,0
2020-02-16,4.0,5.0,7.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.135951661631419,0
2020-02-17,3.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3.4239677744209467,0
2020-02-18,6.0,8.0,7.0,10.0,11.0,8.0,7.0,10.0,6.0,8.0,8.157099697885197,0
2020-02-19,6.0,8.0,6.0,8.0,3.0,4.0,4.0,8.0,8.0,3.0,5.840886203423968,0
2020-02-20,2.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.5176233635448138,0
2020-02-21,6.0,6.0,6.0,2.0,2.0,6.0,6.0,5.0,3.0,5.0,4.73313192346425,0
2020-02-22,6.0,7.0,2.0,6.0,3.0,2.0,8.0,7.0,6.0,6.0,5.337361530715005,0
2020-02-23,4.0,3.0,5.0,7.0,5.0,7.0,5.0,5.0,4.0,6.0,5.135951661631419,0
2020-02-24,7.0,2.0,5.0,4.0,3.0,4.0,3.0,6.0,5.0,6.0,4.531722054380665,0
2020-02-25,9.0,4.0,2.0,9.0,6.0,4.0,6.0,12.0,6.0,13.0,7.150050352467271,0
2020-02-26,7.0,5.0,7.0,11.0,10.0,6.0,5.0,6.0,8.0,7.0,7.2507552870090635,0
2020-02-27,13.0,11.0,10.0,7.0,18.0,9.0,7.0,11.0,12.0,10.0,10.876132930513595,0
2020-02-28,14.0,9.0,7.0,11.0,13.0,8.0,6.0,17.0,10.0,12.0,10.775427995971803,0
2020-02-29,8.0,10.0,7.0,6.0,10.0,10.0,5.0,8.0,8.0,13.0,8.559919436052366,0
2020-03-01,6.0,5.0,9.0,9.0,10.0,8.0,5.0,6.0,3.0,8.0,6.948640483383686,0
2020-03-02,19.0,20.0,11.0,15.0,16.0,9.0,16.0,17.0,12.0,17.0,15.307150050352467,0
2020-03-03,11.0,10.0,11.0,9.0,7.0,4.0,12.0,13.0,9.0,16.0,10.271903323262839,0
2020-03-04,14.0,8.0,12.0,11.0,12.0,8.0,11.0,16.0,13.0,11.0,11.681772406847935,0
2020-03-05,10.0,11.0,10.0,17.0,15.0,9.0,10.0,16.0,10.0,14.0,12.286002014098692,0
2020-03-06,14.0,11.0,14.0,14.0,9.0,14.0,16.0,15.0,16.0,11.0,13.494461228600201,0
2020-03-07,13.0,13.0,15.0,18.0,8.0,9.0,12.0,15.0,12.0,16.0,13.192346424974824,0
2020-03-08,17.0,22.0,14.0,18.0,17.0,13.0,13.0,18.0,22.0,21.0,17.623363544813696,0
2020-03-09,30.0,20.0,25.0,21.0,25.0,23.0,24.0,34.0,28.0,24.0,25.57905337361531,0
2020-03-10,31.0,25.0,25.0,30.0,27.0,21.0,22.0,32.0,31.0,31.0,27.693856998992953,0
2020-03-11,36.0,22.0,29.0,29.0,36.0,32.0,25.0,46.0,31.0,27.0,31.520644511581068,0
2020-03-12,50.0,55.0,52.0,55.0,46.0,48.0,48.0,66.0,43.0,58.0,52.46727089627392,0
2020-03-13,53.0,43.0,53.0,42.0,52.0,49.0,42.0,64.0,46.0,46.0,49.34541792547835,0
2020-03-14,42.0,48.0,45.0,45.0,45.0,45.0,41.0,66.0,49.0,38.0,46.72708962739174,0
2020-03-15,65.0,54.0,59.0,55.0,54.0,50.0,46.0,61.0,56.0,58.0,56.19335347432024,0
2020-03-16,90.0,80.0,69.0,69.0,86.0,66.0,81.0,99.0,74.0,83.0,80.26183282980867,0
2020-03-17,81.0,66.0,73.0,62.0,72.0,71.0,61.0,84.0,64.0,82.0,72.10473313192345,0
2020-03-18,96.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0
2020-03-19,100.0,84.0,86.0,100.0,86.0,73.0,83.0,99.0,73.0,97.0,88.72104733131924,0
2020-03-20,65.0,64.0,61.0,72.0,63.0,77.0,61.0,92.0,81.0,67.0,70.79556898288017,0
2020-03-21,54.0,47.0,52.0,45.0,39.0,37.0,33.0,58.0,43.0,52.0,46.324269889224574,0
