,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-11-18,48.0,47.0,0.0,30.0,35.0,0.0,36.0,89.0,22.0,62.0,27.0,15.0,25.88235294117647,32.0,65.0,18.0,20.0,0.0,0.0,23.0,41.90180236171535
2020-11-19,48.0,0.0,31.0,30.0,36.0,29.0,18.0,0.0,46.0,31.0,27.0,0.0,25.88235294117647,0.0,43.0,18.0,41.0,23.0,22.0,0.0,33.02672467371038
2020-11-20,49.0,25.0,0.0,31.0,0.0,30.0,0.0,0.0,0.0,33.0,0.0,0.0,27.058823529411764,33.0,23.0,19.0,21.0,0.0,0.0,0.0,20.501346592086183
2020-11-21,0.0,24.0,32.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,28.0,0.0,0.0,0.0,23.0,19.0,21.0,0.0,0.0,24.0,13.664802154547337
2020-11-22,62.0,48.0,31.0,0.0,36.0,60.0,0.0,62.0,70.0,64.0,28.0,31.0,25.88235294117647,100.0,0.0,19.0,0.0,24.0,22.0,24.0,49.79076030660866
2020-11-23,60.0,24.0,62.0,0.0,0.0,30.0,36.0,30.0,23.0,32.0,28.0,15.0,25.88235294117647,33.0,22.0,36.0,41.0,23.0,22.0,0.0,38.239071887300604
2020-11-24,94.0,92.0,30.0,59.0,35.0,86.0,35.0,59.0,0.0,31.0,54.0,30.0,100.0,32.0,22.0,35.0,100.0,46.0,44.0,94.0,75.93122021959809
2020-11-25,23.0,46.0,60.0,0.0,52.0,28.0,17.0,59.0,0.0,60.0,54.0,15.0,24.705882352941178,94.0,42.0,35.0,39.0,22.0,43.0,23.0,51.89144396105242
2020-11-26,24.0,0.0,31.0,30.0,18.0,0.0,18.0,30.0,0.0,32.0,0.0,15.0,25.88235294117647,0.0,22.0,0.0,0.0,23.0,22.0,0.0,20.488916511290654
2020-11-27,36.0,23.0,31.0,30.0,35.0,0.0,18.0,30.0,23.0,62.0,82.0,0.0,25.88235294117647,65.0,0.0,18.0,20.0,46.0,67.0,48.0,46.48021545473379
2020-11-28,24.0,23.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,10.917754298736275
2020-11-29,24.0,24.0,62.0,60.0,18.0,29.0,0.0,30.0,23.0,62.0,0.0,30.0,0.0,97.0,22.0,18.0,21.0,68.0,0.0,0.0,41.41702921068987
2020-11-30,36.0,69.0,61.0,0.0,36.0,29.0,54.0,30.0,22.0,62.0,27.0,15.0,0.0,95.0,43.0,18.0,20.0,23.0,21.0,47.0,49.86948415164699
2020-12-01,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,18.0,0.0,23.0,0.0,0.0,5.634969960638077
2020-12-02,47.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,24.705882352941178,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7.586492645535529
2020-12-03,24.0,0.0,62.0,0.0,18.0,0.0,18.0,90.0,45.0,64.0,28.0,0.0,52.94117647058823,65.0,0.0,18.0,41.0,23.0,67.0,48.0,46.76610731303088
