,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-02-17,13.0,25.0,17.0,27.0,19.0,16.0,13.0,24.0,21.0,11.0,25.0,18.0,18.0,19.0,16.0,26.0,11.0,16.0,13.0,13.0,18.724066390041493
2020-02-18,11.0,12.0,14.0,10.0,15.0,10.0,10.0,16.0,15.0,16.0,16.0,10.0,27.0,18.0,15.0,16.0,13.0,19.0,11.0,13.0,14.885892116182571
2020-02-19,17.0,11.0,17.0,16.0,14.0,17.0,16.0,9.0,16.0,20.0,17.0,15.0,21.0,13.0,16.0,13.0,14.0,20.0,12.0,8.0,15.663900414937759
2020-02-20,15.0,15.0,12.0,10.0,11.0,15.0,12.0,10.0,12.0,9.0,11.0,8.0,13.0,11.0,15.0,11.0,13.0,11.0,12.0,8.0,12.136929460580912
2020-02-21,8.0,14.0,4.0,11.0,5.0,7.0,11.0,11.0,9.0,10.0,6.0,7.0,8.0,7.0,9.0,8.0,11.0,14.0,18.0,8.0,9.647302904564317
2020-02-22,11.0,14.0,17.0,20.0,23.0,16.0,18.0,25.0,16.0,21.0,19.0,11.0,19.0,16.0,12.0,16.0,9.0,13.0,11.0,11.0,16.493775933609957
2020-02-23,19.0,25.0,30.0,17.0,14.0,26.0,11.0,27.0,26.0,24.0,28.0,12.0,24.0,13.0,19.0,16.0,16.0,25.0,20.0,24.0,21.576763485477176
2020-02-24,25.0,30.0,29.0,30.0,28.0,30.0,25.0,30.0,26.0,31.0,30.0,25.0,29.0,27.0,29.0,39.0,35.0,33.0,25.0,28.0,30.29045643153527
2020-02-25,27.0,30.0,26.0,20.0,17.0,26.0,29.0,19.0,21.0,20.0,19.0,19.0,24.0,23.0,16.0,17.0,14.0,14.0,22.0,21.0,21.991701244813278
2020-02-26,33.0,33.0,26.0,41.0,30.0,35.0,27.0,29.0,28.0,30.0,32.0,34.0,38.0,30.0,30.0,35.0,32.0,32.0,23.0,33.0,32.72821576763485
2020-02-27,35.0,42.0,35.0,28.0,31.0,42.0,50.0,37.0,31.0,42.0,48.0,39.0,43.0,34.0,31.0,42.0,43.0,37.0,36.0,42.0,39.83402489626556
2020-02-28,51.0,58.0,49.0,49.0,46.0,46.0,46.0,54.0,48.0,47.0,54.0,34.0,52.0,41.0,39.0,71.0,47.0,52.0,50.0,57.0,51.40041493775934
2020-02-29,46.0,39.0,31.0,36.0,41.0,40.0,38.0,38.0,26.0,27.0,55.0,38.0,42.0,37.0,34.0,38.0,36.0,32.0,35.0,36.0,38.64107883817427
2020-03-01,36.0,40.0,41.0,27.0,39.0,35.0,33.0,39.0,31.0,33.0,42.0,36.0,37.0,31.0,31.0,41.0,37.0,42.0,41.0,37.0,37.81120331950208
2020-03-02,56.0,59.0,50.0,46.0,53.0,51.0,50.0,47.0,42.0,47.0,49.0,50.0,52.0,52.0,51.0,50.0,41.0,41.0,56.0,50.0,51.50414937759336
2020-03-03,34.0,36.0,34.0,36.0,35.0,32.0,41.0,46.0,33.0,31.0,25.0,32.0,42.0,40.0,24.0,30.0,32.0,30.0,35.0,33.0,35.32157676348547
2020-03-04,33.0,33.0,29.0,31.0,35.0,33.0,45.0,20.0,22.0,28.0,31.0,27.0,31.0,40.0,28.0,39.0,35.0,32.0,34.0,30.0,32.98755186721991
2020-03-05,31.0,32.0,25.0,21.0,37.0,28.0,24.0,21.0,19.0,30.0,28.0,26.0,32.0,20.0,18.0,26.0,19.0,24.0,28.0,15.0,26.141078838174273
2020-03-06,31.0,33.0,38.0,32.0,38.0,22.0,32.0,34.0,28.0,26.0,39.0,27.0,37.0,25.0,32.0,30.0,35.0,29.0,24.0,30.0,32.26141078838174
2020-03-07,28.0,23.0,22.0,19.0,27.0,26.0,21.0,33.0,16.0,21.0,26.0,22.0,32.0,22.0,26.0,22.0,27.0,17.0,24.0,33.0,25.25933609958506
2020-03-08,33.0,35.0,34.0,26.0,24.0,29.0,32.0,28.0,29.0,30.0,34.0,28.0,24.0,27.0,29.0,34.0,27.0,26.0,25.0,40.0,30.80912863070539
2020-03-09,39.0,54.0,30.0,40.0,42.0,41.0,43.0,45.0,35.0,40.0,42.0,34.0,45.0,37.0,35.0,37.0,36.0,36.0,45.0,33.0,40.92323651452283
2020-03-10,36.0,52.0,49.0,40.0,33.0,45.0,56.0,41.0,46.0,35.0,47.0,42.0,38.0,38.0,38.0,59.0,41.0,33.0,34.0,37.0,43.56846473029045
2020-03-11,31.0,33.0,38.0,26.0,32.0,25.0,31.0,28.0,34.0,25.0,30.0,19.0,37.0,24.0,22.0,26.0,28.0,26.0,27.0,20.0,29.149377593360995
2020-03-12,64.0,65.0,63.0,59.0,57.0,52.0,48.0,51.0,44.0,57.0,53.0,53.0,58.0,48.0,57.0,72.0,50.0,52.0,49.0,60.0,57.676348547717836
2020-03-13,70.0,74.0,62.0,58.0,71.0,72.0,64.0,68.0,73.0,76.0,67.0,62.0,63.0,65.0,52.0,64.0,67.0,70.0,62.0,64.0,68.67219917012447
2020-03-14,81.0,89.0,100.0,79.0,96.0,100.0,100.0,97.0,100.0,80.0,100.0,100.0,80.0,99.0,100.0,100.0,83.0,94.0,82.0,92.0,96.05809128630705
2020-03-15,83.0,73.0,92.0,68.0,86.0,87.0,83.0,72.0,69.0,100.0,94.0,76.0,85.0,78.0,91.0,97.0,85.0,100.0,83.0,79.0,87.18879668049792
2020-03-16,100.0,100.0,91.0,100.0,100.0,91.0,92.0,100.0,91.0,85.0,96.0,88.0,100.0,100.0,99.0,99.0,100.0,96.0,100.0,100.0,100.0
2020-03-17,73.0,75.0,78.0,59.0,74.0,80.0,63.0,77.0,58.0,61.0,88.0,65.0,80.0,60.0,55.0,66.0,71.0,57.0,74.0,78.0,72.19917012448131
2020-03-18,61.0,60.0,65.0,61.0,72.0,67.0,65.0,63.0,61.0,60.0,73.0,54.0,72.0,65.0,66.0,77.0,57.0,71.0,61.0,51.0,66.49377593360994
2020-03-19,51.0,61.0,42.0,39.0,48.0,42.0,48.0,52.0,50.0,48.0,51.0,41.0,52.0,58.0,45.0,36.0,38.0,38.0,45.0,47.0,48.3402489626556
2020-03-20,46.0,50.0,44.0,48.0,41.0,39.0,46.0,43.0,55.0,44.0,47.0,43.0,51.0,38.0,41.0,34.0,48.0,44.0,41.0,43.0,45.954356846473026
2020-03-21,49.0,67.0,63.0,53.0,58.0,58.0,49.0,55.0,68.0,59.0,51.0,42.0,68.0,46.0,55.0,43.0,52.0,50.0,48.0,54.0,56.43153526970954
2020-03-22,51.0,56.0,58.0,49.0,43.0,59.0,45.0,51.0,47.0,59.0,55.0,58.0,60.0,53.0,47.0,47.0,52.0,56.0,47.0,56.0,54.40871369294606
2020-03-23,43.0,53.0,44.0,37.0,51.0,51.0,36.0,42.0,40.0,37.0,60.0,41.0,40.0,39.0,37.0,33.0,43.0,48.0,42.0,52.0,45.072614107883815
2020-03-24,36.0,30.0,43.0,33.0,43.0,44.0,44.0,41.0,36.0,33.0,45.0,36.0,35.0,31.0,34.0,38.0,44.0,36.0,31.0,43.0,39.21161825726141
2020-03-25,25.0,27.0,44.0,26.0,37.0,37.0,30.0,35.0,33.0,37.0,45.0,37.0,39.0,34.0,27.0,33.0,32.0,33.0,31.0,27.0,34.69917012448133
2020-03-26,35.0,33.0,36.0,37.0,40.0,29.0,35.0,30.0,30.0,23.0,37.0,32.0,29.0,26.0,30.0,34.0,27.0,32.0,30.0,40.0,33.454356846473026
2020-03-27,39.0,35.0,37.0,38.0,44.0,53.0,51.0,35.0,43.0,33.0,44.0,41.0,39.0,36.0,34.0,44.0,41.0,37.0,36.0,44.0,41.70124481327801
2020-03-28,44.0,37.0,40.0,42.0,48.0,33.0,40.0,43.0,34.0,50.0,40.0,40.0,35.0,43.0,39.0,38.0,45.0,42.0,41.0,40.0,42.219917012448136
2020-03-29,32.0,33.0,41.0,32.0,40.0,35.0,34.0,29.0,21.0,36.0,35.0,27.0,34.0,33.0,24.0,36.0,24.0,42.0,30.0,36.0,33.921161825726145
2020-03-30,28.0,36.0,26.0,32.0,26.0,26.0,32.0,27.0,25.0,25.0,32.0,21.0,24.0,30.0,23.0,28.0,24.0,25.0,26.0,26.0,28.112033195020746
2020-03-31,34.0,32.0,31.0,30.0,27.0,24.0,30.0,29.0,32.0,25.0,30.0,27.0,29.0,39.0,25.0,28.0,25.0,26.0,24.0,22.0,29.512448132780083
2020-04-01,19.0,27.0,24.0,24.0,25.0,18.0,19.0,21.0,18.0,23.0,22.0,20.0,28.0,16.0,22.0,25.0,25.0,19.0,19.0,19.0,22.45850622406639
2020-04-02,19.0,23.0,16.0,24.0,26.0,23.0,19.0,20.0,20.0,19.0,26.0,17.0,24.0,22.0,20.0,18.0,18.0,19.0,18.0,15.0,21.058091286307054
2020-04-03,22.0,27.0,24.0,24.0,25.0,26.0,24.0,25.0,23.0,19.0,26.0,16.0,28.0,18.0,22.0,19.0,26.0,19.0,25.0,21.0,23.807053941908713
2020-04-04,18.0,23.0,17.0,23.0,22.0,22.0,23.0,26.0,18.0,22.0,15.0,23.0,21.0,29.0,14.0,19.0,20.0,21.0,20.0,25.0,21.83609958506224
2020-04-05,16.0,17.0,15.0,17.0,21.0,17.0,16.0,21.0,16.0,23.0,12.0,16.0,29.0,14.0,16.0,22.0,17.0,21.0,14.0,22.0,18.775933609958507
2020-04-06,25.0,22.0,15.0,23.0,23.0,20.0,16.0,20.0,17.0,12.0,19.0,17.0,12.0,21.0,19.0,18.0,21.0,24.0,15.0,20.0,19.657676348547717
2020-04-07,17.0,21.0,16.0,23.0,20.0,15.0,21.0,20.0,22.0,16.0,22.0,25.0,20.0,23.0,22.0,23.0,20.0,23.0,18.0,21.0,21.161825726141075
2020-04-08,20.0,21.0,12.0,16.0,17.0,16.0,17.0,17.0,20.0,20.0,21.0,8.0,21.0,18.0,13.0,24.0,16.0,22.0,20.0,20.0,18.62033195020747
2020-04-09,21.0,11.0,17.0,18.0,19.0,17.0,13.0,16.0,11.0,17.0,26.0,15.0,25.0,12.0,11.0,15.0,19.0,19.0,18.0,18.0,17.531120331950206
2020-04-10,15.0,23.0,17.0,19.0,20.0,18.0,20.0,16.0,11.0,13.0,14.0,19.0,18.0,18.0,13.0,10.0,16.0,16.0,16.0,13.0,16.856846473029044
2020-04-11,13.0,19.0,20.0,20.0,22.0,17.0,14.0,16.0,8.0,16.0,14.0,16.0,18.0,15.0,16.0,15.0,15.0,10.0,15.0,21.0,16.59751037344398
2020-04-12,17.0,24.0,9.0,21.0,21.0,17.0,21.0,17.0,12.0,16.0,18.0,17.0,13.0,16.0,15.0,18.0,9.0,15.0,12.0,12.0,16.59751037344398
2020-04-13,22.0,21.0,27.0,28.0,23.0,21.0,21.0,21.0,16.0,19.0,20.0,17.0,20.0,17.0,19.0,15.0,19.0,14.0,20.0,20.0,20.746887966804977
2020-04-14,15.0,16.0,14.0,14.0,14.0,9.0,14.0,15.0,19.0,17.0,20.0,17.0,11.0,17.0,12.0,16.0,15.0,21.0,17.0,14.0,15.92323651452282
2020-04-15,14.0,16.0,18.0,10.0,13.0,10.0,16.0,13.0,14.0,11.0,18.0,15.0,10.0,13.0,9.0,16.0,13.0,11.0,13.0,6.0,13.433609958506223
2020-04-16,13.0,15.0,14.0,13.0,17.0,12.0,21.0,17.0,13.0,15.0,14.0,12.0,14.0,11.0,12.0,15.0,15.0,14.0,13.0,13.0,14.678423236514522
2020-04-17,13.0,14.0,13.0,17.0,16.0,17.0,12.0,11.0,11.0,16.0,16.0,12.0,14.0,14.0,15.0,13.0,12.0,9.0,14.0,17.0,14.315352697095435
2020-04-18,18.0,28.0,19.0,20.0,22.0,21.0,15.0,17.0,15.0,20.0,25.0,19.0,20.0,22.0,17.0,18.0,19.0,20.0,22.0,21.0,20.643153526970952
2020-04-19,13.0,27.0,18.0,16.0,17.0,11.0,16.0,18.0,18.0,20.0,13.0,17.0,15.0,18.0,17.0,21.0,19.0,16.0,18.0,21.0,18.101659751037342
