date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-03,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0
2020-01-04,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0
2020-01-05,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0
2020-01-06,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0
2020-01-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0
2020-01-10,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0
2020-01-13,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,0
2020-01-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0
2020-01-18,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0
2020-01-19,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4,0
2020-01-20,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6,0
2020-01-21,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.5,0
2020-01-22,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.9,0
2020-01-23,6.0,5.0,4.0,3.0,5.0,4.0,6.0,4.0,3.0,4.0,4.4,0
2020-01-24,7.0,7.0,6.0,7.0,6.0,7.0,5.0,7.0,8.0,7.0,6.7,0
2020-01-25,7.0,6.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.2,0
2020-01-26,7.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,6.0,0
2020-01-27,5.0,7.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,7.0,5.2,0
