date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-12-06,76.0,57.0,68.0,35.0,100.0,100.0,85.22727272727273,52.0,100.0,77.0,24.0,42.42424242424242,87.0,42.0,100.0,80.0,47.19101123595506,61.0,38.0,37.0,81.3341698039643
2020-12-07,67.0,51.0,24.0,31.0,51.388888888888886,25.28735632183908,63.63636363636363,47.0,44.44444444444444,49.0,44.0,76.76767676767676,56.0,50.0,45.0,86.15384615384616,42.69662921348315,27.0,68.0,55.0,62.41394350971017
2020-12-08,67.0,100.0,36.0,52.0,50.0,50.57471264367816,51.13636363636363,93.0,54.44444444444444,68.0,65.0,87.87878787878788,56.0,99.0,67.0,70.76923076923077,13.48314606741573,67.0,78.0,21.0,77.50896308954582
2020-12-09,78.0,81.0,24.0,31.0,51.388888888888886,25.28735632183908,64.77272727272727,61.0,44.44444444444444,20.0,22.0,76.76767676767676,45.0,75.0,56.0,43.07692307692308,100.0,27.0,46.0,66.0,64.48717730861442
2020-12-10,20.0,42.0,37.0,32.0,26.38888888888889,13.793103448275861,13.636363636363637,21.0,11.11111111111111,50.0,11.0,39.39393939393939,23.0,13.0,23.0,0.0,29.213483146067414,28.0,12.0,22.0,29.05370508956924
2020-12-11,10.0,10.0,12.0,11.0,52.77777777777778,26.436781609195403,0.0,14.0,11.11111111111111,10.0,11.0,13.131313131313131,12.0,0.0,23.0,29.23076923076923,14.606741573033707,28.0,47.0,22.0,22.20301563738195
2020-12-12,11.0,0.0,13.0,11.0,13.88888888888889,27.586206896551722,42.04545454545455,37.0,36.666666666666664,0.0,24.0,14.141414141414142,25.0,41.0,62.0,30.76923076923077,46.06741573033708,15.0,12.0,12.0,29.465606770160942
2020-12-13,21.0,33.0,39.0,34.0,55.55555555555556,13.793103448275861,42.04545454545455,37.0,24.444444444444443,32.0,0.0,41.41414141414141,25.0,28.0,12.0,0.0,31.46067415730337,45.0,0.0,24.0,33.47675837073555
2020-12-14,47.0,40.0,47.0,61.0,50.0,75.86206896551724,76.13636363636364,79.0,54.44444444444444,59.0,21.0,37.37373737373738,44.0,49.0,33.0,43.07692307692308,56.17977528089887,80.0,67.0,75.0,68.05011066923325
2020-12-15,48.0,61.0,49.0,63.0,63.888888888888886,90.80459770114942,76.13636363636364,61.0,44.44444444444444,49.0,88.0,89.8989898989899,45.0,63.0,56.0,58.46153846153846,100.0,41.0,57.0,66.0,78.95986443877923
