,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-02-15,20.0,13.0,19.0,10.0,14.0,13.0,20.0,10.0,16.0,13.0,25.0,15.0,14.0,16.0,11.0,14.0,22.0,19.0,14.0,16.0,16.31168831168831
2020-02-16,17.0,14.0,19.0,15.0,17.0,16.0,19.0,23.0,17.0,22.0,22.0,22.0,11.0,16.0,16.0,15.0,18.0,22.0,13.0,14.0,18.077922077922075
2020-02-17,19.0,16.0,16.0,16.0,20.0,16.0,6.0,18.0,15.0,21.0,20.0,16.0,18.0,18.0,19.0,12.0,22.0,15.0,15.0,19.0,17.50649350649351
2020-02-18,10.0,15.0,19.0,15.0,15.0,12.0,18.0,27.0,15.0,12.0,15.0,19.0,8.0,15.0,13.0,15.0,15.0,14.0,20.0,13.0,15.844155844155845
2020-02-19,12.0,12.0,8.0,9.0,14.0,9.0,12.0,17.0,13.0,9.0,16.0,10.0,6.0,12.0,9.0,12.0,14.0,10.0,8.0,10.0,11.532467532467532
2020-02-20,20.0,17.0,14.0,18.0,15.0,12.0,12.0,16.0,17.0,17.0,13.0,18.0,12.0,18.0,18.0,13.0,20.0,17.0,15.0,13.0,16.363636363636363
2020-02-21,8.0,12.0,11.0,10.0,20.0,14.0,11.0,20.0,12.0,15.0,14.0,10.0,10.0,12.0,13.0,13.0,14.0,9.0,11.0,9.0,12.883116883116884
2020-02-22,11.0,12.0,18.0,20.0,21.0,19.0,11.0,16.0,19.0,16.0,14.0,13.0,19.0,14.0,15.0,7.0,14.0,18.0,12.0,15.0,15.792207792207792
2020-02-23,21.0,21.0,23.0,23.0,21.0,22.0,18.0,25.0,23.0,20.0,24.0,22.0,19.0,19.0,15.0,21.0,22.0,15.0,15.0,18.0,21.142857142857146
2020-02-24,40.0,19.0,34.0,36.0,34.0,24.0,35.0,33.0,38.0,42.0,41.0,34.0,31.0,27.0,36.0,32.0,39.0,40.0,31.0,26.0,34.90909090909091
2020-02-25,24.0,33.0,35.0,24.0,30.0,32.0,27.0,30.0,36.0,36.0,27.0,35.0,36.0,29.0,33.0,27.0,32.0,31.0,24.0,21.0,31.272727272727273
2020-02-26,53.0,50.0,52.0,49.0,47.0,47.0,36.0,55.0,46.0,49.0,43.0,49.0,50.0,50.0,45.0,47.0,49.0,37.0,42.0,38.0,48.51948051948052
2020-02-27,53.0,52.0,57.0,41.0,48.0,43.0,47.0,43.0,45.0,55.0,55.0,42.0,42.0,43.0,53.0,45.0,49.0,44.0,42.0,48.0,49.1948051948052
2020-02-28,60.0,53.0,57.0,41.0,48.0,43.0,43.0,46.0,48.0,42.0,54.0,49.0,42.0,40.0,49.0,47.0,51.0,59.0,52.0,46.0,50.38961038961039
2020-02-29,50.0,45.0,50.0,54.0,45.0,42.0,46.0,44.0,55.0,40.0,44.0,41.0,45.0,37.0,36.0,45.0,44.0,49.0,48.0,32.0,46.33766233766234
2020-03-01,41.0,42.0,45.0,43.0,52.0,46.0,39.0,45.0,49.0,53.0,54.0,47.0,41.0,39.0,52.0,33.0,50.0,42.0,44.0,46.0,46.90909090909091
2020-03-02,63.0,66.0,55.0,50.0,61.0,59.0,60.0,70.0,65.0,61.0,60.0,62.0,69.0,62.0,58.0,64.0,73.0,65.0,54.0,61.0,64.31168831168831
2020-03-03,43.0,39.0,38.0,50.0,41.0,37.0,43.0,48.0,37.0,38.0,39.0,52.0,36.0,34.0,43.0,42.0,35.0,47.0,40.0,33.0,42.33766233766234
2020-03-04,44.0,38.0,28.0,36.0,43.0,37.0,32.0,32.0,37.0,44.0,48.0,42.0,38.0,40.0,40.0,33.0,45.0,47.0,44.0,29.0,40.36363636363637
2020-03-05,44.0,37.0,52.0,33.0,37.0,36.0,33.0,30.0,40.0,40.0,43.0,36.0,50.0,34.0,34.0,36.0,43.0,36.0,45.0,25.0,39.68831168831169
2020-03-06,33.0,34.0,39.0,37.0,41.0,30.0,36.0,41.0,32.0,26.0,32.0,36.0,27.0,28.0,34.0,33.0,48.0,36.0,36.0,34.0,36.0
2020-03-07,37.0,36.0,34.0,28.0,38.0,38.0,25.0,40.0,27.0,37.0,38.0,32.0,43.0,39.0,33.0,36.0,34.0,29.0,27.0,27.0,35.22077922077922
2020-03-08,25.0,36.0,36.0,30.0,31.0,33.0,38.0,34.0,37.0,38.0,31.0,28.0,31.0,38.0,38.0,23.0,44.0,31.0,30.0,29.0,34.33766233766233
2020-03-09,51.0,43.0,38.0,42.0,39.0,41.0,37.0,27.0,39.0,43.0,43.0,41.0,45.0,38.0,40.0,35.0,44.0,37.0,43.0,33.0,41.50649350649351
2020-03-10,41.0,29.0,32.0,44.0,43.0,45.0,38.0,52.0,42.0,33.0,38.0,46.0,43.0,43.0,26.0,38.0,53.0,47.0,41.0,32.0,41.870129870129865
2020-03-11,53.0,49.0,46.0,49.0,56.0,45.0,52.0,39.0,52.0,42.0,45.0,42.0,50.0,44.0,37.0,46.0,46.0,46.0,49.0,39.0,48.15584415584416
2020-03-12,61.0,63.0,66.0,62.0,61.0,57.0,58.0,56.0,65.0,72.0,76.0,62.0,72.0,63.0,49.0,58.0,75.0,62.0,60.0,51.0,64.88311688311688
2020-03-13,75.0,81.0,87.0,72.0,88.0,78.0,85.0,83.0,71.0,79.0,95.0,92.0,86.0,70.0,86.0,73.0,82.0,72.0,74.0,66.0,82.85714285714286
2020-03-14,94.0,94.0,100.0,100.0,75.0,87.0,100.0,93.0,91.0,100.0,100.0,100.0,98.0,95.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0
2020-03-15,99.0,97.0,91.0,92.0,83.0,89.0,82.0,94.0,100.0,99.0,95.0,93.0,80.0,74.0,82.0,75.0,95.0,99.0,99.0,68.0,92.77922077922078
2020-03-16,100.0,100.0,100.0,83.0,100.0,100.0,91.0,100.0,98.0,97.0,88.0,82.0,100.0,100.0,77.0,89.0,100.0,94.0,88.0,83.0,97.14285714285714
2020-03-17,95.0,78.0,86.0,87.0,88.0,78.0,88.0,89.0,91.0,82.0,91.0,94.0,88.0,80.0,93.0,79.0,91.0,77.0,79.0,90.0,89.55844155844156
2020-03-18,71.0,73.0,72.0,74.0,55.0,67.0,59.0,59.0,79.0,70.0,68.0,66.0,70.0,76.0,70.0,57.0,72.0,71.0,69.0,50.0,70.02597402597404
2020-03-19,76.0,77.0,73.0,68.0,67.0,52.0,63.0,66.0,72.0,82.0,66.0,74.0,81.0,65.0,65.0,58.0,70.0,66.0,65.0,52.0,70.54545454545456
2020-03-20,53.0,63.0,57.0,46.0,60.0,41.0,50.0,71.0,64.0,61.0,56.0,65.0,68.0,49.0,57.0,53.0,64.0,58.0,63.0,52.0,59.79220779220779
2020-03-21,70.0,67.0,69.0,63.0,46.0,58.0,63.0,51.0,60.0,69.0,69.0,64.0,61.0,55.0,65.0,57.0,69.0,62.0,71.0,54.0,64.57142857142857
2020-03-22,50.0,45.0,41.0,51.0,60.0,51.0,68.0,52.0,57.0,63.0,58.0,64.0,68.0,56.0,50.0,48.0,63.0,47.0,53.0,49.0,56.83116883116883
2020-03-23,39.0,39.0,48.0,42.0,45.0,35.0,48.0,53.0,49.0,44.0,34.0,41.0,46.0,36.0,44.0,38.0,45.0,46.0,38.0,30.0,43.63636363636363
2020-03-24,46.0,39.0,37.0,37.0,40.0,38.0,29.0,41.0,40.0,46.0,46.0,40.0,32.0,36.0,38.0,33.0,46.0,40.0,45.0,30.0,40.46753246753247
2020-03-25,44.0,42.0,43.0,56.0,37.0,47.0,37.0,36.0,44.0,38.0,47.0,50.0,45.0,43.0,49.0,40.0,46.0,37.0,51.0,31.0,44.83116883116883
2020-03-26,33.0,47.0,45.0,47.0,43.0,43.0,35.0,42.0,54.0,45.0,42.0,38.0,49.0,40.0,43.0,34.0,58.0,39.0,44.0,34.0,44.41558441558441
2020-03-27,47.0,44.0,47.0,41.0,40.0,38.0,43.0,48.0,46.0,56.0,49.0,44.0,47.0,39.0,39.0,42.0,47.0,50.0,51.0,38.0,46.54545454545455
2020-03-28,47.0,37.0,47.0,46.0,49.0,39.0,43.0,50.0,58.0,41.0,48.0,42.0,41.0,48.0,41.0,39.0,51.0,40.0,49.0,34.0,46.23376623376623
2020-03-29,31.0,43.0,45.0,39.0,43.0,42.0,47.0,45.0,35.0,30.0,42.0,41.0,43.0,37.0,34.0,45.0,49.0,38.0,41.0,30.0,41.55844155844156
2020-03-30,32.0,21.0,28.0,29.0,35.0,29.0,25.0,29.0,29.0,27.0,28.0,26.0,32.0,28.0,26.0,26.0,33.0,20.0,28.0,23.0,28.77922077922078
2020-03-31,25.0,26.0,24.0,25.0,29.0,28.0,32.0,32.0,32.0,22.0,31.0,23.0,28.0,26.0,28.0,23.0,33.0,27.0,27.0,27.0,28.467532467532468
2020-04-01,34.0,32.0,33.0,30.0,32.0,29.0,35.0,26.0,25.0,31.0,31.0,31.0,25.0,29.0,32.0,27.0,35.0,27.0,31.0,28.0,31.324675324675326
2020-04-02,23.0,27.0,29.0,28.0,22.0,24.0,26.0,27.0,30.0,30.0,26.0,28.0,22.0,26.0,31.0,23.0,25.0,26.0,22.0,22.0,26.857142857142858
2020-04-03,21.0,18.0,25.0,17.0,26.0,18.0,15.0,31.0,24.0,19.0,24.0,20.0,24.0,14.0,21.0,18.0,30.0,20.0,23.0,18.0,22.12987012987013
2020-04-04,18.0,18.0,22.0,14.0,26.0,17.0,14.0,20.0,20.0,23.0,26.0,18.0,22.0,20.0,22.0,24.0,23.0,20.0,15.0,16.0,20.675324675324674
2020-04-05,17.0,18.0,18.0,19.0,21.0,21.0,18.0,20.0,22.0,25.0,22.0,12.0,20.0,21.0,23.0,16.0,10.0,20.0,28.0,17.0,20.155844155844154
2020-04-06,19.0,16.0,23.0,17.0,20.0,17.0,19.0,18.0,16.0,20.0,17.0,22.0,16.0,16.0,16.0,14.0,15.0,20.0,20.0,17.0,18.597402597402596
2020-04-07,22.0,20.0,25.0,21.0,24.0,17.0,17.0,21.0,28.0,23.0,24.0,14.0,24.0,17.0,19.0,14.0,24.0,30.0,20.0,17.0,21.87012987012987
2020-04-08,21.0,19.0,23.0,22.0,16.0,21.0,25.0,24.0,11.0,25.0,24.0,17.0,21.0,18.0,16.0,16.0,18.0,15.0,16.0,20.0,20.155844155844154
2020-04-09,19.0,18.0,18.0,20.0,23.0,18.0,17.0,23.0,20.0,26.0,23.0,15.0,17.0,18.0,17.0,13.0,26.0,14.0,20.0,19.0,19.948051948051948
2020-04-10,19.0,12.0,21.0,18.0,26.0,18.0,15.0,19.0,18.0,15.0,18.0,17.0,23.0,20.0,14.0,19.0,17.0,19.0,17.0,10.0,18.441558441558442
2020-04-11,19.0,15.0,19.0,16.0,14.0,18.0,13.0,17.0,11.0,16.0,15.0,16.0,18.0,20.0,19.0,9.0,20.0,20.0,14.0,18.0,16.98701298701299
2020-04-12,21.0,20.0,16.0,14.0,23.0,24.0,20.0,19.0,14.0,21.0,24.0,18.0,17.0,17.0,22.0,13.0,20.0,21.0,18.0,22.0,19.948051948051948
2020-04-13,21.0,16.0,18.0,19.0,25.0,17.0,16.0,20.0,20.0,24.0,22.0,22.0,15.0,16.0,20.0,23.0,21.0,23.0,23.0,18.0,20.727272727272727
2020-04-14,25.0,16.0,20.0,17.0,19.0,23.0,14.0,21.0,19.0,23.0,21.0,17.0,17.0,19.0,15.0,17.0,12.0,18.0,25.0,18.0,19.532467532467532
2020-04-15,18.0,16.0,16.0,17.0,16.0,22.0,13.0,21.0,19.0,17.0,22.0,23.0,23.0,19.0,16.0,16.0,19.0,13.0,15.0,15.0,18.493506493506494
2020-04-16,27.0,20.0,22.0,21.0,22.0,26.0,23.0,18.0,23.0,22.0,19.0,18.0,21.0,18.0,18.0,21.0,28.0,26.0,20.0,15.0,22.233766233766232
2020-04-17,18.0,16.0,17.0,16.0,20.0,13.0,12.0,17.0,20.0,20.0,16.0,13.0,15.0,19.0,17.0,10.0,17.0,18.0,17.0,12.0,16.779220779220775
2020-04-18,11.0,14.0,16.0,17.0,18.0,19.0,16.0,22.0,18.0,21.0,16.0,14.0,21.0,19.0,16.0,16.0,17.0,17.0,20.0,14.0,17.766233766233768
2020-04-19,29.0,22.0,21.0,24.0,15.0,15.0,19.0,14.0,14.0,18.0,23.0,19.0,24.0,19.0,20.0,19.0,18.0,18.0,22.0,17.0,20.25974025974026
