,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-10-05,7.0,22.0,22.0,32.0,34.0,29.0,12.0,55.0,49.0,22.0,27.0,19.0,26.0,46.0,46.0,44.0,45.0,19.0,36.0,41.0,37.85885167464115
2020-10-06,0.0,0.0,35.0,11.0,12.0,40.0,13.0,33.0,0.0,12.0,27.0,30.0,0.0,9.0,31.0,0.0,23.0,19.0,37.0,21.0,21.11244019138756
2020-10-07,0.0,34.0,23.0,33.0,23.0,29.0,25.0,33.0,25.0,23.0,67.0,20.0,18.0,18.0,16.0,0.0,46.0,19.0,18.0,10.0,28.70813397129187
2020-10-08,22.0,12.0,12.0,35.0,24.0,10.0,13.0,12.0,18.0,25.0,43.0,10.0,19.0,10.0,16.0,12.0,0.0,10.0,19.0,11.0,19.91626794258373
2020-10-09,8.0,0.0,13.0,13.0,0.0,22.0,56.0,0.0,0.0,0.0,15.0,23.0,20.0,21.0,17.0,26.0,39.0,11.0,21.0,0.0,18.241626794258373
2020-10-10,8.0,0.0,27.0,55.0,42.0,12.0,45.0,27.0,40.0,28.0,49.0,24.0,22.0,22.0,38.0,14.0,56.0,35.0,34.0,39.0,36.90191387559809
2020-10-11,24.0,26.0,32.0,51.0,0.0,23.0,14.0,25.0,19.0,66.0,15.0,22.0,20.0,31.0,18.0,26.0,39.0,43.0,21.0,24.0,32.23684210526316
2020-10-12,15.0,24.0,61.0,48.0,37.0,43.0,40.0,59.0,54.0,12.0,43.0,21.0,39.0,20.0,83.0,50.0,12.0,20.0,30.0,69.0,46.65071770334929
2020-10-13,23.0,37.0,18.0,24.0,37.0,43.0,95.0,12.0,0.0,12.0,29.0,11.0,19.0,39.0,17.0,13.0,25.0,31.0,10.0,23.0,30.98086124401914
2020-10-14,15.0,48.0,48.0,47.0,25.0,42.0,40.0,24.0,18.0,37.0,28.0,11.0,19.0,29.0,49.0,12.0,25.0,10.0,29.0,45.0,35.94497607655503
2020-10-15,31.0,24.0,37.0,24.0,63.0,54.0,68.0,24.0,27.0,62.0,15.0,42.0,19.0,20.0,84.0,62.0,25.0,30.0,39.0,23.0,46.23205741626795
2020-10-16,39.0,25.0,44.0,38.0,65.0,33.0,27.0,49.0,47.0,39.0,90.0,22.0,30.0,31.0,35.0,50.0,64.0,42.0,21.0,58.0,50.77751196172249
2020-10-17,8.0,28.0,41.0,14.0,28.0,36.0,30.0,13.0,10.0,14.0,33.0,24.0,21.0,22.0,38.0,14.0,14.0,0.0,11.0,39.0,26.19617224880383
2020-10-18,17.0,27.0,28.0,13.0,14.0,37.0,0.0,53.0,10.0,42.0,49.0,47.0,43.0,22.0,38.0,14.0,28.0,22.0,22.0,26.0,33.014354066985646
2020-10-19,8.0,25.0,38.0,36.0,52.0,22.0,28.0,74.0,28.0,26.0,0.0,33.0,20.0,20.0,69.0,38.0,26.0,52.0,31.0,47.0,40.251196172248804
2020-10-20,39.0,37.0,49.0,61.0,63.0,33.0,14.0,59.0,18.0,51.0,29.0,32.0,19.0,40.0,68.0,86.0,37.0,40.0,30.0,46.0,50.897129186602875
2020-10-21,8.0,37.0,31.0,61.0,38.0,33.0,27.0,24.0,28.0,38.0,59.0,32.0,49.0,30.0,85.0,38.0,76.0,51.0,31.0,47.0,49.22248803827752
2020-10-22,30.0,24.0,31.0,48.0,38.0,43.0,27.0,47.0,27.0,25.0,15.0,65.0,29.0,40.0,67.0,61.0,25.0,31.0,40.0,11.0,43.30143540669857
2020-10-23,30.0,25.0,12.0,59.0,49.0,0.0,41.0,12.0,37.0,25.0,43.0,21.0,38.0,49.0,49.0,73.0,37.0,61.0,40.0,12.0,42.64354066985646
2020-10-24,17.0,0.0,34.0,14.0,56.0,47.0,45.0,26.0,30.0,0.0,48.0,35.0,43.0,0.0,37.0,28.0,14.0,34.0,0.0,25.0,31.877990430622013
2020-10-25,24.0,40.0,66.0,65.0,14.0,46.0,44.0,38.0,39.0,55.0,93.0,23.0,31.0,32.0,73.0,40.0,14.0,33.0,22.0,50.0,50.35885167464115
2020-10-26,29.0,24.0,36.0,23.0,61.0,31.0,53.0,12.0,35.0,24.0,14.0,21.0,19.0,48.0,33.0,35.0,48.0,20.0,0.0,22.0,35.16746411483254
2020-10-27,38.0,85.0,48.0,59.0,50.0,74.0,54.0,59.0,44.0,37.0,74.0,32.0,28.0,49.0,100.0,37.0,98.0,39.0,59.0,69.0,67.76315789473685
2020-10-28,7.0,72.0,48.0,82.0,73.0,31.0,27.0,58.0,62.0,97.0,57.0,63.0,57.0,68.0,83.0,61.0,98.0,100.0,77.0,100.0,79.00717703349282
2020-10-29,14.0,35.0,41.0,34.0,36.0,20.0,39.0,56.0,61.0,36.0,83.0,20.0,45.0,47.0,95.0,47.0,24.0,49.0,57.0,22.0,51.49521531100479
