,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-01-29,38.0,28.0,27.0,20.0,52.0,52.0,31.0,32.0,30.0,42.0,27.0,29.0,29.0,34.0,64.0,50.0,34.0,53.0,24.0,49.0,41.666666666666664
2020-01-30,15.0,30.0,35.0,21.0,27.0,51.0,11.0,38.0,37.0,44.0,23.0,30.0,25.0,25.0,54.0,45.0,47.0,32.0,40.0,26.0,36.6890380313199
2020-01-31,46.0,31.0,30.0,26.0,34.0,26.0,17.0,40.0,32.0,62.0,29.0,37.0,36.0,37.0,25.0,47.0,18.0,26.0,36.0,22.0,36.744966442953015
2020-02-01,37.0,37.0,37.0,11.0,29.0,38.0,35.0,10.0,34.0,29.0,20.0,27.0,22.0,16.0,39.0,55.0,38.0,33.0,21.0,28.0,33.33333333333333
2020-02-02,25.0,82.0,53.0,21.0,56.0,46.0,62.0,49.0,44.0,45.0,38.0,41.0,41.0,31.0,56.0,53.0,49.0,51.0,46.0,31.0,51.454138702460845
2020-02-03,22.0,17.0,31.0,27.0,24.0,22.0,34.0,42.0,23.0,24.0,24.0,26.0,31.0,22.0,32.0,34.0,47.0,32.0,31.0,23.0,31.76733780760626
2020-02-04,14.0,19.0,33.0,5.0,5.0,24.0,5.0,14.0,10.0,16.0,9.0,14.0,15.0,20.0,35.0,19.0,57.0,18.0,19.0,21.0,20.80536912751678
2020-02-05,28.0,29.0,39.0,30.0,27.0,24.0,31.0,36.0,35.0,42.0,22.0,19.0,29.0,29.0,18.0,44.0,69.0,42.0,24.0,17.0,35.458612975391496
2020-02-06,54.0,45.0,35.0,41.0,50.0,30.0,27.0,43.0,68.0,28.0,41.0,40.0,35.0,51.0,72.0,71.0,12.0,69.0,44.0,39.0,50.055928411633104
2020-02-07,15.0,36.0,18.0,11.0,46.0,15.0,34.0,24.0,5.0,34.0,19.0,21.0,21.0,21.0,25.0,46.0,43.0,45.0,20.0,27.0,29.41834451901566
2020-02-08,32.0,21.0,25.0,49.0,24.0,48.0,29.0,46.0,39.0,23.0,20.0,53.0,32.0,32.0,6.0,7.0,13.0,46.0,42.0,23.0,34.116331096196866
2020-02-09,25.0,36.0,65.0,48.0,68.0,36.0,45.0,39.0,43.0,50.0,19.0,41.0,41.0,73.0,50.0,72.0,49.0,38.0,51.0,44.0,52.18120805369127
2020-02-10,23.0,28.0,44.0,20.0,41.0,38.0,15.0,23.0,34.0,26.0,30.0,28.0,19.0,24.0,51.0,30.0,62.0,35.0,19.0,12.0,33.66890380313199
2020-02-11,14.0,23.0,11.0,38.0,30.0,14.0,30.0,18.0,29.0,20.0,21.0,9.0,14.0,19.0,22.0,30.0,44.0,29.0,28.0,20.0,25.894854586129753
2020-02-12,27.0,23.0,38.0,34.0,10.0,42.0,51.0,35.0,39.0,25.0,17.0,37.0,28.0,38.0,34.0,18.0,38.0,11.0,28.0,24.0,33.38926174496644
2020-02-13,9.0,24.0,28.0,15.0,47.0,19.0,52.0,22.0,40.0,21.0,26.0,29.0,38.0,19.0,23.0,62.0,45.0,36.0,24.0,25.0,33.780760626398205
2020-02-14,24.0,29.0,23.0,25.0,32.0,30.0,11.0,23.0,26.0,21.0,27.0,29.0,15.0,30.0,41.0,32.0,36.0,42.0,34.0,34.0,31.543624161073822
2020-02-15,16.0,0.0,19.0,17.0,12.0,11.0,12.0,21.0,17.0,12.0,10.0,0.0,16.0,11.0,7.0,0.0,52.0,34.0,16.0,5.0,16.10738255033557
2020-02-16,55.0,60.0,70.0,58.0,100.0,35.0,72.0,44.0,53.0,56.0,42.0,61.0,41.0,56.0,80.0,65.0,43.0,70.0,40.0,44.0,64.03803131991052
2020-02-17,23.0,14.0,16.0,43.0,20.0,23.0,35.0,26.0,14.0,30.0,17.0,28.0,18.0,23.0,28.0,12.0,38.0,40.0,37.0,24.0,28.467561521252794
2020-02-18,28.0,32.0,22.0,19.0,36.0,19.0,36.0,27.0,20.0,36.0,9.0,23.0,28.0,28.0,39.0,48.0,50.0,35.0,51.0,16.0,33.66890380313199
2020-02-19,33.0,28.0,55.0,20.0,73.0,47.0,41.0,36.0,35.0,10.0,26.0,28.0,33.0,33.0,29.0,24.0,34.0,52.0,52.0,20.0,39.65324384787472
2020-02-20,24.0,34.0,28.0,30.0,27.0,20.0,32.0,23.0,26.0,43.0,9.0,34.0,34.0,20.0,66.0,51.0,41.0,37.0,20.0,21.0,34.675615212527966
2020-02-21,30.0,40.0,12.0,46.0,33.0,35.0,33.0,24.0,42.0,27.0,28.0,15.0,35.0,20.0,43.0,52.0,36.0,31.0,30.0,30.0,35.90604026845637
2020-02-22,16.0,5.0,0.0,17.0,31.0,22.0,24.0,10.0,11.0,6.0,10.0,17.0,22.0,22.0,20.0,14.0,39.0,20.0,22.0,14.0,19.127516778523493
2020-02-23,26.0,32.0,25.0,17.0,29.0,21.0,17.0,15.0,22.0,17.0,5.0,5.0,11.0,43.0,45.0,7.0,65.0,20.0,16.0,19.0,25.559284116331096
2020-02-24,9.0,9.0,39.0,20.0,21.0,28.0,15.0,14.0,25.0,21.0,31.0,33.0,14.0,14.0,29.0,6.0,62.0,24.0,14.0,4.0,24.161073825503355
2020-02-25,18.0,9.0,48.0,42.0,30.0,41.0,25.0,22.0,33.0,25.0,50.0,32.0,32.0,46.0,17.0,41.0,22.0,34.0,46.0,32.0,36.0738255033557
2020-02-26,22.0,31.0,41.0,45.0,34.0,18.0,34.0,21.0,23.0,19.0,29.0,26.0,27.0,31.0,43.0,11.0,58.0,39.0,18.0,11.0,32.49440715883669
2020-02-27,9.0,26.0,51.0,37.0,29.0,18.0,19.0,21.0,14.0,20.0,12.0,18.0,18.0,27.0,38.0,40.0,16.0,38.0,26.0,19.0,27.74049217002237
2020-02-28,28.0,38.0,39.0,20.0,26.0,14.0,36.0,18.0,25.0,31.0,18.0,19.0,24.0,19.0,35.0,49.0,29.0,24.0,19.0,17.0,29.530201342281877
2020-02-29,61.0,14.0,44.0,34.0,37.0,19.0,56.0,32.0,39.0,26.0,48.0,28.0,43.0,24.0,29.0,55.0,57.0,47.0,43.0,41.0,43.45637583892617
2020-03-01,37.0,61.0,76.0,39.0,31.0,33.0,71.0,36.0,54.0,57.0,47.0,33.0,38.0,43.0,68.0,60.0,79.0,58.0,32.0,49.0,56.040268456375834
2020-03-02,38.0,43.0,30.0,22.0,33.0,35.0,66.0,50.0,49.0,38.0,44.0,26.0,26.0,31.0,26.0,28.0,41.0,48.0,43.0,30.0,41.77852348993288
2020-03-03,5.0,18.0,21.0,24.0,15.0,5.0,35.0,9.0,20.0,36.0,21.0,23.0,19.0,28.0,22.0,36.0,27.0,34.0,23.0,28.0,25.11185682326622
2020-03-04,17.0,31.0,31.0,27.0,10.0,13.0,29.0,30.0,28.0,49.0,24.0,18.0,22.0,27.0,21.0,17.0,42.0,33.0,22.0,11.0,28.07606263982103
2020-03-05,17.0,35.0,41.0,27.0,24.0,13.0,24.0,21.0,18.0,14.0,20.0,30.0,22.0,40.0,37.0,61.0,26.0,16.0,13.0,23.0,29.19463087248322
2020-03-06,14.0,14.0,21.0,24.0,15.0,14.0,20.0,23.0,10.0,15.0,17.0,5.0,23.0,19.0,28.0,36.0,39.0,17.0,9.0,12.0,20.973154362416107
2020-03-07,25.0,36.0,30.0,26.0,40.0,30.0,33.0,39.0,32.0,39.0,14.0,41.0,46.0,21.0,43.0,33.0,42.0,50.0,56.0,22.0,39.03803131991051
2020-03-08,34.0,39.0,46.0,36.0,33.0,40.0,32.0,14.0,15.0,32.0,18.0,25.0,25.0,35.0,42.0,38.0,53.0,37.0,34.0,26.0,36.577181208053695
2020-03-09,57.0,22.0,50.0,37.0,43.0,48.0,24.0,42.0,51.0,48.0,28.0,62.0,44.0,44.0,27.0,40.0,42.0,66.0,54.0,30.0,48.04250559284116
2020-03-10,14.0,18.0,21.0,29.0,30.0,32.0,25.0,18.0,29.0,15.0,21.0,36.0,18.0,18.0,33.0,36.0,66.0,28.0,32.0,12.0,29.697986577181208
2020-03-11,18.0,27.0,21.0,19.0,10.0,18.0,15.0,17.0,29.0,10.0,8.0,32.0,14.0,14.0,22.0,36.0,33.0,34.0,14.0,24.0,23.21029082774049
2020-03-12,22.0,35.0,68.0,47.0,59.0,50.0,45.0,43.0,42.0,60.0,33.0,49.0,36.0,45.0,49.0,58.0,32.0,50.0,45.0,35.0,50.50335570469798
