date,/m/0cjf0,isPartial
2020-02-24,14,False
2020-02-25,26,False
2020-02-26,28,False
2020-02-27,17,False
2020-02-28,20,False
2020-02-29,30,False
2020-03-01,37,False
2020-03-02,27,False
2020-03-03,25,False
2020-03-04,30,False
2020-03-05,26,False
2020-03-06,31,False
2020-03-07,30,False
2020-03-08,28,False
2020-03-09,35,False
2020-03-10,45,False
2020-03-11,52,False
2020-03-12,78,False
2020-03-13,78,False
2020-03-14,78,False
2020-03-15,100,False
2020-03-16,95,False
2020-03-17,82,False
2020-03-18,80,False
2020-03-19,75,False
2020-03-20,74,False
2020-03-21,67,False
2020-03-22,63,False
2020-03-23,51,False
2020-03-24,51,False
2020-03-25,43,False
2020-03-26,39,False
2020-03-27,36,False
2020-03-28,41,False
2020-03-29,40,False
2020-03-30,40,False
2020-03-31,42,False
2020-04-01,32,False
2020-04-02,38,False
2020-04-03,32,False
2020-04-04,38,False
2020-04-05,28,False
2020-04-06,21,False
2020-04-07,22,False
