date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-01-25,9.0,48.0,36.0,36.0,47.0,48.0,34.0,24.0,36.0,31.0,48.0,31.0,42.0,61.0,13.0,50.0,23.0,71.0,21.0,40.0,38.868707836014536
2020-01-26,49.0,60.0,42.0,45.0,24.0,35.0,30.0,53.0,33.0,33.0,43.0,40.0,15.0,18.0,35.0,13.0,51.0,64.0,26.0,30.0,38.349766476388176
2020-01-27,44.0,43.0,10.0,25.0,31.0,34.0,44.0,42.0,6.0,10.0,32.0,19.0,25.0,23.0,33.0,18.0,0.0,31.0,17.0,19.0,26.25843279709393
2020-01-28,0.0,14.0,11.0,33.0,25.0,28.0,37.0,22.0,39.0,16.0,17.0,7.0,10.0,18.0,11.0,26.0,21.0,39.0,6.0,10.0,20.23871302542813
2020-01-29,23.0,22.0,16.0,20.0,16.0,0.0,14.0,21.0,13.0,16.0,17.0,14.0,21.0,6.0,6.0,19.0,35.0,8.0,24.0,20.0,17.17695900363259
2020-01-30,16.0,30.0,22.0,38.0,52.0,42.0,24.0,29.0,32.0,23.0,34.0,28.0,11.0,23.0,17.0,25.0,42.0,34.0,31.0,5.0,28.956927867151013
2020-01-31,8.0,0.0,12.0,14.0,27.0,22.0,46.0,22.0,7.0,6.0,18.0,14.0,5.0,6.0,12.0,7.0,15.0,0.0,7.0,10.0,13.388687078360146
2020-02-01,33.0,16.0,0.0,7.0,17.0,8.0,0.0,0.0,7.0,0.0,0.0,22.0,11.0,6.0,12.0,7.0,0.0,8.0,13.0,5.0,8.925791385573431
2020-02-02,24.0,14.0,16.0,0.0,16.0,14.0,15.0,43.0,6.0,26.0,9.0,13.0,22.0,6.0,18.0,31.0,7.0,16.0,17.0,5.0,16.50233523611832
2020-02-03,21.0,26.0,14.0,24.0,8.0,13.0,7.0,7.0,23.0,10.0,30.0,12.0,19.0,16.0,27.0,22.0,7.0,22.0,23.0,9.0,17.644006227296316
2020-02-04,16.0,0.0,5.0,13.0,17.0,0.0,8.0,22.0,20.0,6.0,18.0,0.0,16.0,6.0,12.0,13.0,15.0,17.0,12.0,5.0,11.468604047742605
2020-02-05,16.0,22.0,16.0,7.0,17.0,21.0,23.0,29.0,7.0,16.0,52.0,13.0,16.0,6.0,18.0,37.0,27.0,16.0,0.0,10.0,19.148936170212767
2020-02-06,33.0,8.0,12.0,21.0,17.0,23.0,33.0,31.0,7.0,12.0,28.0,15.0,17.0,19.0,12.0,7.0,7.0,9.0,26.0,10.0,18.00726517903477
2020-02-07,9.0,8.0,6.0,28.0,18.0,31.0,0.0,0.0,15.0,6.0,19.0,15.0,6.0,7.0,19.0,0.0,8.0,9.0,7.0,11.0,11.520498183705241
2020-02-08,27.0,32.0,31.0,22.0,27.0,33.0,17.0,32.0,22.0,25.0,39.0,37.0,29.0,34.0,32.0,42.0,40.0,18.0,14.0,17.0,29.579657498702648
2020-02-09,0.0,30.0,10.0,26.0,47.0,7.0,16.0,7.0,13.0,11.0,0.0,0.0,21.0,12.0,12.0,19.0,21.0,17.0,6.0,10.0,14.789828749351324
2020-02-10,23.0,34.0,15.0,25.0,32.0,13.0,15.0,14.0,25.0,20.0,41.0,26.0,10.0,6.0,17.0,18.0,20.0,30.0,6.0,9.0,20.705760249091853
2020-02-11,8.0,7.0,11.0,6.0,16.0,0.0,0.0,14.0,6.0,0.0,17.0,0.0,5.0,0.0,17.0,6.0,0.0,8.0,6.0,10.0,7.109496626881163
2020-02-12,31.0,22.0,6.0,13.0,24.0,35.0,22.0,28.0,25.0,16.0,26.0,14.0,16.0,18.0,18.0,19.0,21.0,33.0,44.0,25.0,23.663725998962118
2020-02-13,16.0,0.0,6.0,14.0,17.0,7.0,22.0,22.0,13.0,11.0,0.0,14.0,0.0,6.0,0.0,6.0,14.0,8.0,6.0,0.0,9.444732745199794
2020-02-14,33.0,23.0,0.0,14.0,8.0,23.0,8.0,15.0,0.0,11.0,17.0,14.0,16.0,0.0,6.0,0.0,22.0,17.0,6.0,0.0,12.091333679294241
2020-02-15,26.0,32.0,6.0,7.0,18.0,31.0,8.0,16.0,0.0,24.0,28.0,7.0,17.0,13.0,19.0,35.0,38.0,18.0,14.0,11.0,19.09704203425013
2020-02-16,43.0,46.0,23.0,21.0,73.0,30.0,32.0,15.0,41.0,36.0,36.0,50.0,17.0,13.0,31.0,20.0,53.0,35.0,41.0,27.0,35.44369486248054
2020-02-17,22.0,21.0,5.0,6.0,23.0,20.0,14.0,7.0,18.0,10.0,16.0,6.0,10.0,17.0,0.0,6.0,13.0,0.0,23.0,14.0,13.025428126621692
2020-02-18,23.0,22.0,16.0,20.0,33.0,14.0,36.0,7.0,13.0,27.0,25.0,13.0,30.0,39.0,23.0,31.0,28.0,48.0,25.0,24.0,25.791385573430205
2020-02-19,0.0,14.0,0.0,12.0,8.0,21.0,28.0,14.0,6.0,5.0,8.0,13.0,5.0,11.0,6.0,6.0,7.0,8.0,6.0,14.0,9.963674104826156
2020-02-20,8.0,30.0,5.0,0.0,8.0,14.0,0.0,8.0,13.0,17.0,17.0,21.0,16.0,6.0,6.0,13.0,22.0,17.0,0.0,10.0,11.987545407368968
2020-02-21,25.0,8.0,11.0,7.0,18.0,8.0,24.0,32.0,14.0,12.0,28.0,21.0,6.0,0.0,6.0,13.0,30.0,27.0,7.0,5.0,15.67202906071614
2020-02-22,19.0,25.0,13.0,23.0,19.0,25.0,18.0,17.0,30.0,13.0,20.0,31.0,18.0,14.0,7.0,29.0,16.0,28.0,14.0,6.0,19.979242345614946
2020-02-23,27.0,41.0,12.0,29.0,37.0,32.0,26.0,24.0,22.0,25.0,38.0,31.0,17.0,13.0,13.0,21.0,8.0,18.0,34.0,39.0,26.310326933056565
