date,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-04,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,5.061349693251533,0
2020-01-05,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.361963190184048,0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,23.0,6.134969325153374,0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-10,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.607361963190184,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,0.0,18.0,18.0,18.0,0.0,18.0,14.0,0.0,0.0,26.0,17.177914110429448,0
2020-01-13,0.0,15.0,0.0,15.0,0.0,0.0,11.0,9.0,13.0,0.0,9.662576687116564,0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-17,19.0,18.0,17.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,12.730061349693253,0
2020-01-18,22.0,20.0,0.0,0.0,22.0,20.0,15.0,0.0,0.0,29.0,19.631901840490798,0
2020-01-19,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.134969325153374,0
2020-01-20,36.0,33.0,32.0,0.0,18.0,0.0,13.0,10.0,0.0,0.0,21.779141104294478,0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
