,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-03-26,100.0,64.0,75.0,71.0,44.0,80.0,48.0,82.0,47.0,37.0,80.0,72.0,83.0,58.0,57.0,61.0,86.0,69.0,60.0,58.0,76.77233429394812
2020-03-27,64.0,52.0,51.0,89.0,89.0,76.0,59.0,86.0,79.0,51.0,76.0,52.0,68.0,52.0,70.0,82.0,63.0,87.0,45.0,55.0,77.57925072046109
2020-03-28,56.0,23.0,27.0,33.0,88.0,51.0,56.0,26.0,36.0,21.0,68.0,68.0,60.0,40.0,47.0,42.0,55.0,55.0,38.0,31.0,53.0835734870317
2020-03-29,35.0,55.0,59.0,58.0,48.0,82.0,63.0,38.0,35.0,54.0,63.0,46.0,39.0,40.0,48.0,64.0,17.0,51.0,35.0,31.0,55.389048991354464
2020-03-30,35.0,35.0,28.0,43.0,42.0,45.0,11.0,45.0,56.0,41.0,60.0,25.0,30.0,28.0,42.0,37.0,8.0,50.0,27.0,24.0,41.03746397694525
2020-03-31,45.0,34.0,36.0,30.0,51.0,40.0,28.0,19.0,17.0,22.0,43.0,24.0,23.0,43.0,50.0,31.0,48.0,49.0,42.0,24.0,40.28818443804035
2020-04-01,35.0,32.0,49.0,52.0,48.0,37.0,47.0,23.0,25.0,29.0,53.0,66.0,31.0,57.0,44.0,42.0,38.0,47.0,43.0,57.0,49.279538904899134
2020-04-02,42.0,28.0,28.0,42.0,23.0,31.0,52.0,30.0,42.0,19.0,51.0,57.0,41.0,32.0,30.0,46.0,26.0,46.0,30.0,35.0,42.13256484149856
2020-04-03,43.0,14.0,25.0,35.0,29.0,46.0,25.0,31.0,43.0,16.0,30.0,38.0,43.0,36.0,22.0,36.0,27.0,38.0,28.0,36.0,36.94524495677233
2020-04-04,18.0,25.0,19.0,15.0,11.0,53.0,12.0,35.0,20.0,19.0,20.0,10.0,27.0,14.0,35.0,25.0,22.0,24.0,18.0,20.0,25.47550432276657
2020-04-05,14.0,21.0,19.0,36.0,11.0,22.0,26.0,46.0,21.0,31.0,36.0,15.0,14.0,24.0,5.0,19.0,13.0,20.0,28.0,30.0,25.99423631123919
2020-04-06,21.0,6.0,15.0,36.0,22.0,54.0,20.0,32.0,20.0,15.0,40.0,7.0,14.0,26.0,8.0,24.0,21.0,15.0,25.0,3.0,24.438040345821324
2020-04-07,31.0,28.0,20.0,34.0,33.0,13.0,25.0,15.0,24.0,19.0,30.0,24.0,31.0,24.0,30.0,22.0,22.0,42.0,19.0,35.0,30.028818443804035
2020-04-08,16.0,14.0,21.0,18.0,10.0,47.0,18.0,39.0,25.0,30.0,22.0,13.0,16.0,25.0,27.0,31.0,12.0,18.0,20.0,7.0,24.72622478386167
2020-04-09,23.0,11.0,21.0,18.0,14.0,14.0,18.0,31.0,18.0,13.0,26.0,29.0,20.0,20.0,26.0,14.0,4.0,13.0,16.0,14.0,20.922190201729105
2020-04-10,20.0,7.0,21.0,13.0,20.0,19.0,15.0,20.0,22.0,10.0,18.0,21.0,16.0,13.0,18.0,12.0,12.0,17.0,16.0,18.0,18.904899135446684
2020-04-11,22.0,16.0,18.0,20.0,27.0,0.0,16.0,4.0,8.0,7.0,15.0,33.0,18.0,23.0,15.0,27.0,17.0,39.0,22.0,32.0,21.844380403458214
2020-04-12,31.0,16.0,28.0,20.0,60.0,37.0,20.0,35.0,32.0,18.0,25.0,19.0,53.0,28.0,15.0,29.0,26.0,19.0,27.0,24.0,32.39193083573487
2020-04-13,28.0,40.0,30.0,14.0,15.0,29.0,15.0,47.0,22.0,40.0,23.0,9.0,28.0,17.0,13.0,35.0,32.0,36.0,20.0,29.0,30.086455331412104
2020-04-14,16.0,3.0,12.0,9.0,28.0,23.0,25.0,8.0,11.0,10.0,22.0,16.0,12.0,20.0,34.0,24.0,15.0,25.0,8.0,17.0,19.481268011527376
2020-04-15,4.0,4.0,8.0,4.0,10.0,29.0,7.0,8.0,22.0,14.0,0.0,13.0,0.0,4.0,9.0,17.0,8.0,4.0,8.0,0.0,9.971181556195965
2020-04-16,24.0,25.0,21.0,14.0,20.0,24.0,19.0,12.0,22.0,24.0,18.0,17.0,16.0,17.0,18.0,19.0,16.0,13.0,16.0,22.0,21.72910662824208
2020-04-17,24.0,14.0,21.0,27.0,25.0,33.0,15.0,8.0,11.0,7.0,18.0,17.0,12.0,13.0,22.0,14.0,12.0,4.0,16.0,7.0,18.443804034582133
2020-04-18,21.0,11.0,9.0,28.0,15.0,10.0,0.0,8.0,15.0,10.0,9.0,9.0,12.0,9.0,18.0,4.0,20.0,22.0,16.0,7.0,14.5821325648415
2020-04-19,30.0,8.0,13.0,10.0,16.0,0.0,12.0,8.0,16.0,11.0,19.0,14.0,9.0,4.0,14.0,13.0,17.0,14.0,4.0,15.0,14.236311239193084
