,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-01-29,23.0,6.0,13.0,10.0,21.0,19.0,18.0,16.0,24.0,6.0,11.0,11.0,11.0,30.0,5.0,19.0,28.0,28.0,35.0,13.0,19.6045197740113
2020-01-30,6.0,31.0,20.0,26.0,16.0,19.0,6.0,27.0,41.0,29.0,22.0,17.0,12.0,31.0,16.0,20.0,12.0,35.0,14.0,13.0,23.333333333333332
2020-01-31,12.0,6.0,7.0,16.0,6.0,27.0,18.0,17.0,42.0,6.0,16.0,0.0,6.0,25.0,16.0,7.0,23.0,14.0,22.0,14.0,16.949152542372882
2020-02-01,0.0,14.0,29.0,6.0,12.0,21.0,0.0,12.0,62.0,6.0,0.0,13.0,6.0,27.0,23.0,14.0,13.0,15.0,31.0,22.0,18.418079096045197
2020-02-02,18.0,19.0,33.0,32.0,48.0,26.0,24.0,11.0,25.0,23.0,27.0,23.0,18.0,25.0,0.0,26.0,35.0,14.0,15.0,33.0,26.836158192090394
2020-02-03,20.0,23.0,35.0,9.0,19.0,17.0,22.0,10.0,22.0,15.0,19.0,31.0,26.0,16.0,37.0,34.0,26.0,19.0,7.0,30.0,24.689265536723163
2020-02-04,35.0,6.0,33.0,21.0,16.0,20.0,12.0,16.0,16.0,6.0,27.0,29.0,17.0,22.0,16.0,19.0,17.0,21.0,7.0,26.0,21.581920903954806
2020-02-05,6.0,13.0,20.0,10.0,0.0,20.0,18.0,0.0,16.0,17.0,11.0,12.0,0.0,25.0,16.0,33.0,12.0,7.0,7.0,0.0,13.728813559322035
2020-02-06,12.0,0.0,14.0,0.0,6.0,7.0,0.0,6.0,26.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,0.0,15.0,15.0,0.0,8.192090395480227
2020-02-07,31.0,40.0,34.0,11.0,23.0,28.0,19.0,12.0,43.0,43.0,46.0,31.0,37.0,13.0,33.0,28.0,37.0,30.0,38.0,14.0,33.389830508474574
2020-02-08,18.0,13.0,21.0,17.0,11.0,7.0,26.0,17.0,60.0,12.0,17.0,6.0,6.0,32.0,16.0,7.0,18.0,22.0,23.0,7.0,20.112994350282484
2020-02-09,45.0,38.0,39.0,36.0,16.0,32.0,30.0,33.0,31.0,29.0,59.0,29.0,35.0,45.0,16.0,44.0,40.0,14.0,42.0,7.0,37.28813559322034
2020-02-10,34.0,25.0,32.0,30.0,26.0,6.0,36.0,43.0,24.0,22.0,16.0,23.0,17.0,33.0,30.0,38.0,28.0,34.0,28.0,39.0,31.864406779661017
2020-02-11,17.0,37.0,32.0,15.0,27.0,19.0,18.0,22.0,33.0,34.0,5.0,11.0,34.0,12.0,26.0,25.0,11.0,41.0,21.0,33.0,26.72316384180791
2020-02-12,33.0,43.0,25.0,20.0,16.0,19.0,42.0,32.0,16.0,34.0,32.0,40.0,34.0,42.0,36.0,25.0,23.0,41.0,7.0,32.0,33.44632768361582
2020-02-13,29.0,25.0,26.0,26.0,21.0,45.0,24.0,27.0,65.0,6.0,27.0,6.0,12.0,28.0,31.0,26.0,17.0,35.0,43.0,26.0,30.7909604519774
2020-02-14,12.0,19.0,14.0,11.0,22.0,20.0,6.0,11.0,33.0,12.0,6.0,0.0,6.0,25.0,16.0,0.0,0.0,0.0,15.0,20.0,14.01129943502825
