,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-11-19,19.0,25.0,17.0,24.0,23.0,21.0,23.0,0.0,18.0,17.0,0.0,0.0,16.0,21.428571428571427,38.095238095238095,0.0,0.0,20.2020202020202,22.0,0.0,24.2681866724236
2020-11-20,0.0,0.0,35.0,24.0,47.0,43.0,92.0,21.0,56.0,34.0,0.0,18.0,0.0,88.77551020408163,39.285714285714285,60.0,17.0,0.0,46.0,0.0,49.46095230746625
2020-11-21,39.0,100.0,51.0,48.0,24.0,63.0,71.0,21.0,37.0,34.0,0.0,0.0,50.0,43.87755102040816,39.285714285714285,100.0,51.0,42.42424242424242,23.0,21.21212121212121,68.39429965006923
2020-11-22,20.0,25.0,17.0,48.0,23.0,0.0,0.0,21.0,0.0,17.0,62.0,52.0,17.0,0.0,20.238095238095237,0.0,34.0,41.41414141414141,23.0,20.2020202020202,35.10937491021891
2020-11-23,38.0,49.0,17.0,47.0,93.0,43.0,68.0,0.0,18.0,17.0,41.0,34.0,17.0,21.428571428571427,0.0,20.0,17.0,41.41414141414141,67.0,61.61616161616162,56.58052881162266
2020-11-24,37.0,72.0,32.0,91.0,22.0,60.0,44.0,40.0,18.0,16.0,60.0,33.0,32.0,20.408163265306122,19.047619047619047,19.0,32.0,80.8080808080808,89.0,60.60606060606061,69.91304676168345
2020-11-25,0.0,23.0,0.0,23.0,22.0,40.0,0.0,40.0,0.0,0.0,20.0,17.0,32.0,20.408163265306122,36.904761904761905,37.0,32.0,59.5959595959596,43.0,0.0,35.51192251779409
2020-11-26,19.0,0.0,50.0,0.0,46.0,0.0,23.0,42.0,37.0,0.0,21.0,17.0,0.0,42.857142857142854,39.285714285714285,40.0,17.0,0.0,0.0,0.0,31.38930638518979
2020-11-27,19.0,24.0,49.0,0.0,23.0,40.0,68.0,21.0,0.0,0.0,0.0,34.0,49.0,21.428571428571427,38.095238095238095,19.0,33.0,20.2020202020202,45.0,41.41414141414141,43.41462814008066
2020-11-28,0.0,24.0,0.0,0.0,23.0,0.0,46.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,20.2020202020202,11.882361536017914
2020-11-29,19.0,25.0,17.0,24.0,0.0,41.0,23.0,41.0,0.0,0.0,40.0,0.0,33.0,20.408163265306122,19.047619047619047,19.0,17.0,41.41414141414141,22.0,40.4040404040404,35.22243956655539
2020-11-30,38.0,49.0,0.0,23.0,0.0,21.0,44.0,21.0,0.0,0.0,20.0,0.0,0.0,20.408163265306122,0.0,0.0,0.0,0.0,22.0,20.2020202020202,22.188351894247525
2020-12-01,19.0,24.0,16.0,23.0,23.0,0.0,33.0,21.0,0.0,17.0,20.0,17.0,0.0,0.0,19.047619047619047,19.0,33.0,20.2020202020202,22.0,20.2020202020202,27.59120732268902
2020-12-02,19.0,24.0,33.0,46.0,45.0,21.0,22.0,41.0,18.0,16.0,60.0,33.0,32.0,20.408163265306122,19.047619047619047,38.0,32.0,40.4040404040404,45.0,20.2020202020202,49.77955921693655
2020-12-03,0.0,25.0,17.0,0.0,23.0,0.0,0.0,0.0,18.0,0.0,0.0,17.0,16.0,21.428571428571427,0.0,0.0,0.0,21.21212121212121,23.0,20.2020202020202,16.07463547853011
2020-12-04,0.0,0.0,0.0,23.0,22.0,20.0,43.0,20.0,0.0,16.0,39.0,0.0,16.0,20.408163265306122,0.0,0.0,0.0,20.2020202020202,0.0,19.19191919191919,20.610847935671185
2020-12-05,39.0,25.0,0.0,0.0,0.0,0.0,47.0,43.0,0.0,0.0,21.0,35.0,33.0,21.428571428571427,20.238095238095237,39.0,0.0,42.42424242424242,23.0,0.0,30.986972200081922
2020-12-06,38.0,0.0,0.0,24.0,23.0,21.0,23.0,21.0,0.0,33.0,0.0,17.0,0.0,41.83673469387755,19.047619047619047,19.0,17.0,0.0,22.0,20.2020202020202,27.00464029695274
2020-12-07,0.0,73.0,33.0,47.0,69.0,21.0,34.0,21.0,36.0,33.0,20.0,17.0,0.0,21.428571428571427,38.095238095238095,19.0,16.0,0.0,45.0,40.4040404040404,46.50367209772123
