,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-01-29,7.0,5.0,2.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,4.0,4.0,4.85
2020-01-30,6.0,7.0,6.0,8.0,5.0,7.0,4.0,6.0,6.0,4.0,6.0,6.0,7.0,7.0,5.0,8.0,6.0,5.0,7.0,8.0,6.2
2020-01-31,5.0,8.0,7.0,8.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,5.0,7.0,6.0,8.0,5.0,7.0,6.6
2020-02-01,4.0,6.0,3.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,5.0,4.0,5.0,6.0,3.0,5.0,4.0,4.65
2020-02-02,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.7
2020-02-03,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.1
2020-02-04,3.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,2.8
2020-02-05,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.2
2020-02-06,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.35
2020-02-07,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.75
2020-02-08,5.0,6.0,4.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,7.0,6.0,4.0,8.0,6.0,5.35
2020-02-09,3.0,6.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.65
2020-02-10,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,3.6
2020-02-11,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.55
2020-02-12,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.8
2020-02-13,5.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,3.8
2020-02-14,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.15
2020-02-15,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.95
2020-02-16,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.5
2020-02-17,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.2
2020-02-18,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.2
2020-02-19,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.45
2020-02-20,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.35
2020-02-21,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.2
2020-02-22,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,3.5
2020-02-23,5.0,6.0,7.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,7.0,9.0,8.0,7.0,6.0,9.0,7.0,9.0,6.0,7.2
2020-02-24,10.0,10.0,11.0,12.0,9.0,11.0,11.0,11.0,11.0,10.0,8.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,12.0,9.0,10.5
2020-02-25,15.0,16.0,15.0,17.0,17.0,15.0,16.0,15.0,16.0,15.0,16.0,17.0,15.0,16.0,11.0,17.0,13.0,16.0,15.0,14.0,15.35
2020-02-26,15.0,16.0,14.0,16.0,17.0,17.0,17.0,16.0,15.0,16.0,16.0,16.0,17.0,17.0,15.0,16.0,16.0,15.0,17.0,16.0,16.0
2020-02-27,20.0,21.0,19.0,21.0,21.0,21.0,21.0,21.0,20.0,21.0,21.0,23.0,19.0,21.0,20.0,22.0,22.0,20.0,19.0,21.0,20.7
2020-02-28,28.0,32.0,24.0,31.0,26.0,25.0,24.0,24.0,24.0,24.0,26.0,31.0,25.0,30.0,23.0,28.0,22.0,28.0,25.0,28.0,26.4
2020-02-29,22.0,25.0,21.0,26.0,29.0,22.0,24.0,27.0,25.0,26.0,26.0,25.0,26.0,27.0,20.0,27.0,24.0,26.0,26.0,22.0,24.8
2020-03-01,22.0,19.0,18.0,21.0,22.0,23.0,21.0,22.0,20.0,24.0,22.0,22.0,20.0,24.0,20.0,23.0,20.0,22.0,18.0,22.0,21.25
2020-03-02,23.0,25.0,21.0,23.0,22.0,21.0,21.0,20.0,21.0,23.0,24.0,23.0,21.0,26.0,21.0,26.0,19.0,21.0,21.0,23.0,22.25
2020-03-03,22.0,20.0,22.0,23.0,25.0,25.0,21.0,22.0,21.0,24.0,24.0,25.0,25.0,26.0,23.0,25.0,22.0,24.0,21.0,22.0,23.1
2020-03-04,20.0,20.0,17.0,23.0,22.0,18.0,21.0,20.0,17.0,20.0,20.0,19.0,22.0,20.0,19.0,20.0,19.0,21.0,18.0,19.0,19.75
2020-03-05,22.0,24.0,20.0,21.0,22.0,21.0,22.0,22.0,18.0,24.0,22.0,20.0,20.0,24.0,19.0,23.0,19.0,24.0,20.0,22.0,21.45
2020-03-06,20.0,20.0,22.0,22.0,21.0,22.0,20.0,21.0,21.0,24.0,22.0,22.0,22.0,23.0,21.0,23.0,25.0,21.0,25.0,22.0,21.95
2020-03-07,18.0,19.0,24.0,19.0,21.0,20.0,21.0,22.0,21.0,24.0,19.0,24.0,23.0,22.0,22.0,20.0,20.0,23.0,22.0,18.0,21.1
2020-03-08,24.0,25.0,27.0,25.0,25.0,28.0,22.0,24.0,27.0,24.0,20.0,24.0,26.0,24.0,25.0,23.0,30.0,24.0,32.0,23.0,25.1
2020-03-09,27.0,28.0,32.0,31.0,28.0,32.0,27.0,29.0,30.0,30.0,30.0,29.0,28.0,32.0,31.0,29.0,32.0,29.0,29.0,28.0,29.55
2020-03-10,27.0,29.0,28.0,34.0,29.0,34.0,30.0,30.0,33.0,30.0,30.0,35.0,31.0,30.0,28.0,32.0,35.0,31.0,33.0,26.0,30.75
2020-03-11,36.0,38.0,36.0,42.0,39.0,41.0,40.0,39.0,38.0,40.0,41.0,40.0,41.0,43.0,39.0,38.0,38.0,37.0,40.0,40.0,39.3
2020-03-12,61.0,65.0,62.0,70.0,71.0,65.0,59.0,65.0,61.0,65.0,69.0,68.0,66.0,70.0,65.0,66.0,67.0,59.0,61.0,63.0,64.9
2020-03-13,69.0,73.0,69.0,78.0,69.0,73.0,73.0,67.0,68.0,70.0,78.0,73.0,73.0,79.0,72.0,76.0,75.0,66.0,73.0,72.0,72.3
2020-03-14,73.0,73.0,74.0,80.0,75.0,76.0,69.0,71.0,78.0,71.0,77.0,79.0,76.0,78.0,74.0,74.0,75.0,79.0,77.0,71.0,75.0
2020-03-15,76.0,79.0,81.0,79.0,79.0,78.0,74.0,75.0,77.0,80.0,77.0,83.0,76.0,75.0,72.0,79.0,80.0,70.0,82.0,81.0,77.65
2020-03-16,65.0,63.0,68.0,71.0,65.0,67.0,70.0,63.0,70.0,69.0,68.0,70.0,73.0,68.0,74.0,72.0,74.0,65.0,77.0,67.0,68.95
2020-03-17,62.0,61.0,52.0,61.0,64.0,55.0,58.0,65.0,52.0,63.0,57.0,64.0,60.0,60.0,53.0,61.0,55.0,64.0,54.0,59.0,59.0
2020-03-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-03-19,54.0,53.0,56.0,57.0,54.0,56.0,54.0,52.0,58.0,56.0,57.0,56.0,61.0,62.0,57.0,56.0,56.0,51.0,60.0,52.0,55.9
