,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,0.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,0.0,16.0,24.0,10.0,12.0,0.0,11.0,17.0,0.0,0.0,12.0,11.0,9.203211859172328
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0500308832612724
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,11.0,28.0,0.0,10.0,0.0,12.0,12.0,17.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,11.0,14.0,13.0,11.0,10.06794317479926
2020-02-03,0.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0,30.0,0.0,0.0,10.0,11.0,0.0,10.0,0.0,10.0,0.0,0.0,20.0,7.103150092649783
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,12.0,14.0,0.0,11.0,4.570722668313774
2020-02-05,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,3.2736256948733784
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,4.632489190858554
2020-02-09,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.7912291537986411
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0883261272390365
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.173563928350834
2020-02-13,0.0,11.0,0.0,11.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,22.0,6.7325509573810995
2020-02-14,0.0,0.0,14.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,12.0,11.0,4.941321803582458
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.335392217418159
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,12.0,0.0,12.0,10.0,0.0,0.0,0.0,17.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,12.0,15.0,0.0,12.0,6.238418777022853
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,19.0,22.0,27.0,0.0,19.0,0.0,24.0,12.0,32.0,8.0,0.0,10.0,12.0,0.0,22.0,0.0,11.0,27.0,12.0,0.0,15.873996294008647
2020-02-25,19.0,0.0,14.0,0.0,0.0,24.0,24.0,24.0,0.0,16.0,24.0,10.0,0.0,23.0,0.0,0.0,0.0,0.0,12.0,11.0,12.415071031500927
2020-02-26,9.0,11.0,0.0,11.0,19.0,12.0,0.0,11.0,0.0,8.0,12.0,10.0,0.0,11.0,11.0,9.0,11.0,13.0,35.0,32.0,13.897467572575664
2020-02-27,28.0,11.0,0.0,21.0,9.0,48.0,12.0,35.0,16.0,16.0,24.0,20.0,12.0,12.0,11.0,17.0,0.0,13.0,24.0,33.0,22.359481161210624
2020-02-28,0.0,11.0,28.0,11.0,9.0,24.0,0.0,0.0,33.0,8.0,25.0,10.0,25.0,12.0,0.0,27.0,0.0,0.0,0.0,11.0,14.45336627547869
2020-02-29,10.0,24.0,43.0,24.0,0.0,13.0,13.0,13.0,35.0,9.0,39.0,11.0,27.0,25.0,12.0,9.0,12.0,29.0,27.0,0.0,23.16244595429277
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,17.0,0.0,12.0,11.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,4.508956145768993
2020-03-02,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,2.9030265596046942
2020-03-03,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,12.0,11.0,4.632489190858554
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,0.0,22.0,13.0,0.0,0.0,23.0,12.0,12.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0,17.0,22.0,13.0,24.0,0.0,12.168004941321803
2020-03-06,9.0,0.0,13.0,0.0,18.0,24.0,0.0,12.0,0.0,24.0,36.0,10.0,0.0,23.0,11.0,17.0,0.0,13.0,0.0,0.0,12.970969734403953
2020-03-07,0.0,0.0,0.0,12.0,11.0,0.0,14.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,10.0,12.0,15.0,27.0,0.0,8.52378011117974
2020-03-08,10.0,11.0,14.0,0.0,19.0,0.0,12.0,12.0,16.0,0.0,0.0,10.0,12.0,0.0,33.0,0.0,11.0,13.0,12.0,11.0,12.106238418777023
