,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-03-28,85.0,82.0,84.0,85.0,82.0,79.0,81.0,82.0,83.0,82.0,81.0,79.0,78.0,82.0,78.0,81.0,76.0,80.0,83.0,86.0,81.65413533834587
2020-03-29,83.0,79.0,82.0,84.0,85.0,81.0,81.0,78.0,83.0,79.0,79.0,78.0,78.0,79.0,79.0,85.0,79.0,85.0,77.0,84.0,81.10275689223059
2020-03-30,61.0,58.0,59.0,61.0,62.0,59.0,58.0,61.0,60.0,58.0,59.0,60.0,61.0,60.0,59.0,61.0,61.0,66.0,59.0,63.0,60.45112781954887
2020-03-31,61.0,59.0,55.0,59.0,60.0,59.0,60.0,57.0,60.0,58.0,57.0,56.0,56.0,57.0,54.0,56.0,58.0,62.0,58.0,59.0,58.19548872180451
2020-04-01,58.0,56.0,57.0,63.0,63.0,61.0,59.0,59.0,58.0,60.0,62.0,59.0,61.0,63.0,56.0,59.0,57.0,62.0,62.0,60.0,59.899749373433586
2020-04-02,55.0,54.0,52.0,58.0,57.0,55.0,56.0,56.0,58.0,56.0,54.0,60.0,52.0,55.0,52.0,55.0,54.0,61.0,57.0,57.0,55.83959899749373
2020-04-03,96.0,91.0,94.0,95.0,94.0,94.0,96.0,96.0,96.0,91.0,97.0,99.0,89.0,98.0,91.0,92.0,98.0,100.0,97.0,97.0,95.28822055137844
2020-04-04,98.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0
2020-04-05,100.0,93.0,100.0,93.0,98.0,96.0,95.0,97.0,97.0,93.0,96.0,92.0,96.0,95.0,90.0,96.0,94.0,96.0,97.0,98.0,95.83959899749374
2020-04-06,50.0,47.0,46.0,50.0,47.0,49.0,47.0,44.0,47.0,46.0,47.0,46.0,47.0,47.0,44.0,47.0,47.0,52.0,48.0,51.0,47.56892230576441
