,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-02-14,35.0,29.0,22.0,23.0,27.0,9.0,11.0,26.0,28.0,9.0,45.0,23.0,11.0,26.0,42.0,11.0,31.0,0.0,11.0,38.0,24.87751769188895
2020-02-15,0.0,0.0,0.0,12.0,0.0,10.0,12.0,0.0,0.0,10.0,0.0,0.0,12.0,14.0,0.0,0.0,27.0,0.0,0.0,14.0,6.042460533478498
2020-02-16,9.0,10.0,0.0,0.0,18.0,9.0,11.0,13.0,9.0,18.0,11.0,0.0,22.0,13.0,0.0,11.0,25.0,0.0,11.0,13.0,11.050626020685902
2020-02-17,0.0,9.0,10.0,33.0,18.0,18.0,22.0,0.0,9.0,9.0,22.0,23.0,11.0,0.0,10.0,11.0,12.0,23.0,10.0,0.0,13.609145345672292
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,17.0,19.0,10.0,0.0,0.0,0.0,11.0,0.0,9.0,9.0,11.0,0.0,11.0,25.0,10.0,0.0,36.0,23.0,0.0,12.0,11.050626020685902
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,11.0,12.0,0.0,11.0,13.0,5.008165487207403
2020-02-21,18.0,21.0,23.0,12.0,9.0,39.0,48.0,0.0,10.0,10.0,36.0,25.0,36.0,27.0,22.0,12.0,27.0,12.0,34.0,27.0,24.38758845944475
2020-02-22,38.0,22.0,24.0,38.0,10.0,10.0,13.0,43.0,21.0,10.0,25.0,39.0,25.0,14.0,24.0,13.0,35.0,39.0,0.0,29.0,25.69406641262929
2020-02-23,0.0,21.0,23.0,0.0,10.0,10.0,12.0,27.0,19.0,19.0,24.0,12.0,12.0,0.0,22.0,12.0,13.0,0.0,0.0,0.0,12.847033206314645
2020-02-24,0.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,11.0,0.0,0.0,0.0,10.0,11.0,12.0,11.0,0.0,12.0,5.280348394120849
2020-02-25,0.0,10.0,31.0,11.0,9.0,27.0,22.0,12.0,9.0,17.0,33.0,11.0,11.0,24.0,0.0,32.0,24.0,34.0,0.0,25.0,18.6173108328797
2020-02-26,16.0,28.0,20.0,33.0,25.0,18.0,11.0,24.0,18.0,17.0,11.0,11.0,11.0,24.0,10.0,10.0,36.0,11.0,21.0,12.0,19.978225367446928
2020-02-27,25.0,47.0,40.0,22.0,26.0,26.0,32.0,62.0,35.0,17.0,11.0,11.0,11.0,24.0,20.0,32.0,30.0,44.0,31.0,24.0,31.02885138813283
2020-02-28,41.0,19.0,10.0,44.0,26.0,26.0,11.0,24.0,27.0,26.0,44.0,45.0,22.0,37.0,31.0,22.0,24.0,56.0,42.0,49.0,34.07729994556342
2020-02-29,17.0,20.0,0.0,0.0,9.0,37.0,45.0,39.0,9.0,9.0,11.0,23.0,23.0,13.0,21.0,11.0,32.0,24.0,22.0,13.0,20.577027762656503
2020-03-01,24.0,9.0,31.0,21.0,17.0,9.0,11.0,24.0,35.0,26.0,11.0,33.0,21.0,36.0,10.0,42.0,30.0,11.0,30.0,36.0,25.421883505715844
2020-03-02,24.0,9.0,20.0,10.0,8.0,8.0,0.0,35.0,17.0,17.0,31.0,0.0,0.0,47.0,10.0,31.0,11.0,32.0,30.0,23.0,19.760479041916167
2020-03-03,24.0,46.0,49.0,52.0,25.0,43.0,42.0,48.0,26.0,9.0,53.0,44.0,42.0,36.0,40.0,31.0,35.0,33.0,71.0,48.0,43.385955362003266
2020-03-04,31.0,27.0,29.0,20.0,49.0,42.0,30.0,11.0,25.0,41.0,61.0,11.0,40.0,11.0,48.0,40.0,17.0,11.0,49.0,34.0,34.131736526946106
2020-03-05,16.0,9.0,0.0,10.0,0.0,17.0,21.0,12.0,9.0,0.0,10.0,22.0,10.0,36.0,0.0,0.0,17.0,33.0,10.0,35.0,14.534567229178009
2020-03-06,16.0,37.0,51.0,11.0,9.0,26.0,32.0,24.0,26.0,26.0,43.0,33.0,32.0,61.0,20.0,52.0,41.0,11.0,21.0,36.0,33.097441480675016
2020-03-07,9.0,10.0,11.0,23.0,19.0,0.0,12.0,13.0,10.0,0.0,24.0,0.0,23.0,0.0,11.0,12.0,46.0,24.0,11.0,26.0,15.459989112683724
2020-03-08,32.0,0.0,0.0,21.0,26.0,9.0,53.0,0.0,17.0,17.0,32.0,33.0,42.0,24.0,30.0,31.0,29.0,22.0,20.0,24.0,25.149700598802397
2020-03-09,23.0,18.0,29.0,31.0,8.0,8.0,61.0,70.0,17.0,25.0,41.0,32.0,72.0,70.0,68.0,61.0,57.0,43.0,29.0,35.0,43.44039194338596
2020-03-10,8.0,18.0,40.0,42.0,8.0,25.0,10.0,35.0,17.0,9.0,21.0,11.0,0.0,23.0,10.0,31.0,34.0,0.0,10.0,12.0,19.81491562329886
2020-03-11,31.0,18.0,39.0,31.0,33.0,42.0,31.0,58.0,25.0,25.0,41.0,53.0,51.0,46.0,0.0,50.0,40.0,43.0,19.0,35.0,38.704409363092
2020-03-12,16.0,18.0,20.0,52.0,50.0,26.0,10.0,24.0,9.0,26.0,31.0,33.0,42.0,35.0,30.0,31.0,57.0,32.0,30.0,12.0,31.790963527490476
2020-03-13,67.0,59.0,43.0,100.0,18.0,80.0,100.0,63.0,72.0,45.0,100.0,58.0,100.0,51.0,42.0,66.0,99.0,35.0,64.0,62.0,72.07403375068046
2020-03-14,43.0,79.0,43.0,56.0,37.0,64.0,22.0,76.0,63.0,28.0,56.0,24.0,90.0,64.0,21.0,67.0,100.0,59.0,22.0,13.0,55.906369080021776
2020-03-15,38.0,52.0,47.0,60.0,48.0,49.0,91.0,79.0,65.0,41.0,71.0,42.0,50.0,78.0,65.0,89.0,77.0,52.0,67.0,100.0,68.64452912357105
2020-03-16,100.0,100.0,100.0,97.0,100.0,79.0,79.0,100.0,100.0,100.0,88.0,100.0,44.0,100.0,100.0,78.0,73.0,100.0,100.0,99.0,100.0
2020-03-17,20.0,46.0,58.0,44.0,42.0,49.0,43.0,50.0,36.0,64.0,70.0,45.0,69.0,69.0,50.0,76.0,58.0,64.0,58.0,59.0,58.24714207947741
2020-03-18,29.0,17.0,44.0,28.0,46.0,31.0,56.0,32.0,23.0,54.0,29.0,29.0,37.0,21.0,62.0,56.0,42.0,10.0,27.0,42.0,38.92215568862276
2020-03-19,22.0,34.0,28.0,29.0,32.0,24.0,20.0,67.0,39.0,40.0,19.0,40.0,19.0,45.0,46.0,19.0,60.0,51.0,47.0,44.0,39.46652150244965
2020-03-20,7.0,33.0,36.0,47.0,30.0,23.0,19.0,53.0,53.0,38.0,46.0,40.0,47.0,11.0,44.0,19.0,26.0,30.0,27.0,53.0,37.125748502994014
2020-03-21,24.0,36.0,49.0,21.0,0.0,42.0,20.0,70.0,25.0,58.0,31.0,43.0,41.0,82.0,48.0,71.0,40.0,21.0,49.0,23.0,43.22264561785521
2020-03-22,45.0,34.0,84.0,50.0,24.0,16.0,49.0,45.0,48.0,40.0,30.0,51.0,49.0,22.0,9.0,58.0,77.0,72.0,19.0,55.0,47.7408818726184
2020-03-23,32.0,59.0,78.0,51.0,27.0,48.0,34.0,48.0,28.0,61.0,84.0,53.0,33.0,47.0,80.0,100.0,56.0,35.0,57.0,56.0,58.08383233532935
2020-03-24,41.0,48.0,52.0,64.0,44.0,45.0,55.0,52.0,44.0,22.0,55.0,66.0,45.0,72.0,43.0,63.0,55.0,28.0,44.0,81.0,55.47087642896027
2020-03-25,7.0,32.0,26.0,27.0,36.0,0.0,53.0,10.0,29.0,15.0,36.0,37.0,36.0,10.0,43.0,44.0,20.0,37.0,26.0,40.0,30.702231899836693
2020-03-26,34.0,32.0,34.0,46.0,36.0,37.0,28.0,42.0,52.0,37.0,37.0,29.0,37.0,52.0,52.0,54.0,35.0,66.0,44.0,52.0,45.50898203592815
2020-03-27,46.0,60.0,33.0,26.0,42.0,21.0,61.0,30.0,42.0,43.0,86.0,73.0,51.0,69.0,49.0,26.0,72.0,63.0,17.0,68.0,53.23897659227001
2020-03-28,40.0,45.0,59.0,51.0,49.0,100.0,51.0,58.0,59.0,33.0,93.0,53.0,82.0,58.0,58.0,50.0,57.0,32.0,68.0,45.0,62.112139357648346
2020-03-29,22.0,61.0,37.0,70.0,32.0,65.0,40.0,34.0,16.0,57.0,70.0,72.0,49.0,45.0,47.0,50.0,60.0,51.0,48.0,77.0,54.599891126837235
2020-03-30,39.0,52.0,57.0,34.0,41.0,56.0,86.0,39.0,63.0,42.0,68.0,88.0,43.0,48.0,73.0,59.0,66.0,71.0,25.0,87.0,61.894393032117584
2020-03-31,19.0,30.0,32.0,34.0,27.0,42.0,26.0,10.0,48.0,21.0,42.0,53.0,25.0,58.0,32.0,25.0,28.0,35.0,41.0,48.0,36.799129014697876
2020-04-01,34.0,55.0,42.0,36.0,29.0,29.0,53.0,50.0,36.0,36.0,63.0,55.0,62.0,50.0,50.0,60.0,49.0,27.0,60.0,71.0,51.551442569406646
2020-04-02,40.0,31.0,33.0,26.0,21.0,7.0,26.0,60.0,22.0,57.0,43.0,45.0,9.0,50.0,25.0,43.0,24.0,73.0,8.0,30.0,36.63581927054981
2020-04-03,28.0,16.0,17.0,46.0,29.0,52.0,18.0,41.0,7.0,22.0,36.0,28.0,27.0,41.0,34.0,27.0,25.0,56.0,17.0,51.0,33.64180729450191
2020-04-04,8.0,19.0,10.0,11.0,0.0,17.0,11.0,24.0,0.0,17.0,11.0,11.0,0.0,12.0,20.0,11.0,36.0,33.0,10.0,0.0,14.207947740881874
2020-04-05,16.0,28.0,20.0,42.0,0.0,17.0,10.0,12.0,17.0,25.0,21.0,53.0,21.0,46.0,20.0,10.0,29.0,0.0,50.0,35.0,25.69406641262929
2020-04-06,12.0,7.0,15.0,24.0,13.0,20.0,40.0,18.0,7.0,19.0,32.0,17.0,32.0,18.0,30.0,16.0,13.0,42.0,16.0,18.0,22.26456178551987
2020-04-07,19.0,7.0,16.0,26.0,27.0,14.0,9.0,57.0,14.0,7.0,25.0,26.0,17.0,29.0,24.0,34.0,47.0,35.0,40.0,10.0,26.292868807838868
2020-04-08,7.0,15.0,8.0,0.0,14.0,14.0,9.0,10.0,7.0,7.0,18.0,9.0,17.0,30.0,0.0,18.0,20.0,27.0,26.0,20.0,15.024496461622212
2020-04-09,27.0,24.0,17.0,27.0,37.0,30.0,27.0,41.0,30.0,36.0,45.0,47.0,27.0,31.0,26.0,27.0,25.0,28.0,17.0,61.0,34.29504627109418
2020-04-10,14.0,40.0,27.0,9.0,22.0,15.0,18.0,42.0,30.0,15.0,18.0,10.0,27.0,42.0,9.0,37.0,10.0,29.0,53.0,41.0,27.653783342406097
2020-04-11,8.0,9.0,39.0,21.0,17.0,17.0,0.0,35.0,17.0,25.0,21.0,22.0,0.0,24.0,19.0,20.0,45.0,0.0,39.0,23.0,21.829069134458358
2020-04-12,8.0,46.0,10.0,10.0,42.0,25.0,10.0,24.0,25.0,17.0,41.0,22.0,31.0,24.0,19.0,10.0,12.0,43.0,30.0,23.0,25.69406641262929
2020-04-13,0.0,17.0,27.0,29.0,23.0,8.0,28.0,22.0,8.0,31.0,10.0,0.0,19.0,11.0,9.0,47.0,11.0,20.0,45.0,32.0,21.611322808927603
2020-04-14,20.0,24.0,17.0,18.0,21.0,22.0,9.0,10.0,14.0,14.0,36.0,0.0,36.0,30.0,17.0,35.0,34.0,18.0,9.0,10.0,21.448013064779534
2020-04-15,14.0,8.0,9.0,9.0,0.0,15.0,0.0,32.0,15.0,8.0,28.0,29.0,9.0,11.0,26.0,28.0,21.0,10.0,0.0,21.0,15.949918345127927
2020-04-16,7.0,24.0,9.0,9.0,22.0,15.0,9.0,32.0,15.0,23.0,28.0,20.0,18.0,32.0,18.0,18.0,26.0,29.0,9.0,21.0,20.90364725095264
2020-04-17,21.0,16.0,44.0,19.0,37.0,38.0,46.0,63.0,15.0,15.0,46.0,0.0,28.0,10.0,17.0,18.0,21.0,39.0,18.0,21.0,28.960261295590637
2020-04-18,39.0,53.0,10.0,31.0,33.0,33.0,20.0,23.0,25.0,41.0,30.0,11.0,40.0,11.0,29.0,40.0,45.0,52.0,19.0,34.0,33.6962438758846
2020-04-19,14.0,25.0,27.0,29.0,15.0,23.0,19.0,21.0,23.0,8.0,0.0,20.0,9.0,32.0,36.0,28.0,21.0,20.0,27.0,21.0,22.754491017964074
