date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-01-29,0.0,0.0,0.0,0.0,0.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,0.0,20.0,0.0,0.0,7.44288872512896
2020-01-30,0.0,0.0,0.0,0.0,0.0,23.0,25.0,23.0,0.0,21.0,22.0,32.0,0.0,0.0,21.0,0.0,21.0,0.0,26.0,24.0,17.53868828297716
2020-01-31,15.0,26.0,0.0,21.0,0.0,23.0,51.0,0.0,0.0,0.0,23.0,33.0,21.0,20.0,22.0,16.0,0.0,22.0,27.0,0.0,23.581429624170973
2020-02-01,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053058216654385
2020-02-02,0.0,25.0,27.0,22.0,0.0,0.0,0.0,24.0,0.0,21.0,23.0,33.0,0.0,0.0,0.0,16.0,0.0,22.0,27.0,0.0,17.686072218128224
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,24.0,25.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,15.0,20.0,20.0,0.0,23.0,13.927781871775975
2020-02-05,13.0,0.0,0.0,0.0,0.0,21.0,23.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,8.843036109064112
2020-02-06,14.0,25.0,26.0,21.0,63.0,22.0,0.0,0.0,0.0,21.0,0.0,32.0,21.0,40.0,43.0,16.0,0.0,0.0,78.0,0.0,31.098010316875463
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779661016949151
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.6949152542372878
2020-02-11,38.0,69.0,0.0,38.0,38.0,21.0,23.0,22.0,17.0,39.0,41.0,0.0,19.0,18.0,20.0,0.0,20.0,39.0,48.0,22.0,39.20412675018422
2020-02-12,0.0,0.0,72.0,0.0,19.0,21.0,23.0,43.0,0.0,0.0,41.0,29.0,19.0,18.0,40.0,15.0,19.0,19.0,0.0,0.0,27.85556374355195
2020-02-13,13.0,24.0,25.0,20.0,0.0,0.0,0.0,22.0,17.0,0.0,0.0,30.0,0.0,0.0,21.0,0.0,0.0,20.0,50.0,23.0,19.528371407516588
2020-02-14,0.0,0.0,0.0,0.0,0.0,22.0,24.0,45.0,0.0,20.0,0.0,0.0,0.0,39.0,21.0,0.0,0.0,20.0,0.0,0.0,14.075165806927046
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.9159911569638908
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.7686072218128226
2020-02-17,13.0,0.0,0.0,19.0,19.0,0.0,46.0,21.0,17.0,19.0,41.0,0.0,19.0,18.0,40.0,29.0,39.0,0.0,0.0,0.0,25.05526897568165
2020-02-18,13.0,0.0,0.0,0.0,19.0,21.0,23.0,21.0,0.0,20.0,21.0,0.0,0.0,0.0,20.0,15.0,0.0,19.0,0.0,23.0,15.843773028739868
2020-02-19,13.0,47.0,24.0,39.0,20.0,0.0,23.0,43.0,34.0,79.0,21.0,30.0,59.0,37.0,41.0,15.0,20.0,0.0,25.0,23.0,43.69933677229182
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,19.0,22.0,0.0,21.0,0.0,0.0,0.0,8.990420044215183
2020-02-22,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1370670596904944
2020-02-23,0.0,0.0,28.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,24.0,0.0,0.0,21.0,23.0,0.0,0.0,0.0,28.0,26.0,12.896094325718494
2020-02-24,40.0,71.0,74.0,20.0,20.0,21.0,0.0,44.0,17.0,59.0,21.0,30.0,60.0,56.0,41.0,0.0,80.0,40.0,50.0,46.0,58.216654384672076
2020-02-25,13.0,23.0,0.0,19.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,0.0,0.0,18.0,0.0,0.0,19.0,19.0,0.0,0.0,11.201179071481212
2020-02-26,12.0,44.0,23.0,55.0,0.0,39.0,44.0,0.0,16.0,18.0,0.0,0.0,0.0,17.0,19.0,14.0,18.0,19.0,23.0,22.0,28.224023581429623
2020-02-27,12.0,22.0,0.0,37.0,0.0,20.0,0.0,21.0,0.0,0.0,39.0,29.0,0.0,35.0,0.0,14.0,0.0,37.0,23.0,22.0,22.91820191599116
2020-02-28,40.0,0.0,25.0,40.0,40.0,64.0,47.0,22.0,52.0,80.0,85.0,0.0,100.0,38.0,41.0,60.0,80.0,20.0,99.0,0.0,68.75460574797347
2020-02-29,13.0,0.0,0.0,0.0,40.0,21.0,46.0,22.0,17.0,20.0,63.0,31.0,20.0,0.0,20.0,0.0,20.0,20.0,25.0,24.0,29.62417096536478
2020-03-01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,30.0,0.0,18.0,20.0,0.0,0.0,20.0,24.0,0.0,12.306558585114225
2020-03-02,12.0,21.0,22.0,18.0,72.0,97.0,43.0,100.0,16.0,54.0,57.0,27.0,73.0,69.0,56.0,27.0,74.0,36.0,23.0,63.0,70.7442888725129
2020-03-03,0.0,0.0,47.0,19.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,18.0,20.0,0.0,0.0,0.0,0.0,44.0,18.865143699336773
2020-03-04,12.0,0.0,23.0,0.0,18.0,20.0,0.0,21.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,19.0,18.0,0.0,43.0,15.622697126013264
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,19.0,56.0,0.0,0.0,19.0,0.0,18.0,0.0,0.0,21.0,10.980103168754606
2020-03-06,26.0,0.0,0.0,20.0,39.0,42.0,0.0,22.0,17.0,0.0,21.0,30.0,39.0,0.0,41.0,0.0,20.0,0.0,0.0,0.0,23.360353721444373
2020-03-07,14.0,51.0,53.0,0.0,21.0,23.0,50.0,47.0,37.0,0.0,45.0,32.0,21.0,20.0,44.0,16.0,21.0,43.0,53.0,50.0,47.236551215917466
