,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-01-29,0.0,25.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,26.0,49.0,33.0,0.0,20.0,31.0,32.0,50.0,0.0,23.599052880820835
2020-01-30,0.0,52.0,29.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,27.0,100.0,0.0,40.0,21.0,32.0,0.0,26.0,67.0,34.25414364640884
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.2099447513812156
2020-02-02,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,37.0,0.0,0.0,35.0,0.0,29.0,0.0,14.601420678768745
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0520915548539858
2020-02-06,34.0,0.0,30.0,0.0,0.0,21.0,37.0,35.0,0.0,37.0,0.0,0.0,0.0,34.0,0.0,21.0,33.0,0.0,0.0,0.0,22.257300710339383
2020-02-07,35.0,28.0,0.0,0.0,19.0,21.0,77.0,0.0,0.0,0.0,26.0,57.0,0.0,0.0,43.0,44.0,0.0,35.0,0.0,36.0,33.22809786898185
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,73.0,0.0,33.0,33.0,20.0,22.0,0.0,0.0,23.0,40.0,0.0,0.0,56.0,38.0,44.0,0.0,36.0,37.0,30.0,0.0,38.279400157853196
2020-02-10,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.420678768745067
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.1310181531176005
2020-02-13,0.0,27.0,0.0,0.0,0.0,21.0,37.0,35.0,0.0,37.0,0.0,0.0,0.0,0.0,41.0,21.0,33.0,0.0,27.0,0.0,22.020520915548538
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,38.0,31.0,0.0,35.0,0.0,0.0,0.0,0.0,24.0,0.0,29.0,0.0,0.0,0.0,46.0,25.0,0.0,0.0,0.0,40.0,21.152328334648775
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,32.0,26.0,0.0,0.0,18.0,0.0,0.0,33.0,0.0,0.0,0.0,26.0,50.0,0.0,39.0,0.0,32.0,0.0,0.0,33.0,22.809786898184687
2020-02-19,33.0,26.0,0.0,0.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,52.0,0.0,14.285714285714286
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,37.0,0.0,33.0,0.0,20.0,22.0,0.0,38.0,0.0,40.0,0.0,0.0,56.0,38.0,45.0,0.0,0.0,0.0,29.0,0.0,28.255722178374107
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,25.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,33.0,39.0,0.0,0.0,32.0,0.0,33.0,16.022099447513813
2020-02-25,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,37.0,19.0,0.0,31.0,37.0,31.0,17.995264404104184
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,18.0,0.0,22.0,0.0,0.0,29.0,35.0,18.0,0.0,29.0,0.0,30.0,16.81136543014996
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,25.0,28.0,0.0,17.0,19.0,0.0,32.0,0.0,0.0,24.0,26.0,0.0,0.0,39.0,0.0,0.0,0.0,25.0,0.0,18.547750591949487
2020-02-29,0.0,0.0,0.0,30.0,18.0,20.0,0.0,34.0,0.0,0.0,0.0,27.0,51.0,34.0,0.0,0.0,0.0,0.0,40.0,34.0,22.730860299921073
2020-03-01,32.0,26.0,29.0,29.0,18.0,0.0,0.0,0.0,20.0,35.0,0.0,0.0,50.0,0.0,39.0,0.0,0.0,0.0,26.0,34.0,26.67719021310181
2020-03-02,0.0,0.0,26.0,26.0,0.0,18.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,11.444356748224152
2020-03-03,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.1570639305445933
2020-03-04,0.0,23.0,0.0,27.0,16.0,18.0,65.0,30.0,18.0,0.0,22.0,48.0,0.0,60.0,36.0,19.0,29.0,0.0,0.0,30.0,34.806629834254146
2020-03-05,30.0,24.0,84.0,83.0,33.0,38.0,100.0,94.0,58.0,100.0,70.0,75.0,0.0,63.0,0.0,58.0,90.0,31.0,0.0,32.0,83.89897395422257
2020-03-06,60.0,48.0,0.0,0.0,0.0,0.0,0.0,92.0,19.0,33.0,46.0,100.0,46.0,31.0,37.0,19.0,30.0,0.0,0.0,62.0,49.171270718232044
2020-03-07,0.0,0.0,31.0,31.0,0.0,0.0,39.0,35.0,22.0,0.0,27.0,0.0,53.0,36.0,0.0,0.0,34.0,0.0,0.0,0.0,24.30939226519337
2020-03-08,0.0,0.0,0.0,0.0,19.0,0.0,37.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.156274664561957
2020-03-09,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2628255722178374
2020-03-10,31.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,48.0,32.0,38.0,20.0,0.0,0.0,25.0,0.0,18.23204419889503
2020-03-11,31.0,50.0,28.0,0.0,0.0,19.0,0.0,31.0,20.0,0.0,0.0,25.0,0.0,32.0,37.0,0.0,31.0,0.0,0.0,0.0,23.99368587213891
2020-03-12,30.0,0.0,55.0,27.0,33.0,37.0,33.0,31.0,0.0,65.0,23.0,25.0,46.0,31.0,36.0,19.0,30.0,0.0,24.0,31.0,45.461720599842145
2020-03-13,65.0,0.0,29.0,30.0,36.0,20.0,36.0,34.0,41.0,0.0,25.0,53.0,0.0,33.0,39.0,42.0,64.0,33.0,26.0,34.0,50.51302288871349
2020-03-14,34.0,0.0,31.0,63.0,19.0,0.0,38.0,35.0,22.0,0.0,26.0,29.0,52.0,72.0,42.0,22.0,68.0,0.0,27.0,35.0,48.53985793212313
2020-03-15,0.0,0.0,0.0,28.0,17.0,0.0,0.0,0.0,19.0,0.0,0.0,25.0,47.0,0.0,0.0,19.0,0.0,31.0,0.0,0.0,14.68034727703236
2020-03-16,0.0,21.0,24.0,24.0,22.0,16.0,30.0,55.0,34.0,58.0,20.0,22.0,82.0,55.0,0.0,34.0,53.0,0.0,64.0,0.0,48.46093133385951
2020-03-17,27.0,44.0,25.0,50.0,30.0,17.0,60.0,56.0,18.0,89.0,42.0,0.0,84.0,28.0,67.0,0.0,54.0,28.0,22.0,85.0,65.19337016574586
2020-03-18,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,30.0,35.0,30.0,12.54932912391476
2020-03-19,30.0,48.0,54.0,27.0,17.0,18.0,33.0,0.0,38.0,33.0,46.0,50.0,46.0,61.0,0.0,0.0,0.0,90.0,0.0,31.0,49.09234411996843
2020-03-20,29.0,23.0,0.0,0.0,48.0,0.0,32.0,30.0,37.0,0.0,22.0,24.0,0.0,30.0,70.0,0.0,29.0,29.0,58.0,30.0,38.752959747434886
2020-03-21,100.0,80.0,61.0,61.0,46.0,0.0,0.0,35.0,21.0,36.0,76.0,55.0,51.0,34.0,81.0,21.0,100.0,100.0,54.0,69.0,85.31965272296763
2020-03-22,32.0,51.0,89.0,0.0,36.0,0.0,72.0,67.0,21.0,71.0,25.0,27.0,98.0,99.0,0.0,0.0,64.0,65.0,39.0,67.0,72.8492501973165
2020-03-23,51.0,41.0,47.0,23.0,100.0,31.0,28.0,27.0,16.0,56.0,59.0,43.0,0.0,80.0,31.0,33.0,25.0,52.0,62.0,80.0,69.85003946329913
2020-03-24,28.0,69.0,0.0,52.0,31.0,18.0,63.0,30.0,0.0,31.0,44.0,24.0,0.0,0.0,70.0,18.0,57.0,58.0,46.0,0.0,50.43409629044988
2020-03-25,28.0,23.0,25.0,0.0,0.0,34.0,0.0,0.0,0.0,30.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,28.0,22.0,29.0,24.072612470402525
