date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-01-29,0.0,0.0,40.0,29.0,0.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,0.0,21.0,46.0,0.0,0.0,29.0,0.0,21.0,15.384615384615385
2020-01-30,20.0,0.0,0.0,89.0,62.0,0.0,42.0,0.0,0.0,51.0,0.0,0.0,0.0,87.0,24.0,17.0,52.0,91.0,50.0,44.0,42.07357859531773
2020-01-31,20.0,0.0,0.0,0.0,21.0,0.0,0.0,22.0,0.0,0.0,0.0,50.0,14.0,22.0,0.0,0.0,17.0,0.0,0.0,0.0,11.103678929765888
2020-02-01,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,23.0,5.484949832775919
2020-02-02,0.0,0.0,43.0,31.0,21.0,0.0,21.0,22.0,45.0,26.0,76.0,0.0,28.0,67.0,25.0,18.0,0.0,31.0,0.0,22.0,31.839464882943144
2020-02-03,18.0,0.0,0.0,52.0,37.0,0.0,36.0,37.0,20.0,46.0,65.0,0.0,0.0,20.0,0.0,0.0,15.0,27.0,0.0,0.0,24.94983277591973
2020-02-04,60.0,73.0,0.0,29.0,21.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,18.0,30.0,0.0,0.0,18.327759197324415
2020-02-05,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,30.0,26.0,0.0,8.494983277591974
2020-02-06,0.0,0.0,0.0,0.0,64.0,56.0,43.0,22.0,46.0,54.0,76.0,0.0,0.0,23.0,25.0,36.0,53.0,62.0,26.0,0.0,39.197324414715716
2020-02-07,22.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,8.62876254180602
2020-02-08,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,24.0,26.0,0.0,19.0,33.0,0.0,0.0,10.234113712374581
2020-02-09,0.0,25.0,0.0,30.0,21.0,0.0,0.0,22.0,0.0,0.0,25.0,0.0,0.0,22.0,0.0,18.0,18.0,0.0,0.0,22.0,13.578595317725753
