,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-02-26,37.0,22.0,86.0,12.0,47.0,37.0,28.0,22.0,39.0,0.0,11.0,22.0,67.0,80.0,33.0,21.0,79.0,34.0,30.0,12.0,52.06372194062275
2020-02-27,38.0,0.0,44.0,62.0,10.0,13.0,10.0,12.0,14.0,13.0,0.0,35.0,14.0,27.0,11.0,0.0,45.0,35.0,0.0,12.0,28.602461984069517
2020-02-28,28.0,12.0,32.0,13.0,10.0,41.0,30.0,25.0,0.0,13.0,0.0,37.0,15.0,29.0,12.0,23.0,12.0,37.0,33.0,38.0,31.860970311368575
2020-02-29,41.0,37.0,32.0,40.0,21.0,55.0,10.0,37.0,29.0,53.0,25.0,25.0,59.0,0.0,48.0,23.0,38.0,25.0,82.0,51.0,52.93265749456915
2020-03-01,28.0,25.0,16.0,26.0,10.0,0.0,21.0,12.0,29.0,13.0,25.0,12.0,29.0,59.0,37.0,23.0,12.0,62.0,33.0,26.0,36.06082548877625
2020-03-02,25.0,35.0,58.0,0.0,28.0,25.0,28.0,11.0,14.0,49.0,23.0,22.0,0.0,65.0,45.0,11.0,46.0,11.0,30.0,35.0,40.622737146994936
2020-03-03,0.0,48.0,15.0,0.0,10.0,52.0,0.0,24.0,28.0,76.0,48.0,0.0,14.0,14.0,12.0,22.0,0.0,12.0,47.0,12.0,31.426502534395368
2020-03-04,13.0,35.0,0.0,25.0,10.0,50.0,0.0,34.0,27.0,25.0,23.0,12.0,14.0,14.0,22.0,32.0,12.0,11.0,45.0,24.0,30.99203475742216
2020-03-05,26.0,37.0,15.0,0.0,20.0,39.0,0.0,12.0,28.0,0.0,12.0,12.0,14.0,14.0,0.0,22.0,24.0,23.0,31.0,12.0,24.692251991310645
2020-03-06,14.0,24.0,47.0,26.0,21.0,27.0,40.0,49.0,29.0,13.0,25.0,24.0,14.0,14.0,24.0,11.0,12.0,12.0,33.0,38.0,35.98841419261405
2020-03-07,0.0,26.0,17.0,0.0,11.0,44.0,0.0,26.0,15.0,57.0,67.0,0.0,0.0,15.0,13.0,12.0,0.0,0.0,0.0,41.0,24.90948587979725
2020-03-08,44.0,26.0,17.0,28.0,33.0,44.0,32.0,66.0,0.0,56.0,40.0,13.0,46.0,62.0,52.0,37.0,53.0,54.0,34.0,68.0,58.29109341057205
2020-03-09,13.0,0.0,15.0,24.0,0.0,13.0,19.0,23.0,14.0,38.0,23.0,35.0,0.0,68.0,0.0,22.0,35.0,34.0,16.0,36.0,30.99203475742216
2020-03-10,13.0,12.0,31.0,13.0,10.0,0.0,10.0,24.0,29.0,13.0,12.0,24.0,14.0,14.0,24.0,11.0,12.0,0.0,16.0,12.0,21.288921071687184
2020-03-11,54.0,36.0,47.0,26.0,51.0,40.0,49.0,49.0,28.0,40.0,49.0,24.0,100.0,43.0,48.0,34.0,49.0,36.0,48.0,0.0,61.62201303403331
2020-03-12,26.0,35.0,15.0,37.0,39.0,39.0,38.0,35.0,69.0,51.0,47.0,47.0,27.0,14.0,23.0,33.0,12.0,35.0,31.0,60.0,51.629254163649534
2020-03-13,0.0,12.0,16.0,26.0,10.0,13.0,10.0,12.0,0.0,13.0,12.0,12.0,0.0,15.0,0.0,22.0,25.0,13.0,16.0,12.0,17.30629978276611
2020-03-14,44.0,27.0,34.0,14.0,11.0,15.0,32.0,0.0,0.0,29.0,27.0,40.0,32.0,62.0,0.0,12.0,26.0,13.0,18.0,14.0,32.58508327299059
2020-03-15,85.0,44.0,100.0,83.0,46.0,61.0,36.0,67.0,52.0,36.0,44.0,33.0,53.0,64.0,55.0,61.0,44.0,33.0,30.0,46.0,77.697320782042
2020-03-16,33.0,51.0,26.0,53.0,42.0,34.0,41.0,31.0,0.0,33.0,20.0,60.0,94.0,47.0,40.0,9.0,41.0,51.0,54.0,31.0,57.27733526430123
2020-03-17,34.0,92.0,26.0,11.0,17.0,34.0,0.0,42.0,61.0,45.0,72.0,21.0,37.0,12.0,100.0,67.0,31.0,20.0,41.0,53.0,59.08761766835626
2020-03-18,74.0,67.0,72.0,70.0,55.0,49.0,45.0,66.0,53.0,48.0,33.0,88.0,79.0,65.0,87.0,41.0,22.0,100.0,44.0,34.0,86.31426502534396
2020-03-19,100.0,11.0,72.0,48.0,46.0,12.0,46.0,34.0,27.0,37.0,11.0,79.0,81.0,81.0,55.0,31.0,57.0,66.0,60.0,12.0,69.94931209268645
2020-03-20,60.0,65.0,56.0,69.0,45.0,71.0,17.0,55.0,63.0,58.0,54.0,43.0,25.0,63.0,63.0,40.0,55.0,65.0,100.0,56.0,81.31788559015207
2020-03-21,27.0,100.0,96.0,52.0,62.0,69.0,41.0,86.0,58.0,53.0,63.0,74.0,59.0,15.0,86.0,57.0,74.0,49.0,33.0,38.0,86.31426502534396
2020-03-22,40.0,85.0,79.0,13.0,20.0,26.0,20.0,49.0,100.0,39.0,60.0,48.0,56.0,56.0,84.0,100.0,37.0,36.0,65.0,100.0,80.59377262853005
2020-03-23,10.0,28.0,49.0,30.0,16.0,41.0,15.0,66.0,55.0,100.0,47.0,19.0,22.0,33.0,37.0,43.0,28.0,28.0,51.0,48.0,55.46705286024619
2020-03-24,67.0,71.0,79.0,65.0,42.0,78.0,33.0,61.0,95.0,76.0,61.0,71.0,83.0,71.0,60.0,84.0,41.0,51.0,40.0,63.0,93.55539464156408
2020-03-25,81.0,52.0,53.0,77.0,34.0,46.0,60.0,41.0,24.0,90.0,41.0,51.0,97.0,60.0,40.0,39.0,82.0,61.0,68.0,42.0,82.47646632874729
2020-03-26,34.0,52.0,67.0,100.0,26.0,45.0,34.0,73.0,72.0,33.0,63.0,51.0,61.0,61.0,80.0,48.0,62.0,41.0,14.0,64.0,78.27661115133961
2020-03-27,56.0,30.0,39.0,63.0,58.0,44.0,100.0,20.0,47.0,86.0,100.0,60.0,71.0,94.0,10.0,73.0,100.0,69.0,65.0,20.0,87.25561187545257
2020-03-28,67.0,48.0,61.0,38.0,49.0,40.0,19.0,36.0,56.0,39.0,24.0,36.0,70.0,42.0,47.0,44.0,59.0,59.0,16.0,37.0,64.22881969587256
2020-03-29,0.0,47.0,31.0,25.0,19.0,53.0,19.0,47.0,42.0,90.0,60.0,23.0,41.0,41.0,46.0,11.0,24.0,12.0,31.0,48.0,51.41202027516293
2020-03-30,89.0,60.0,78.0,64.0,100.0,100.0,74.0,60.0,72.0,76.0,41.0,100.0,48.0,48.0,89.0,37.0,10.0,90.0,93.0,52.0,100.0
2020-03-31,55.0,60.0,38.0,53.0,0.0,44.0,8.0,59.0,47.0,43.0,30.0,10.0,23.0,23.0,50.0,28.0,30.0,20.0,92.0,51.0,55.3222302679218
2020-04-01,44.0,60.0,51.0,42.0,33.0,88.0,16.0,100.0,59.0,98.0,70.0,30.0,70.0,12.0,59.0,74.0,20.0,29.0,67.0,31.0,76.24909485879797
2020-04-02,23.0,61.0,39.0,32.0,26.0,23.0,0.0,41.0,49.0,77.0,31.0,10.0,37.0,61.0,41.0,38.0,52.0,21.0,54.0,31.0,54.091238233164376
2020-04-03,47.0,54.0,14.0,81.0,35.0,47.0,44.0,43.0,63.0,0.0,64.0,74.0,63.0,37.0,21.0,30.0,54.0,85.0,42.0,55.0,69.00796524257784
2020-04-04,27.0,25.0,80.0,52.0,31.0,27.0,40.0,49.0,14.0,13.0,24.0,72.0,71.0,71.0,48.0,22.0,73.0,12.0,32.0,25.0,58.50832729905866
2020-04-05,41.0,0.0,32.0,40.0,31.0,13.0,30.0,25.0,14.0,40.0,25.0,49.0,44.0,29.0,12.0,23.0,12.0,24.0,49.0,13.0,39.53656770456191
2020-04-06,46.0,31.0,53.0,54.0,34.0,11.0,8.0,31.0,37.0,33.0,31.0,10.0,73.0,36.0,31.0,19.0,41.0,41.0,54.0,42.0,51.84648805213613
2020-04-07,23.0,32.0,27.0,45.0,35.0,24.0,26.0,21.0,63.0,23.0,53.0,42.0,25.0,12.0,10.0,20.0,32.0,52.0,14.0,0.0,41.92614047791456
2020-04-08,0.0,31.0,41.0,45.0,18.0,46.0,52.0,11.0,13.0,57.0,21.0,32.0,50.0,50.0,21.0,30.0,63.0,21.0,28.0,22.0,47.21216509775525
2020-04-09,24.0,22.0,14.0,12.0,18.0,71.0,9.0,54.0,64.0,47.0,43.0,32.0,13.0,25.0,21.0,30.0,11.0,0.0,57.0,67.0,45.90876176683563
2020-04-10,25.0,33.0,28.0,24.0,37.0,48.0,9.0,55.0,91.0,35.0,33.0,22.0,26.0,26.0,11.0,31.0,34.0,0.0,73.0,23.0,48.081100651701675
2020-04-11,66.0,24.0,45.0,38.0,10.0,0.0,10.0,24.0,56.0,0.0,12.0,23.0,42.0,55.0,0.0,22.0,12.0,34.0,47.0,24.0,39.39174511223751
2020-04-12,26.0,12.0,47.0,50.0,10.0,52.0,49.0,24.0,43.0,26.0,12.0,24.0,86.0,56.0,24.0,44.0,24.0,59.0,64.0,12.0,53.87400434467778
2020-04-13,84.0,54.0,84.0,34.0,36.0,83.0,26.0,43.0,64.0,12.0,32.0,43.0,77.0,100.0,32.0,10.0,76.0,64.0,29.0,11.0,71.9768283852281
2020-04-14,23.0,0.0,41.0,34.0,18.0,12.0,17.0,0.0,25.0,23.0,21.0,32.0,12.0,37.0,21.0,10.0,11.0,0.0,0.0,11.0,25.19913106444605
2020-04-15,34.0,31.0,67.0,33.0,26.0,11.0,42.0,32.0,12.0,23.0,11.0,41.0,36.0,12.0,21.0,10.0,10.0,41.0,41.0,11.0,39.46415640839971
2020-04-16,23.0,62.0,27.0,22.0,26.0,11.0,34.0,31.0,73.0,56.0,31.0,63.0,49.0,49.0,72.0,29.0,32.0,10.0,69.0,42.0,58.72556118754525
2020-04-17,23.0,31.0,40.0,33.0,0.0,35.0,17.0,10.0,37.0,11.0,31.0,20.0,36.0,24.0,30.0,0.0,52.0,20.0,0.0,11.0,33.3816075307748
2020-04-18,38.0,11.0,73.0,36.0,47.0,13.0,46.0,11.0,13.0,37.0,0.0,45.0,67.0,67.0,0.0,10.0,80.0,89.0,15.0,0.0,50.54308472121651
2020-04-19,36.0,22.0,28.0,23.0,36.0,24.0,0.0,11.0,13.0,24.0,22.0,33.0,52.0,51.0,11.0,20.0,11.0,0.0,29.0,34.0,34.757422157856624
