,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,6.0,15.0,7.0,6.0,11.0,7.0,0.0,0.0,10.0,6.0,18.0,0.0,14.0,0.0,4.0,19.0,7.0,0.0,0.0,0.0,7.678676904902539
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06320141760189
2020-01-31,0.0,8.0,35.0,12.0,11.0,14.0,14.0,12.0,11.0,20.0,18.0,8.0,14.0,11.0,9.0,33.0,30.0,21.0,29.0,15.0,19.19669226225635
2020-02-01,0.0,0.0,8.0,6.0,0.0,0.0,0.0,6.0,0.0,14.0,7.0,8.0,8.0,6.0,0.0,7.0,8.0,0.0,8.0,8.0,5.552274069698759
2020-02-02,6.0,8.0,14.0,6.0,5.0,7.0,0.0,0.0,0.0,7.0,6.0,7.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,4.843473124630832
2020-02-03,0.0,7.0,0.0,8.0,0.0,6.0,12.0,0.0,9.0,6.0,5.0,7.0,0.0,10.0,0.0,0.0,7.0,0.0,12.0,7.0,5.670407560543413
2020-02-04,0.0,8.0,0.0,9.0,6.0,7.0,0.0,12.0,5.0,0.0,0.0,7.0,7.0,6.0,0.0,13.0,8.0,7.0,0.0,15.0,6.497341996455995
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,7.0,6.0,6.0,14.0,0.0,0.0,11.0,7.0,6.0,8.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,4.548139397519196
2020-02-07,13.0,0.0,7.0,12.0,0.0,7.0,7.0,6.0,0.0,7.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,16.0,5.552274069698759
2020-02-08,0.0,8.0,22.0,12.0,0.0,11.0,22.0,6.0,0.0,21.0,13.0,0.0,15.0,12.0,5.0,7.0,24.0,7.0,15.0,0.0,11.813349084465445
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,7.0,2.12640283520378
2020-02-10,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,1.4766686355581806
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4134672179562906
2020-02-13,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4134672179562906
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8860011813349083
2020-02-17,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.9450679267572356
2020-02-18,6.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,3.425871234494979
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,8.0,0.0,6.0,6.0,7.0,0.0,6.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0,4.134672179562906
2020-02-22,7.0,9.0,0.0,13.0,6.0,0.0,16.0,7.0,0.0,7.0,14.0,8.0,8.0,7.0,0.0,0.0,0.0,16.0,16.0,9.0,8.446544595392794
2020-02-23,13.0,0.0,15.0,12.0,0.0,14.0,8.0,6.0,0.0,14.0,13.0,16.0,0.0,6.0,5.0,21.0,8.0,7.0,0.0,0.0,9.332545776727702
2020-02-24,24.0,15.0,7.0,11.0,11.0,20.0,28.0,17.0,15.0,13.0,18.0,15.0,14.0,17.0,4.0,13.0,30.0,14.0,0.0,29.0,18.606024808033077
2020-02-25,31.0,22.0,21.0,12.0,27.0,10.0,14.0,17.0,41.0,32.0,6.0,30.0,21.0,22.0,0.0,0.0,22.0,41.0,28.0,30.0,25.221500295333726
2020-02-26,6.0,15.0,14.0,9.0,5.0,13.0,14.0,11.0,10.0,6.0,6.0,15.0,0.0,6.0,4.0,6.0,0.0,14.0,21.0,7.0,10.750147666863555
2020-02-27,12.0,7.0,7.0,14.0,16.0,20.0,14.0,17.0,5.0,13.0,18.0,14.0,7.0,28.0,17.0,6.0,7.0,13.0,21.0,43.0,17.66095688127584
2020-02-28,12.0,15.0,14.0,29.0,16.0,26.0,21.0,11.0,10.0,13.0,6.0,37.0,41.0,11.0,13.0,19.0,22.0,21.0,14.0,29.0,22.445363260484346
2020-02-29,25.0,31.0,14.0,24.0,6.0,10.0,21.0,12.0,27.0,20.0,19.0,38.0,58.0,6.0,9.0,20.0,31.0,29.0,37.0,31.0,27.643236857649143
2020-03-01,12.0,0.0,14.0,28.0,21.0,26.0,20.0,11.0,10.0,13.0,0.0,7.0,0.0,5.0,4.0,6.0,7.0,7.0,20.0,22.0,13.762551683402243
2020-03-02,6.0,21.0,20.0,8.0,10.0,13.0,7.0,5.0,5.0,12.0,17.0,14.0,13.0,5.0,0.0,12.0,7.0,0.0,13.0,0.0,11.104548139397519
2020-03-03,18.0,22.0,46.0,22.0,31.0,16.0,20.0,28.0,15.0,0.0,23.0,29.0,47.0,27.0,13.0,43.0,43.0,33.0,34.0,29.0,31.836975782634376
2020-03-04,17.0,14.0,6.0,22.0,20.0,16.0,39.0,21.0,34.0,30.0,22.0,14.0,26.0,10.0,8.0,12.0,7.0,39.0,26.0,21.0,23.862965150620198
2020-03-05,18.0,14.0,7.0,14.0,10.0,6.0,13.0,6.0,10.0,12.0,6.0,22.0,13.0,22.0,4.0,18.0,7.0,0.0,7.0,14.0,13.171884229178971
2020-03-06,24.0,22.0,14.0,14.0,5.0,16.0,14.0,17.0,20.0,19.0,23.0,36.0,34.0,11.0,9.0,25.0,22.0,34.0,28.0,22.0,24.158298877731834
2020-03-07,13.0,16.0,7.0,12.0,23.0,14.0,22.0,31.0,11.0,14.0,19.0,0.0,7.0,6.0,5.0,14.0,24.0,22.0,15.0,8.0,16.715888954518604
2020-03-08,23.0,7.0,14.0,11.0,0.0,13.0,13.0,6.0,0.0,13.0,0.0,7.0,13.0,0.0,4.0,12.0,22.0,13.0,7.0,22.0,11.813349084465445
2020-03-09,17.0,28.0,26.0,14.0,31.0,13.0,19.0,11.0,24.0,24.0,17.0,7.0,13.0,32.0,21.0,12.0,0.0,13.0,7.0,35.0,21.50029533372711
2020-03-10,23.0,21.0,20.0,17.0,16.0,22.0,13.0,17.0,10.0,19.0,11.0,21.0,26.0,21.0,8.0,6.0,7.0,13.0,20.0,36.0,20.49616066154755
2020-03-11,17.0,21.0,19.0,16.0,26.0,19.0,13.0,11.0,24.0,25.0,17.0,7.0,13.0,21.0,4.0,24.0,7.0,13.0,19.0,14.0,19.492025989367985
2020-03-12,41.0,35.0,39.0,44.0,42.0,57.0,46.0,28.0,35.0,37.0,17.0,36.0,27.0,27.0,21.0,12.0,35.0,46.0,40.0,21.0,40.519787359716474
2020-03-13,80.0,76.0,92.0,100.0,82.0,81.0,99.0,100.0,100.0,78.0,55.0,91.0,71.0,75.0,62.0,91.0,99.0,78.0,100.0,83.0,100.0
2020-03-14,100.0,100.0,100.0,95.0,51.0,92.0,57.0,60.0,47.0,100.0,68.0,100.0,100.0,94.0,63.0,80.0,100.0,86.0,94.0,100.0,99.64559952746603
2020-03-15,89.0,75.0,88.0,71.0,100.0,100.0,77.0,90.0,81.0,42.0,100.0,61.0,82.0,76.0,100.0,100.0,95.0,57.0,90.0,74.0,97.34199645599527
2020-03-16,93.0,78.0,100.0,70.0,57.0,83.0,100.0,89.0,71.0,83.0,72.0,83.0,61.0,100.0,57.0,72.0,78.0,100.0,95.0,60.0,94.6249261665682
2020-03-17,34.0,54.0,61.0,30.0,43.0,21.0,44.0,37.0,33.0,62.0,43.0,59.0,55.0,36.0,35.0,35.0,36.0,56.0,33.0,60.0,51.21086828115771
2020-03-18,26.0,77.0,24.0,35.0,23.0,31.0,48.0,25.0,35.0,39.0,36.0,51.0,42.0,48.0,15.0,28.0,45.0,48.0,48.0,25.0,44.2409923213231
2020-03-19,11.0,13.0,12.0,31.0,15.0,48.0,43.0,26.0,23.0,23.0,16.0,40.0,31.0,5.0,20.0,17.0,27.0,19.0,25.0,40.0,28.647371529828703
2020-03-20,37.0,19.0,18.0,52.0,33.0,37.0,53.0,30.0,18.0,22.0,41.0,26.0,48.0,19.0,19.0,33.0,26.0,36.0,37.0,32.0,37.566450088600114
2020-03-21,40.0,56.0,79.0,33.0,30.0,50.0,33.0,27.0,29.0,48.0,28.0,64.0,52.0,42.0,21.0,36.0,63.0,46.0,39.0,56.0,51.50620200826934
2020-03-22,38.0,60.0,56.0,40.0,34.0,49.0,57.0,52.0,19.0,35.0,43.0,33.0,25.0,31.0,44.0,29.0,41.0,44.0,51.0,20.0,47.3124630832841
