,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-02-16,8.0,0.0,9.0,7.0,6.0,16.0,5.0,6.0,4.0,7.0,7.0,4.0,10.0,5.0,10.0,2.0,7.0,7.0,2.0,5.0,6.576903158984982
2020-02-17,5.0,3.0,2.0,3.0,7.0,6.0,5.0,7.0,4.0,8.0,0.0,3.0,2.0,4.0,6.0,2.0,5.0,5.0,3.0,7.0,4.505437597099948
2020-02-18,9.0,7.0,7.0,8.0,9.0,11.0,5.0,9.0,10.0,6.0,12.0,11.0,4.0,7.0,11.0,2.0,7.0,3.0,3.0,7.0,7.664422578974625
2020-02-19,15.0,16.0,11.0,0.0,9.0,9.0,11.0,7.0,8.0,11.0,5.0,9.0,10.0,4.0,4.0,7.0,11.0,5.0,5.0,6.0,8.441222164681513
2020-02-20,11.0,9.0,2.0,5.0,7.0,9.0,2.0,2.0,6.0,6.0,2.0,9.0,12.0,7.0,6.0,4.0,9.0,7.0,2.0,4.0,6.266183324702227
2020-02-21,8.0,9.0,12.0,11.0,8.0,5.0,14.0,6.0,6.0,11.0,9.0,11.0,8.0,11.0,14.0,9.0,13.0,9.0,7.0,6.0,9.684101501812533
2020-02-22,2.0,4.0,6.0,4.0,8.0,7.0,5.0,8.0,9.0,5.0,4.0,6.0,6.0,4.0,9.0,2.0,2.0,2.0,7.0,4.0,5.385810460901087
2020-02-23,19.0,19.0,33.0,21.0,16.0,20.0,25.0,27.0,18.0,32.0,24.0,20.0,12.0,16.0,26.0,32.0,16.0,12.0,17.0,24.0,22.216468151216986
2020-02-24,25.0,13.0,16.0,20.0,25.0,23.0,18.0,15.0,19.0,16.0,19.0,21.0,26.0,19.0,23.0,24.0,14.0,21.0,22.0,17.0,20.507509062661835
2020-02-25,33.0,36.0,39.0,30.0,29.0,48.0,26.0,42.0,46.0,37.0,36.0,38.0,37.0,27.0,36.0,31.0,31.0,33.0,38.0,38.0,36.82030036250647
2020-02-26,48.0,44.0,43.0,52.0,52.0,68.0,41.0,53.0,60.0,49.0,39.0,55.0,48.0,51.0,58.0,42.0,49.0,41.0,47.0,46.0,51.06162610046608
2020-02-27,28.0,17.0,22.0,24.0,28.0,36.0,19.0,24.0,19.0,24.0,24.0,30.0,21.0,27.0,25.0,23.0,20.0,19.0,19.0,27.0,24.6504401864319
2020-02-28,35.0,31.0,30.0,50.0,40.0,42.0,34.0,36.0,54.0,43.0,32.0,33.0,40.0,38.0,54.0,38.0,43.0,36.0,36.0,31.0,40.18643190056965
2020-02-29,39.0,35.0,40.0,38.0,39.0,37.0,41.0,32.0,49.0,46.0,30.0,40.0,32.0,34.0,42.0,39.0,48.0,46.0,45.0,39.0,40.963231486276534
2020-03-01,42.0,33.0,25.0,34.0,41.0,40.0,37.0,35.0,39.0,39.0,33.0,39.0,39.0,38.0,32.0,49.0,23.0,30.0,30.0,30.0,36.6649404453651
2020-03-02,28.0,40.0,42.0,30.0,51.0,33.0,51.0,45.0,39.0,52.0,52.0,36.0,50.0,46.0,42.0,34.0,42.0,40.0,38.0,46.0,43.34541688244433
2020-03-03,34.0,22.0,27.0,28.0,39.0,38.0,28.0,26.0,31.0,39.0,33.0,36.0,33.0,32.0,23.0,28.0,30.0,23.0,31.0,23.0,31.27912998446401
2020-03-04,41.0,34.0,33.0,38.0,31.0,42.0,33.0,38.0,46.0,51.0,39.0,30.0,45.0,30.0,35.0,44.0,33.0,34.0,32.0,39.0,38.73640600725013
2020-03-05,47.0,42.0,43.0,35.0,48.0,42.0,38.0,30.0,47.0,36.0,28.0,43.0,33.0,50.0,53.0,39.0,47.0,46.0,39.0,53.0,43.448990160538585
2020-03-06,53.0,52.0,45.0,53.0,48.0,78.0,41.0,39.0,54.0,50.0,54.0,32.0,56.0,46.0,50.0,41.0,44.0,48.0,50.0,38.0,50.33661315380632
2020-03-07,29.0,26.0,40.0,29.0,43.0,50.0,38.0,29.0,52.0,37.0,31.0,22.0,29.0,31.0,31.0,45.0,26.0,23.0,29.0,26.0,34.4899016053858
2020-03-08,49.0,39.0,53.0,50.0,42.0,70.0,51.0,59.0,51.0,74.0,53.0,45.0,48.0,55.0,50.0,49.0,55.0,45.0,42.0,49.0,53.288451579492495
2020-03-09,45.0,42.0,52.0,41.0,41.0,60.0,48.0,40.0,49.0,51.0,47.0,55.0,51.0,32.0,47.0,49.0,34.0,43.0,45.0,34.0,46.91869497669602
2020-03-10,33.0,35.0,40.0,37.0,41.0,53.0,38.0,42.0,53.0,59.0,57.0,41.0,38.0,46.0,38.0,34.0,38.0,34.0,37.0,31.0,42.72397721387882
2020-03-11,40.0,50.0,56.0,46.0,37.0,56.0,43.0,55.0,52.0,69.0,48.0,57.0,62.0,51.0,49.0,50.0,52.0,48.0,50.0,34.0,52.04557224236147
2020-03-12,94.0,78.0,74.0,77.0,69.0,91.0,49.0,78.0,84.0,87.0,69.0,94.0,62.0,75.0,76.0,89.0,62.0,77.0,59.0,87.0,79.28534438114967
2020-03-13,89.0,100.0,86.0,100.0,98.0,85.0,83.0,78.0,100.0,86.0,94.0,98.0,100.0,80.0,87.0,89.0,99.0,97.0,88.0,91.0,94.66597617814604
2020-03-14,99.0,86.0,92.0,72.0,79.0,98.0,59.0,82.0,98.0,93.0,100.0,100.0,83.0,84.0,85.0,71.0,74.0,84.0,92.0,60.0,87.5712066286898
2020-03-15,100.0,92.0,100.0,87.0,100.0,94.0,100.0,100.0,98.0,98.0,95.0,90.0,98.0,100.0,100.0,100.0,100.0,93.0,100.0,86.0,100.0
2020-03-16,86.0,85.0,89.0,80.0,76.0,99.0,100.0,88.0,96.0,100.0,73.0,93.0,98.0,94.0,99.0,80.0,90.0,100.0,90.0,100.0,94.04453650958052
2020-03-17,83.0,69.0,71.0,78.0,82.0,92.0,54.0,62.0,80.0,85.0,83.0,73.0,82.0,76.0,72.0,68.0,73.0,57.0,57.0,69.0,75.91921284308648
2020-03-18,74.0,63.0,74.0,57.0,89.0,75.0,79.0,74.0,75.0,72.0,72.0,57.0,78.0,77.0,74.0,62.0,68.0,74.0,54.0,61.0,72.96737441740031
2020-03-19,64.0,50.0,65.0,66.0,75.0,63.0,70.0,56.0,73.0,67.0,57.0,63.0,64.0,72.0,55.0,66.0,55.0,70.0,69.0,60.0,66.28689798032107
2020-03-20,54.0,60.0,68.0,53.0,64.0,87.0,56.0,48.0,66.0,81.0,49.0,75.0,64.0,69.0,76.0,52.0,58.0,73.0,51.0,68.0,65.87260486794408
2020-03-21,70.0,67.0,55.0,72.0,56.0,100.0,62.0,77.0,79.0,88.0,66.0,70.0,68.0,80.0,87.0,62.0,68.0,56.0,71.0,81.0,74.31382703262558
2020-03-22,53.0,64.0,47.0,63.0,53.0,67.0,62.0,39.0,61.0,64.0,53.0,51.0,56.0,68.0,67.0,55.0,62.0,51.0,53.0,50.0,58.984981874676336
2020-03-23,40.0,46.0,44.0,40.0,47.0,41.0,40.0,44.0,43.0,48.0,43.0,34.0,36.0,41.0,46.0,47.0,35.0,44.0,44.0,38.0,43.55256343863283
2020-03-24,40.0,49.0,61.0,44.0,51.0,55.0,50.0,49.0,42.0,67.0,53.0,48.0,58.0,45.0,60.0,40.0,35.0,34.0,51.0,44.0,50.54375970999482
2020-03-25,44.0,34.0,42.0,37.0,48.0,51.0,43.0,30.0,40.0,43.0,43.0,36.0,30.0,40.0,42.0,29.0,44.0,35.0,46.0,41.0,41.32573795960642
2020-03-26,54.0,44.0,40.0,30.0,49.0,56.0,52.0,50.0,54.0,49.0,38.0,50.0,34.0,51.0,55.0,40.0,36.0,49.0,38.0,47.0,47.43656136716727
2020-03-27,48.0,49.0,47.0,51.0,47.0,53.0,48.0,55.0,53.0,58.0,47.0,46.0,55.0,49.0,43.0,56.0,51.0,40.0,45.0,51.0,51.372345934748836
2020-03-28,29.0,39.0,31.0,39.0,32.0,41.0,38.0,36.0,39.0,41.0,32.0,34.0,44.0,28.0,46.0,42.0,31.0,34.0,32.0,39.0,37.648886587260485
2020-03-29,32.0,32.0,41.0,34.0,31.0,44.0,24.0,29.0,44.0,57.0,44.0,30.0,39.0,42.0,29.0,31.0,31.0,23.0,36.0,28.0,36.30243397203521
2020-03-30,27.0,24.0,30.0,33.0,33.0,32.0,27.0,41.0,31.0,42.0,33.0,39.0,45.0,40.0,42.0,22.0,30.0,39.0,33.0,38.0,35.26670119109269
2020-03-31,30.0,26.0,21.0,19.0,24.0,33.0,26.0,28.0,25.0,28.0,22.0,15.0,29.0,18.0,31.0,29.0,19.0,25.0,24.0,31.0,26.048679440704298
2020-04-01,13.0,19.0,22.0,25.0,19.0,30.0,25.0,12.0,26.0,29.0,21.0,25.0,24.0,20.0,22.0,24.0,18.0,22.0,20.0,27.0,22.94148109787675
2020-04-02,23.0,15.0,18.0,28.0,17.0,32.0,20.0,23.0,30.0,23.0,34.0,23.0,24.0,23.0,17.0,26.0,18.0,17.0,32.0,23.0,24.132573795960642
2020-04-03,24.0,31.0,19.0,23.0,19.0,24.0,20.0,23.0,17.0,23.0,22.0,27.0,24.0,17.0,23.0,22.0,15.0,19.0,15.0,22.0,22.216468151216986
2020-04-04,12.0,16.0,15.0,17.0,22.0,35.0,16.0,13.0,17.0,28.0,13.0,17.0,18.0,20.0,18.0,23.0,13.0,16.0,16.0,18.0,18.798549974106677
2020-04-05,16.0,11.0,16.0,11.0,20.0,15.0,14.0,15.0,11.0,20.0,22.0,13.0,22.0,14.0,14.0,6.0,17.0,8.0,15.0,19.0,15.484205075090626
2020-04-06,14.0,18.0,18.0,23.0,21.0,15.0,18.0,13.0,23.0,21.0,20.0,14.0,12.0,14.0,13.0,12.0,9.0,20.0,28.0,21.0,17.96996374935267
2020-04-07,15.0,8.0,16.0,16.0,17.0,11.0,10.0,13.0,19.0,26.0,10.0,7.0,14.0,14.0,9.0,14.0,8.0,17.0,14.0,16.0,14.189539098912482
2020-04-08,15.0,18.0,13.0,20.0,25.0,27.0,8.0,22.0,19.0,26.0,18.0,16.0,20.0,15.0,16.0,7.0,17.0,15.0,14.0,9.0,17.607457276022785
2020-04-09,12.0,14.0,9.0,18.0,27.0,11.0,21.0,10.0,19.0,17.0,18.0,27.0,23.0,16.0,25.0,16.0,16.0,21.0,21.0,16.0,18.487830139823927
2020-04-10,19.0,12.0,19.0,19.0,14.0,22.0,13.0,21.0,20.0,23.0,23.0,17.0,19.0,27.0,21.0,18.0,23.0,29.0,14.0,18.0,20.248575867426204
2020-04-11,24.0,20.0,15.0,11.0,21.0,14.0,16.0,17.0,22.0,16.0,15.0,15.0,28.0,18.0,23.0,14.0,24.0,33.0,15.0,21.0,19.782496116002076
2020-04-12,18.0,25.0,27.0,18.0,31.0,20.0,15.0,23.0,20.0,25.0,18.0,23.0,19.0,24.0,14.0,16.0,11.0,24.0,17.0,18.0,21.02537545313309
2020-04-13,20.0,26.0,22.0,26.0,14.0,19.0,19.0,18.0,17.0,27.0,23.0,21.0,23.0,12.0,20.0,16.0,21.0,17.0,19.0,19.0,20.66286897980321
2020-04-14,16.0,15.0,16.0,20.0,20.0,19.0,15.0,18.0,29.0,24.0,16.0,16.0,15.0,14.0,18.0,22.0,15.0,15.0,21.0,17.0,18.69497669601243
2020-04-15,14.0,15.0,15.0,15.0,9.0,15.0,11.0,16.0,16.0,12.0,14.0,12.0,16.0,10.0,18.0,11.0,19.0,19.0,20.0,10.0,14.862765406525117
2020-04-16,17.0,19.0,12.0,13.0,14.0,17.0,11.0,10.0,20.0,27.0,6.0,12.0,21.0,18.0,13.0,10.0,12.0,16.0,10.0,14.0,15.121698601760746
2020-04-17,22.0,14.0,20.0,14.0,18.0,22.0,12.0,18.0,13.0,19.0,22.0,26.0,21.0,13.0,24.0,19.0,22.0,18.0,19.0,26.0,19.782496116002076
2020-04-18,13.0,11.0,10.0,10.0,11.0,10.0,7.0,8.0,11.0,11.0,14.0,12.0,15.0,8.0,12.0,14.0,11.0,12.0,7.0,18.0,11.651993785603315
2020-04-19,15.0,18.0,23.0,20.0,15.0,26.0,17.0,16.0,15.0,29.0,21.0,19.0,22.0,13.0,24.0,17.0,15.0,17.0,15.0,19.0,19.47177628171932
