,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,24.0,26.0,28.0,28.0,25.0,19.0,15.0,21.0,16.0,31.0,17.0,21.0,25.0,24.0,25.0,27.0,26.0,28.0,26.0,19.0,24.391506991196273
2020-01-30,21.0,32.0,20.0,26.0,30.0,36.0,23.0,30.0,41.0,38.0,25.0,29.0,37.0,25.0,27.0,12.0,21.0,27.0,35.0,34.0,29.466597617814603
2020-01-31,19.0,14.0,17.0,16.0,15.0,25.0,25.0,25.0,26.0,28.0,26.0,22.0,22.0,15.0,17.0,10.0,16.0,19.0,17.0,16.0,20.196789228379078
2020-02-01,13.0,12.0,9.0,18.0,13.0,24.0,11.0,16.0,14.0,17.0,13.0,11.0,15.0,9.0,8.0,9.0,12.0,7.0,17.0,15.0,13.619886069394097
2020-02-02,11.0,8.0,14.0,13.0,16.0,6.0,17.0,15.0,17.0,12.0,9.0,11.0,9.0,9.0,9.0,10.0,7.0,7.0,15.0,14.0,11.859140341791818
2020-02-03,14.0,8.0,8.0,10.0,16.0,13.0,6.0,6.0,14.0,17.0,14.0,14.0,20.0,11.0,10.0,9.0,9.0,7.0,9.0,13.0,11.807353702744692
2020-02-04,19.0,16.0,20.0,17.0,16.0,16.0,16.0,24.0,22.0,17.0,24.0,15.0,21.0,26.0,23.0,20.0,19.0,19.0,17.0,20.0,20.041429311237703
2020-02-05,11.0,12.0,13.0,12.0,9.0,5.0,8.0,16.0,10.0,13.0,9.0,9.0,20.0,16.0,12.0,9.0,7.0,9.0,16.0,9.0,11.651993785603315
2020-02-06,16.0,9.0,6.0,11.0,10.0,19.0,10.0,15.0,11.0,9.0,15.0,0.0,6.0,12.0,8.0,11.0,9.0,11.0,16.0,6.0,10.875194199896427
2020-02-07,20.0,15.0,10.0,11.0,14.0,10.0,9.0,12.0,15.0,11.0,10.0,12.0,12.0,0.0,11.0,13.0,9.0,17.0,9.0,18.0,12.32522009321595
2020-02-08,8.0,11.0,10.0,11.0,13.0,12.0,5.0,15.0,8.0,11.0,19.0,8.0,10.0,11.0,10.0,7.0,13.0,9.0,4.0,4.0,10.305541170378042
2020-02-09,5.0,5.0,9.0,16.0,12.0,4.0,6.0,8.0,11.0,12.0,16.0,9.0,2.0,7.0,11.0,12.0,3.0,10.0,7.0,10.0,9.062661833247022
2020-02-10,7.0,7.0,9.0,8.0,8.0,8.0,6.0,12.0,11.0,14.0,8.0,10.0,11.0,5.0,7.0,8.0,5.0,6.0,6.0,8.0,8.493008803728637
2020-02-11,15.0,10.0,11.0,11.0,12.0,9.0,9.0,3.0,12.0,10.0,12.0,19.0,11.0,2.0,9.0,3.0,7.0,14.0,10.0,11.0,10.357327809425168
2020-02-12,16.0,8.0,9.0,11.0,9.0,26.0,11.0,12.0,19.0,17.0,9.0,7.0,6.0,12.0,9.0,13.0,12.0,7.0,12.0,14.0,12.377006732263077
2020-02-13,7.0,5.0,6.0,5.0,9.0,13.0,5.0,9.0,8.0,6.0,4.0,9.0,4.0,5.0,8.0,9.0,7.0,5.0,12.0,13.0,7.716209218021751
2020-02-14,9.0,9.0,15.0,9.0,13.0,11.0,10.0,11.0,13.0,15.0,7.0,8.0,8.0,17.0,14.0,5.0,14.0,12.0,11.0,9.0,11.393060590367686
2020-02-15,6.0,6.0,6.0,4.0,4.0,5.0,5.0,8.0,2.0,2.0,4.0,4.0,6.0,6.0,4.0,4.0,2.0,6.0,4.0,10.0,5.0750906266183335
