date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,19.0,23.0,21.0,23.0,18.0,14.0,14.0,19.0,17.0,15.0,18.3,0
2020-01-02,11.0,8.0,10.0,9.0,13.0,8.0,12.0,10.0,12.0,11.0,10.4,0
2020-01-03,18.0,11.0,16.0,15.0,9.0,13.0,15.0,12.0,15.0,18.0,14.2,0
2020-01-04,21.0,16.0,17.0,11.0,25.0,11.0,14.0,15.0,14.0,17.0,16.1,0
2020-01-05,14.0,11.0,14.0,13.0,20.0,9.0,15.0,10.0,10.0,11.0,12.7,0
2020-01-06,9.0,12.0,12.0,9.0,12.0,8.0,9.0,11.0,11.0,11.0,10.4,0
2020-01-07,8.0,8.0,10.0,14.0,10.0,11.0,13.0,14.0,9.0,7.0,10.4,0
2020-01-08,13.0,9.0,12.0,10.0,10.0,10.0,10.0,10.0,7.0,13.0,10.4,0
2020-01-09,15.0,10.0,16.0,12.0,17.0,14.0,16.0,21.0,8.0,11.0,14.0,0
2020-01-10,8.0,12.0,16.0,10.0,13.0,15.0,13.0,10.0,14.0,13.0,12.4,0
2020-01-11,16.0,14.0,12.0,18.0,12.0,16.0,10.0,20.0,14.0,14.0,14.6,0
2020-01-12,16.0,12.0,12.0,11.0,13.0,9.0,12.0,15.0,13.0,17.0,13.0,0
2020-01-13,16.0,10.0,15.0,17.0,12.0,14.0,13.0,14.0,12.0,19.0,14.2,0
2020-01-14,16.0,14.0,14.0,12.0,17.0,15.0,12.0,16.0,9.0,12.0,13.7,0
2020-01-15,9.0,9.0,12.0,7.0,9.0,10.0,12.0,12.0,9.0,6.0,9.5,0
2020-01-16,13.0,12.0,16.0,15.0,16.0,10.0,8.0,13.0,13.0,17.0,13.3,0
2020-01-17,15.0,16.0,14.0,12.0,12.0,11.0,15.0,16.0,10.0,12.0,13.3,0
2020-01-18,20.0,12.0,20.0,22.0,23.0,18.0,22.0,14.0,19.0,20.0,19.0,0
