date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,27.0,25.0,32.0,0.0,31.0,23.0,0.0,43.0,20.0,0.0,31.0,39.0,23.0,26.0,26.0,26.0,0.0,36.0,22.0,28.0,35.149654643131235
2020-10-07,26.0,0.0,0.0,31.0,0.0,22.0,0.0,21.0,19.0,58.0,0.0,38.0,22.0,50.0,26.0,0.0,0.0,35.0,0.0,27.0,28.779739063699154
2020-10-08,27.0,26.0,100.0,0.0,0.0,47.0,68.0,23.0,80.0,60.0,32.0,40.0,0.0,26.0,27.0,81.0,100.0,0.0,22.0,86.0,64.85034535686876
2020-10-09,0.0,29.0,0.0,35.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,27.0,0.0,30.0,0.0,0.0,42.0,0.0,0.0,14.428242517267842
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,54.0,0.0,0.0,33.0,0.0,0.0,0.0,21.0,31.0,33.0,42.0,25.0,0.0,28.0,0.0,0.0,76.0,0.0,0.0,26.323867996930154
2020-10-13,28.0,0.0,0.0,33.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,34.0,0.0,0.0,0.0,11.3584036838066
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,30.0,0.0,73.0,35.0,0.0,0.0,37.0,0.0,22.0,33.0,70.0,0.0,26.0,57.0,0.0,29.0,72.0,40.0,0.0,0.0,40.21488871834228
2020-10-16,30.0,58.0,36.0,0.0,0.0,26.0,38.0,100.0,45.0,100.0,71.0,91.0,26.0,58.0,60.0,30.0,0.0,82.0,100.0,32.0,75.44128933231005
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-18,31.0,30.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,35.0,0.0,0.0,27.0,0.0,30.0,31.0,37.0,0.0,0.0,33.0,21.565617805065234
2020-10-19,56.0,0.0,0.0,0.0,0.0,24.0,70.0,0.0,0.0,30.0,0.0,84.0,0.0,27.0,27.0,54.0,0.0,0.0,0.0,0.0,28.549501151189563
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.0,0.0,32.0,0.0,31.0,23.0,67.0,0.0,0.0,0.0,31.0,0.0,23.0,25.0,26.0,0.0,0.0,0.0,0.0,28.0,21.949347659247888
2020-10-22,28.0,27.0,34.0,0.0,33.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,23.0,0.0,14.888718342287026
2020-10-23,85.0,81.0,34.0,100.0,100.0,100.0,72.0,47.0,63.0,32.0,66.0,42.0,100.0,27.0,55.0,84.0,34.0,77.0,46.0,58.0,100.0
2020-10-24,0.0,27.0,0.0,0.0,0.0,0.0,35.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,39.0,0.0,30.0,15.656178050652338
2020-10-25,28.0,0.0,0.0,32.0,0.0,24.0,35.0,23.0,0.0,0.0,0.0,42.0,0.0,0.0,27.0,27.0,33.0,37.0,0.0,0.0,23.63775901765157
2020-10-26,27.0,25.0,0.0,31.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0,23.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,16.500383729854182
2020-10-27,26.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,27.0,11.511895625479662
2020-10-28,53.0,100.0,96.0,61.0,60.0,91.0,66.0,43.0,19.0,57.0,31.0,39.0,0.0,100.0,26.0,77.0,95.0,71.0,43.0,83.0,92.93937068303913
2020-10-29,27.0,50.0,32.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,40.0,23.0,0.0,0.0,52.0,63.0,35.0,43.0,27.0,37.22179585571757
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-31,48.0,0.0,58.0,0.0,56.0,21.0,0.0,0.0,18.0,27.0,56.0,36.0,21.0,46.0,47.0,24.0,58.0,0.0,40.0,100.0,50.34535686876438
2020-11-01,50.0,0.0,0.0,0.0,0.0,44.0,63.0,0.0,18.0,0.0,0.0,75.0,44.0,24.0,24.0,49.0,30.0,68.0,0.0,26.0,39.524174980813505
2020-11-02,0.0,71.0,0.0,30.0,0.0,22.0,0.0,61.0,0.0,28.0,0.0,0.0,22.0,49.0,100.0,0.0,31.0,34.0,21.0,26.0,37.98925556408288
2020-11-03,0.0,24.0,30.0,30.0,0.0,22.0,0.0,0.0,19.0,0.0,0.0,37.0,0.0,48.0,25.0,25.0,31.0,0.0,21.0,27.0,26.016884113584034
2020-11-04,23.0,21.0,0.0,52.0,0.0,39.0,0.0,18.0,100.0,50.0,0.0,100.0,39.0,86.0,88.0,22.0,0.0,30.0,18.0,0.0,52.64773599386031
2020-11-05,0.0,0.0,29.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,24.0,29.0,32.0,20.0,25.0,16.116653875671524
2020-11-06,25.0,0.0,30.0,86.0,58.0,21.0,0.0,40.0,0.0,54.0,58.0,37.0,21.0,0.0,0.0,24.0,30.0,33.0,0.0,77.0,45.58710667689946
2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-08,25.0,0.0,59.0,87.0,0.0,43.0,0.0,41.0,36.0,27.0,29.0,74.0,42.0,70.0,24.0,49.0,0.0,66.0,40.0,76.0,60.47582501918649
2020-11-09,0.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,28.0,36.0,21.0,23.0,0.0,0.0,29.0,0.0,0.0,0.0,14.351496546431312
