date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,21.0,17.0,29.0,21.0,10.0,0.0,42.0,0.0,27.0,12.0,22.83163265306122,0
2020-01-02,17.0,14.0,8.0,26.0,33.0,14.0,25.0,22.0,7.0,19.0,23.596938775510203,0
2020-01-03,8.0,14.0,8.0,9.0,0.0,22.0,8.0,7.0,14.0,9.0,12.627551020408163,0
2020-01-04,19.0,23.0,0.0,19.0,9.0,16.0,9.0,16.0,24.0,21.0,19.897959183673468,0
2020-01-05,28.0,0.0,26.0,49.0,46.0,8.0,19.0,41.0,16.0,32.0,33.80102040816326,0
2020-01-06,8.0,13.0,7.0,8.0,16.0,7.0,16.0,14.0,7.0,54.0,19.132653061224488,0
2020-01-07,8.0,21.0,0.0,0.0,16.0,14.0,0.0,14.0,21.0,9.0,13.137755102040815,0
2020-01-08,8.0,0.0,15.0,8.0,8.0,7.0,8.0,0.0,0.0,0.0,6.887755102040816,0
2020-01-09,16.0,7.0,23.0,25.0,16.0,7.0,24.0,7.0,0.0,28.0,19.51530612244898,0
2020-01-10,25.0,14.0,23.0,26.0,25.0,7.0,17.0,7.0,29.0,29.0,25.765306122448976,0
2020-01-11,10.0,8.0,9.0,10.0,10.0,0.0,10.0,0.0,0.0,11.0,8.673469387755102,0
2020-01-12,18.0,8.0,9.0,28.0,18.0,8.0,18.0,0.0,0.0,21.0,16.3265306122449,0
2020-01-13,30.0,31.0,28.0,15.0,15.0,6.0,7.0,7.0,26.0,8.0,22.066326530612244,0
2020-01-14,15.0,6.0,7.0,8.0,7.0,6.0,15.0,7.0,6.0,17.0,11.989795918367346,0
2020-01-15,8.0,21.0,8.0,8.0,0.0,0.0,16.0,14.0,7.0,18.0,12.755102040816325,0
2020-01-16,25.0,7.0,0.0,9.0,17.0,7.0,17.0,15.0,0.0,10.0,13.647959183673468,0
2020-01-17,17.0,14.0,8.0,9.0,17.0,23.0,26.0,15.0,22.0,20.0,21.81122448979592,0
2020-01-18,10.0,8.0,9.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,7.397959183673469,0
2020-01-19,40.0,33.0,19.0,50.0,29.0,43.0,68.0,43.0,42.0,79.0,56.88775510204081,0
2020-01-20,41.0,14.0,0.0,17.0,8.0,0.0,16.0,14.0,28.0,9.0,18.75,0
2020-01-21,8.0,20.0,0.0,0.0,16.0,14.0,16.0,22.0,28.0,28.0,19.387755102040813,0
2020-01-22,17.0,28.0,24.0,26.0,8.0,22.0,8.0,0.0,7.0,28.0,21.428571428571427,0
2020-01-23,9.0,14.0,16.0,26.0,8.0,7.0,17.0,8.0,7.0,19.0,16.709183673469386,0
2020-01-24,25.0,0.0,16.0,9.0,0.0,15.0,17.0,8.0,15.0,0.0,13.392857142857142,0
2020-01-25,20.0,34.0,38.0,21.0,30.0,26.0,20.0,9.0,26.0,46.0,34.43877551020408,0
