,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,30.0,13.0,15.0,35.0,7.0,8.0,13.0,8.0,15.0,39.0,11.0,7.0,40.0,17.0,25.0,17.0,24.0,15.0,24.0,9.0,18.646616541353385
2020-01-30,8.0,0.0,8.0,0.0,22.0,8.0,7.0,16.0,8.0,0.0,0.0,0.0,7.0,9.0,8.0,0.0,8.0,0.0,0.0,0.0,5.4636591478696745
2020-01-31,8.0,7.0,8.0,12.0,15.0,8.0,14.0,17.0,8.0,10.0,6.0,14.0,7.0,18.0,17.0,12.0,17.0,5.0,0.0,16.0,10.977443609022556
2020-02-01,16.0,7.0,0.0,24.0,15.0,8.0,0.0,8.0,8.0,10.0,6.0,14.0,14.0,13.0,0.0,6.0,8.0,10.0,0.0,0.0,8.37092731829574
2020-02-02,0.0,6.0,7.0,12.0,14.0,0.0,13.0,16.0,15.0,0.0,6.0,14.0,7.0,17.0,0.0,12.0,8.0,0.0,8.0,10.0,8.270676691729323
2020-02-03,20.0,6.0,0.0,10.0,9.0,14.0,6.0,7.0,7.0,18.0,5.0,6.0,18.0,15.0,7.0,10.0,7.0,9.0,7.0,13.0,9.724310776942355
2020-02-04,24.0,7.0,8.0,12.0,11.0,16.0,0.0,8.0,15.0,20.0,6.0,0.0,7.0,13.0,0.0,6.0,0.0,0.0,0.0,5.0,7.919799498746867
2020-02-05,16.0,28.0,8.0,12.0,22.0,24.0,27.0,17.0,8.0,31.0,18.0,37.0,7.0,13.0,26.0,12.0,33.0,11.0,9.0,15.0,18.7468671679198
2020-02-06,16.0,7.0,16.0,26.0,11.0,17.0,0.0,9.0,0.0,0.0,6.0,0.0,15.0,19.0,0.0,0.0,18.0,6.0,0.0,16.0,9.12280701754386
2020-02-07,34.0,22.0,25.0,39.0,16.0,25.0,21.0,9.0,41.0,22.0,32.0,31.0,38.0,9.0,9.0,6.0,18.0,17.0,18.0,10.0,22.155388471177943
2020-02-08,25.0,21.0,24.0,38.0,15.0,24.0,0.0,17.0,16.0,21.0,18.0,15.0,30.0,18.0,26.0,0.0,34.0,11.0,9.0,0.0,18.145363408521305
2020-02-09,30.0,25.0,7.0,35.0,21.0,15.0,19.0,31.0,37.0,66.0,11.0,41.0,13.0,25.0,24.0,17.0,15.0,10.0,24.0,9.0,23.80952380952381
