date,/m/0cjf0,isPartial
2020-01-11,40,False
2020-01-12,33,False
2020-01-13,49,False
2020-01-14,42,False
2020-01-15,36,False
2020-01-16,47,False
2020-01-17,32,False
2020-01-18,34,False
2020-01-19,35,False
2020-01-20,38,False
2020-01-21,41,False
2020-01-22,39,False
2020-01-23,43,False
2020-01-24,43,False
2020-01-25,49,False
2020-01-26,66,False
2020-01-27,47,False
2020-01-28,50,False
2020-01-29,45,False
2020-01-30,53,False
2020-01-31,60,False
2020-02-01,68,False
2020-02-02,89,False
2020-02-03,64,False
2020-02-04,53,False
2020-02-05,42,False
2020-02-06,58,False
2020-02-07,47,False
2020-02-08,34,False
2020-02-09,42,False
2020-02-10,50,False
2020-02-11,61,False
2020-02-12,47,False
2020-02-13,36,False
2020-02-14,56,False
2020-02-15,49,False
2020-02-16,51,False
2020-02-17,42,False
2020-02-18,60,False
2020-02-19,58,False
2020-02-20,54,False
2020-02-21,56,False
2020-02-22,48,False
2020-02-23,53,False
2020-02-24,32,False
2020-02-25,51,False
2020-02-26,72,False
2020-02-27,52,False
2020-02-28,55,False
2020-02-29,70,False
2020-03-01,68,False
2020-03-02,72,False
2020-03-03,81,False
2020-03-04,67,False
2020-03-05,70,False
2020-03-06,78,False
2020-03-07,75,False
2020-03-08,74,False
2020-03-09,74,False
2020-03-10,100,False
