,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-11-29,10.0,29.0,0.0,0.0,26.0,14.0,0.0,10.0,0.0,33.0,83.0,23.0,10.0,20.0,23.0,11.0,12.0,8.0,9.0,35.0,18.91604675876727
2020-11-30,9.0,17.0,11.0,9.0,8.0,19.0,16.0,9.0,6.0,7.0,21.0,14.0,9.0,9.0,0.0,19.0,11.0,7.0,8.0,0.0,11.105207226354942
2020-12-01,0.0,9.0,11.0,17.0,0.0,0.0,16.0,17.0,12.0,15.0,0.0,7.0,17.0,0.0,0.0,29.0,21.0,14.0,0.0,10.0,10.361317747077578
2020-12-02,0.0,26.0,11.0,8.0,0.0,6.0,8.0,9.0,0.0,29.0,21.0,0.0,34.0,9.0,21.0,0.0,0.0,14.0,0.0,30.0,12.008501594048886
2020-12-03,8.0,26.0,11.0,17.0,15.0,6.0,8.0,9.0,12.0,22.0,21.0,7.0,9.0,26.0,31.0,19.0,11.0,27.0,16.0,31.0,17.64080765143465
2020-12-04,9.0,17.0,21.0,17.0,8.0,0.0,16.0,26.0,0.0,15.0,11.0,27.0,17.0,9.0,21.0,10.0,0.0,7.0,16.0,61.0,16.36556854410202
2020-12-05,0.0,0.0,12.0,19.0,9.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,32.0,23.0,7.0,17.0,0.0,7.598299681190223
2020-12-06,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,12.0,15.0,39.0,0.0,35.0,0.0,0.0,8.0,0.0,23.0,10.361317747077578
2020-12-07,34.0,17.0,42.0,17.0,38.0,19.0,23.0,34.0,0.0,7.0,0.0,13.0,0.0,17.0,10.0,0.0,41.0,20.0,23.0,31.0,20.510095642933052
2020-12-08,9.0,0.0,21.0,17.0,23.0,19.0,16.0,9.0,18.0,29.0,21.0,7.0,25.0,26.0,21.0,29.0,10.0,0.0,0.0,30.0,17.534537725823593
2020-12-09,8.0,8.0,21.0,9.0,8.0,6.0,16.0,26.0,0.0,7.0,32.0,27.0,17.0,8.0,0.0,10.0,10.0,7.0,16.0,20.0,13.602550478214667
2020-12-10,9.0,9.0,43.0,17.0,16.0,19.0,40.0,26.0,18.0,0.0,11.0,7.0,17.0,26.0,0.0,39.0,21.0,14.0,32.0,0.0,19.341126461211477
2020-12-11,27.0,9.0,34.0,18.0,0.0,0.0,0.0,27.0,0.0,23.0,11.0,7.0,18.0,18.0,22.0,10.0,11.0,21.0,17.0,22.0,15.674814027630182
2020-12-12,0.0,20.0,12.0,29.0,9.0,7.0,9.0,10.0,20.0,8.0,12.0,15.0,20.0,19.0,48.0,11.0,24.0,0.0,18.0,24.0,16.737513283740704
2020-12-13,59.0,10.0,37.0,40.0,62.0,29.0,45.0,40.0,34.0,17.0,24.0,15.0,0.0,49.0,12.0,66.0,36.0,39.0,46.0,0.0,35.06907545164719
2020-12-14,52.0,0.0,11.0,9.0,16.0,6.0,16.0,35.0,18.0,7.0,0.0,14.0,0.0,9.0,21.0,20.0,21.0,0.0,24.0,10.0,15.356004250797026
2020-12-15,9.0,18.0,0.0,18.0,8.0,7.0,8.0,18.0,12.0,15.0,11.0,7.0,9.0,18.0,11.0,10.0,22.0,14.0,17.0,43.0,14.61211477151966
2020-12-16,0.0,27.0,11.0,0.0,8.0,0.0,8.0,9.0,13.0,15.0,22.0,21.0,27.0,9.0,11.0,21.0,0.0,7.0,8.0,32.0,13.230605738575983
2020-12-17,28.0,19.0,23.0,0.0,17.0,7.0,17.0,0.0,13.0,40.0,46.0,22.0,56.0,19.0,46.0,21.0,11.0,7.0,9.0,56.0,24.2826780021254
2020-12-18,30.0,30.0,25.0,10.0,27.0,30.0,27.0,20.0,21.0,34.0,12.0,23.0,30.0,20.0,49.0,34.0,36.0,16.0,36.0,12.0,27.736450584484594
2020-12-19,21.0,43.0,27.0,11.0,39.0,16.0,20.0,32.0,7.0,36.0,40.0,25.0,54.0,22.0,52.0,12.0,13.0,25.0,10.0,26.0,28.214665249734328
2020-12-20,33.0,34.0,69.0,34.0,100.0,41.0,51.0,45.0,46.0,29.0,55.0,18.0,11.0,67.0,14.0,25.0,82.0,18.0,72.0,13.0,45.53666312433582
2020-12-21,20.0,39.0,37.0,30.0,18.0,22.0,9.0,30.0,27.0,58.0,73.0,46.0,99.0,10.0,96.0,11.0,12.0,31.0,9.0,59.0,39.10733262486716
2020-12-22,100.0,20.0,38.0,30.0,64.0,52.0,28.0,51.0,28.0,17.0,49.0,8.0,20.0,30.0,24.0,79.0,61.0,56.0,28.0,48.0,44.15515409139214
2020-12-23,10.0,11.0,26.0,32.0,10.0,16.0,10.0,11.0,7.0,9.0,13.0,17.0,21.0,21.0,26.0,0.0,13.0,8.0,39.0,13.0,16.63124335812965
