,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-10-05,8.0,0.0,21.0,0.0,8.0,19.0,23.0,17.0,18.0,7.0,0.0,0.0,8.0,0.0,0.0,10.0,10.0,13.0,8.0,10.0,9.564293304994687
2020-10-06,9.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,13.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,21.0,5.791710945802338
2020-10-07,17.0,9.0,0.0,17.0,0.0,19.0,16.0,0.0,18.0,7.0,21.0,0.0,17.0,17.0,10.0,0.0,21.0,14.0,16.0,31.0,13.28374070138151
2020-10-08,0.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,32.0,14.0,26.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,7.810839532412328
2020-10-09,0.0,19.0,12.0,9.0,8.0,14.0,0.0,19.0,7.0,8.0,12.0,15.0,9.0,19.0,23.0,21.0,23.0,7.0,9.0,22.0,13.602550478214667
2020-10-10,22.0,54.0,27.0,22.0,39.0,40.0,20.0,33.0,38.0,18.0,26.0,17.0,54.0,66.0,26.0,25.0,40.0,35.0,20.0,26.0,34.431455897980875
2020-10-11,10.0,11.0,26.0,11.0,9.0,8.0,0.0,11.0,14.0,9.0,0.0,8.0,32.0,10.0,13.0,12.0,26.0,17.0,10.0,13.0,13.28374070138151
2020-10-12,27.0,0.0,45.0,27.0,24.0,0.0,33.0,36.0,13.0,23.0,22.0,7.0,0.0,18.0,0.0,41.0,55.0,29.0,25.0,11.0,23.16684378320935
2020-10-13,53.0,36.0,55.0,27.0,56.0,20.0,33.0,36.0,19.0,37.0,0.0,7.0,9.0,27.0,11.0,20.0,11.0,28.0,8.0,21.0,27.311370882040386
2020-10-14,88.0,36.0,88.0,80.0,64.0,53.0,58.0,53.0,49.0,53.0,22.0,14.0,44.0,26.0,32.0,100.0,66.0,42.0,49.0,42.0,56.269925611052074
2020-10-15,28.0,37.0,46.0,28.0,17.0,28.0,34.0,9.0,26.0,0.0,80.0,0.0,55.0,47.0,79.0,42.0,68.0,15.0,43.0,56.0,39.213602550478214
2020-10-16,10.0,10.0,12.0,10.0,35.0,29.0,18.0,10.0,13.0,16.0,0.0,30.0,20.0,19.0,36.0,11.0,47.0,0.0,9.0,46.0,20.244420828905422
2020-10-17,33.0,0.0,27.0,11.0,30.0,24.0,30.0,11.0,8.0,9.0,0.0,43.0,22.0,11.0,27.0,37.0,40.0,26.0,20.0,65.0,25.185972369819343
2020-10-18,22.0,46.0,0.0,23.0,41.0,9.0,11.0,23.0,24.0,20.0,14.0,27.0,0.0,0.0,28.0,0.0,42.0,36.0,42.0,27.0,23.113708820403826
2020-10-19,0.0,19.0,35.0,19.0,0.0,14.0,17.0,10.0,7.0,32.0,12.0,22.0,38.0,10.0,12.0,22.0,12.0,8.0,9.0,23.0,17.05632306057386
2020-10-20,18.0,27.0,23.0,9.0,25.0,7.0,17.0,18.0,13.0,39.0,45.0,36.0,37.0,9.0,33.0,21.0,45.0,0.0,8.0,33.0,24.601487778958557
2020-10-21,0.0,19.0,12.0,19.0,17.0,14.0,0.0,0.0,6.0,16.0,46.0,22.0,28.0,18.0,23.0,11.0,11.0,0.0,0.0,33.0,15.674814027630182
2020-10-22,28.0,9.0,35.0,28.0,34.0,21.0,35.0,29.0,33.0,32.0,58.0,58.0,56.0,19.0,45.0,21.0,59.0,15.0,52.0,67.0,39.00106269925612
2020-10-23,49.0,39.0,36.0,50.0,9.0,51.0,36.0,60.0,7.0,33.0,48.0,31.0,29.0,20.0,35.0,55.0,60.0,8.0,27.0,35.0,38.150903294367694
2020-10-24,65.0,11.0,82.0,55.0,29.0,40.0,30.0,44.0,30.0,47.0,68.0,43.0,55.0,11.0,80.0,37.0,67.0,17.0,40.0,39.0,47.29011689691818
2020-10-25,21.0,44.0,40.0,11.0,20.0,16.0,10.0,11.0,30.0,28.0,80.0,43.0,43.0,43.0,66.0,12.0,0.0,26.0,0.0,78.0,33.0499468650372
2020-10-26,57.0,95.0,70.0,95.0,68.0,49.0,61.0,67.0,59.0,40.0,70.0,45.0,48.0,67.0,70.0,86.0,46.0,45.0,69.0,80.0,68.384697130712
2020-10-27,27.0,91.0,45.0,100.0,73.0,47.0,75.0,99.0,37.0,55.0,90.0,58.0,37.0,100.0,100.0,41.0,67.0,58.0,100.0,65.0,72.52922422954305
2020-10-28,72.0,100.0,100.0,81.0,98.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,63.0,88.0,92.0,100.0,100.0,92.0,97.0,100.0
2020-10-29,44.0,9.0,55.0,99.0,48.0,39.0,48.0,63.0,31.0,30.0,54.0,35.0,35.0,62.0,21.0,70.0,86.0,28.0,33.0,63.0,50.63761955366632
2020-10-30,35.0,9.0,65.0,61.0,8.0,52.0,32.0,44.0,18.0,30.0,43.0,21.0,18.0,53.0,53.0,20.0,64.0,14.0,8.0,42.0,36.66312433581297
2020-10-31,58.0,39.0,73.0,60.0,35.0,22.0,36.0,49.0,34.0,17.0,85.0,23.0,20.0,59.0,59.0,56.0,48.0,31.0,73.0,70.0,50.318809776833156
2020-11-01,69.0,50.0,86.0,70.0,72.0,66.0,100.0,59.0,34.0,25.0,85.0,54.0,30.0,69.0,83.0,67.0,85.0,78.0,45.0,94.0,70.1912858660999
2020-11-02,26.0,88.0,65.0,61.0,47.0,32.0,56.0,52.0,24.0,37.0,64.0,48.0,70.0,52.0,43.0,79.0,75.0,41.0,24.0,63.0,55.63230605738576
2020-11-03,26.0,53.0,65.0,18.0,31.0,19.0,32.0,61.0,42.0,22.0,76.0,21.0,52.0,78.0,64.0,30.0,85.0,41.0,49.0,42.0,48.193411264612116
2020-11-04,55.0,24.0,58.0,48.0,29.0,30.0,22.0,48.0,44.0,7.0,10.0,19.0,24.0,48.0,39.0,72.0,69.0,25.0,29.0,48.0,39.74495217853348
2020-11-05,82.0,25.0,61.0,58.0,37.0,6.0,22.0,25.0,17.0,35.0,71.0,46.0,41.0,41.0,51.0,37.0,51.0,26.0,23.0,49.0,42.72051009564294
2020-11-06,0.0,52.0,32.0,61.0,39.0,38.0,55.0,26.0,24.0,29.0,74.0,68.0,35.0,17.0,84.0,19.0,32.0,34.0,40.0,52.0,43.092454835281615
2020-11-07,18.0,37.0,34.0,46.0,50.0,27.0,43.0,28.0,13.0,39.0,69.0,22.0,46.0,55.0,57.0,63.0,34.0,7.0,26.0,100.0,43.2518597236982
2020-11-08,67.0,19.0,47.0,19.0,35.0,14.0,18.0,39.0,20.0,17.0,24.0,23.0,19.0,19.0,47.0,43.0,24.0,30.0,26.0,0.0,29.22422954303932
2020-11-09,26.0,35.0,22.0,26.0,32.0,19.0,24.0,18.0,24.0,30.0,22.0,27.0,26.0,44.0,21.0,10.0,32.0,21.0,24.0,63.0,29.011689691817217
2020-11-10,27.0,27.0,22.0,27.0,24.0,20.0,16.0,36.0,25.0,15.0,66.0,21.0,54.0,18.0,22.0,50.0,22.0,42.0,16.0,21.0,30.340063761955367
2020-11-11,54.0,27.0,68.0,36.0,50.0,34.0,25.0,37.0,38.0,46.0,56.0,21.0,55.0,27.0,56.0,72.0,56.0,29.0,33.0,32.0,45.270988310308184
2020-11-12,26.0,44.0,33.0,9.0,16.0,20.0,16.0,18.0,18.0,38.0,55.0,35.0,54.0,27.0,65.0,10.0,11.0,21.0,32.0,42.0,31.349628055260364
2020-11-13,18.0,27.0,56.0,45.0,24.0,26.0,33.0,45.0,31.0,15.0,55.0,35.0,27.0,45.0,11.0,71.0,33.0,43.0,33.0,32.0,37.46014877789586
2020-11-14,77.0,20.0,61.0,78.0,27.0,43.0,9.0,30.0,48.0,17.0,24.0,16.0,20.0,20.0,36.0,66.0,60.0,31.0,27.0,59.0,40.86078639744953
2020-11-15,39.0,59.0,12.0,29.0,18.0,22.0,36.0,20.0,34.0,33.0,60.0,23.0,20.0,20.0,59.0,44.0,12.0,47.0,36.0,58.0,36.18490967056323
2020-11-16,9.0,9.0,66.0,27.0,16.0,33.0,32.0,44.0,18.0,22.0,11.0,14.0,0.0,9.0,11.0,20.0,11.0,28.0,8.0,11.0,21.20085015940489
2020-11-17,0.0,17.0,22.0,26.0,8.0,6.0,32.0,18.0,12.0,15.0,33.0,14.0,0.0,35.0,21.0,10.0,22.0,7.0,16.0,0.0,16.684378320935178
2020-11-18,27.0,9.0,22.0,45.0,24.0,33.0,8.0,18.0,6.0,8.0,0.0,21.0,27.0,27.0,32.0,41.0,22.0,28.0,8.0,32.0,23.273113708820404
2020-11-19,35.0,18.0,33.0,45.0,32.0,33.0,33.0,35.0,19.0,8.0,11.0,7.0,9.0,18.0,32.0,40.0,33.0,42.0,25.0,11.0,27.577045696068016
2020-11-20,27.0,0.0,23.0,18.0,33.0,7.0,25.0,18.0,6.0,0.0,0.0,0.0,9.0,27.0,0.0,21.0,56.0,7.0,25.0,11.0,16.63124335812965
2020-11-21,10.0,30.0,24.0,29.0,26.0,7.0,0.0,0.0,7.0,34.0,12.0,23.0,20.0,30.0,24.0,11.0,24.0,8.0,18.0,47.0,20.403825717322
2020-11-22,20.0,20.0,0.0,30.0,18.0,22.0,18.0,40.0,14.0,0.0,0.0,8.0,20.0,39.0,24.0,11.0,49.0,32.0,18.0,12.0,20.988310308182786
2020-11-23,27.0,0.0,22.0,27.0,16.0,7.0,17.0,9.0,6.0,0.0,11.0,7.0,0.0,0.0,0.0,10.0,55.0,0.0,8.0,0.0,11.795961742826782
2020-11-24,26.0,9.0,32.0,35.0,24.0,13.0,32.0,18.0,18.0,0.0,11.0,0.0,17.0,26.0,0.0,0.0,32.0,35.0,16.0,0.0,18.278427205100957
2020-11-25,8.0,17.0,32.0,26.0,31.0,6.0,23.0,9.0,18.0,14.0,0.0,20.0,9.0,8.0,10.0,10.0,32.0,7.0,32.0,0.0,16.578108395324126
2020-11-26,17.0,18.0,43.0,18.0,16.0,7.0,16.0,9.0,0.0,22.0,32.0,14.0,35.0,0.0,32.0,10.0,22.0,21.0,8.0,11.0,18.65037194473964
2020-11-27,26.0,17.0,43.0,26.0,8.0,6.0,24.0,44.0,12.0,15.0,0.0,7.0,9.0,26.0,32.0,20.0,21.0,34.0,32.0,21.0,22.476089266737514
2020-11-28,38.0,0.0,23.0,28.0,26.0,42.0,9.0,39.0,33.0,8.0,12.0,0.0,19.0,10.0,0.0,43.0,35.0,15.0,35.0,0.0,22.051009564293306
