,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-10-05,52.0,19.0,13.0,33.0,37.0,25.77319587628866,52.0,55.0,74.0,31.428571428571427,47.0,17.0,23.0,41.0,26.0,26.0,10.0,13.0,43.0,38.0,41.76663170505621
2020-10-06,27.0,10.0,27.0,22.0,25.0,13.402061855670103,27.0,22.0,50.0,32.857142857142854,16.0,9.0,45.0,28.0,0.0,13.0,20.0,40.0,44.0,39.0,31.516936671575845
2020-10-07,53.0,40.0,53.0,45.0,37.0,52.577319587628864,67.0,34.0,100.0,48.57142857142857,24.0,36.0,45.0,56.0,18.0,79.0,30.0,40.0,43.0,39.0,58.0697188486138
2020-10-08,40.0,50.0,13.0,45.0,50.0,13.402061855670103,40.0,56.0,37.0,15.714285714285714,0.0,35.0,11.0,14.0,18.0,66.0,40.0,27.0,44.0,51.0,41.14369039962667
2020-10-09,58.0,32.0,43.0,49.0,27.0,85.56701030927834,43.0,0.0,68.0,34.285714285714285,34.0,29.0,24.0,60.0,19.0,43.0,65.0,87.0,47.0,70.0,56.69257100648503
2020-10-10,34.0,0.0,50.0,100.0,0.0,50.51546391752577,17.0,100.0,47.0,41.42857142857143,40.0,34.0,43.0,53.0,78.0,67.0,64.0,68.0,18.0,66.0,59.971836648925084
2020-10-11,49.0,24.0,49.0,68.0,30.0,48.45360824742268,65.0,54.0,45.0,60.0,39.0,54.0,69.0,34.0,21.0,16.0,49.0,65.0,70.0,16.0,57.1620511579631
2020-10-12,0.0,32.0,28.0,24.0,26.0,41.23711340206186,14.0,0.0,26.0,0.0,34.0,19.0,24.0,30.0,18.0,28.0,21.0,14.0,46.0,54.0,29.60080996924409
2020-10-13,41.0,62.0,41.0,58.0,77.0,69.0721649484536,68.0,58.0,91.0,82.85714285714286,58.0,46.0,35.0,57.0,9.0,82.0,10.0,82.0,89.0,27.0,70.59476885766502
2020-10-14,28.0,41.0,82.0,58.0,13.0,82.47422680412372,14.0,92.0,52.0,32.857142857142854,0.0,37.0,71.0,28.0,18.0,41.0,42.0,27.0,30.0,40.0,51.2249147412765
2020-10-15,29.0,33.0,29.0,12.0,40.0,43.29896907216495,29.0,24.0,13.0,35.714285714285715,9.0,19.0,25.0,30.0,19.0,57.0,11.0,29.0,47.0,56.0,36.44306700348676
2020-10-16,15.0,34.0,15.0,50.0,0.0,29.896907216494846,45.0,38.0,28.0,35.714285714285715,9.0,20.0,13.0,0.0,20.0,15.0,0.0,30.0,0.0,29.0,26.35028986601486
2020-10-17,34.0,25.0,34.0,28.0,47.0,34.02061855670103,0.0,0.0,63.0,41.42857142857143,30.0,0.0,29.0,70.0,23.0,83.0,26.0,17.0,18.0,82.0,42.276046323982236
2020-10-18,53.0,13.0,35.0,90.0,50.0,88.65979381443299,53.0,30.0,0.0,64.28571428571429,53.0,12.0,15.0,55.0,24.0,52.0,54.0,35.0,0.0,17.0,49.03925312539513
2020-10-19,15.0,33.0,0.0,25.0,27.0,58.76288659793814,29.0,12.0,41.0,18.571428571428573,27.0,20.0,50.0,62.0,20.0,29.0,45.0,59.0,16.0,29.0,38.06882737303068
2020-10-20,57.0,11.0,29.0,12.0,13.0,14.43298969072165,14.0,24.0,0.0,34.285714285714285,9.0,9.0,12.0,15.0,9.0,28.0,11.0,57.0,31.0,14.0,24.936300430910183
2020-10-21,15.0,33.0,14.0,36.0,13.0,14.43298969072165,29.0,36.0,13.0,17.142857142857142,26.0,10.0,12.0,30.0,10.0,14.0,22.0,29.0,0.0,42.0,25.66867491251259
2020-10-22,44.0,44.0,29.0,49.0,68.0,43.29896907216495,73.0,25.0,14.0,71.42857142857143,26.0,10.0,25.0,15.0,10.0,86.0,45.0,29.0,16.0,43.0,47.29632739349824
2020-10-23,61.0,0.0,46.0,26.0,100.0,30.927835051546392,46.0,38.0,57.0,55.714285714285715,0.0,31.0,65.0,64.0,61.0,75.0,23.0,15.0,100.0,74.0,59.829655390106986
2020-10-24,0.0,26.0,17.0,0.0,47.0,34.02061855670103,51.0,0.0,47.0,20.0,0.0,23.0,0.0,53.0,11.0,17.0,26.0,0.0,37.0,16.0,26.252045618079126
2020-10-25,100.0,100.0,100.0,84.0,16.0,100.0,100.0,42.0,31.0,100.0,100.0,100.0,100.0,52.0,100.0,100.0,75.0,100.0,54.0,65.0,100.0
2020-10-26,30.0,33.0,88.0,25.0,27.0,58.76288659793814,29.0,99.0,41.0,71.42857142857143,35.0,58.0,75.0,62.0,29.0,73.0,100.0,87.0,32.0,100.0,71.22862619064297
2020-10-27,42.0,32.0,56.0,47.0,52.0,83.50515463917526,56.0,47.0,52.0,67.14285714285714,17.0,37.0,24.0,59.0,0.0,56.0,21.0,57.0,46.0,27.0,54.27103222866166
2020-10-28,28.0,32.0,14.0,0.0,39.0,41.23711340206186,42.0,12.0,39.0,34.285714285714285,8.0,19.0,24.0,15.0,47.0,42.0,32.0,42.0,61.0,41.0,37.83340504556986
2020-10-29,55.0,42.0,14.0,35.0,38.0,54.63917525773196,68.0,23.0,51.0,65.71428571428571,33.0,9.0,70.0,100.0,18.0,41.0,10.0,69.0,30.0,53.0,54.31460537195909
2020-10-30,55.0,51.0,68.0,45.0,63.0,26.804123711340207,41.0,34.0,76.0,32.857142857142854,57.0,36.0,35.0,57.0,27.0,14.0,82.0,41.0,89.0,52.0,60.695569275385
2020-10-31,46.0,34.0,61.0,26.0,57.0,45.36082474226804,61.0,25.0,28.0,37.142857142857146,27.0,20.0,64.0,32.0,20.0,46.0,46.0,15.0,67.0,44.0,49.50609523688234
2020-11-01,77.0,46.0,46.0,26.0,29.0,60.824742268041234,61.0,51.0,72.0,18.571428571428573,27.0,51.0,91.0,64.0,40.0,46.0,47.0,77.0,83.0,59.0,66.23818226309263
2020-11-02,14.0,41.0,41.0,11.0,25.0,13.402061855670103,40.0,45.0,25.0,48.57142857142857,24.0,18.0,34.0,56.0,18.0,13.0,31.0,54.0,29.0,39.0,38.29360657363179
2020-11-03,27.0,30.0,54.0,34.0,13.0,13.402061855670103,13.0,23.0,13.0,32.857142857142854,32.0,9.0,34.0,14.0,0.0,40.0,31.0,80.0,0.0,39.0,32.875800167561025
2020-11-04,0.0,19.0,24.0,10.0,12.0,37.11340206185567,12.0,21.0,23.0,30.0,15.0,8.0,21.0,13.0,8.0,12.0,19.0,25.0,13.0,24.0,21.378221251504367
2020-11-05,13.0,10.0,13.0,11.0,12.0,0.0,25.0,11.0,36.0,15.714285714285714,23.0,8.0,33.0,27.0,25.0,25.0,19.0,0.0,14.0,0.0,19.809406159004673
2020-11-06,27.0,10.0,13.0,11.0,25.0,13.402061855670103,27.0,22.0,13.0,15.714285714285714,16.0,9.0,11.0,70.0,36.0,0.0,10.0,53.0,58.0,39.0,29.593350683752675
2020-11-07,43.0,22.0,29.0,24.0,13.0,71.1340206185567,72.0,24.0,66.0,85.71428571428571,26.0,48.0,24.0,74.0,29.0,14.0,43.0,43.0,47.0,55.0,52.67747414038557
2020-11-08,45.0,22.0,15.0,38.0,28.0,14.43298969072165,0.0,50.0,56.0,54.285714285714285,9.0,10.0,38.0,31.0,20.0,15.0,23.0,45.0,16.0,43.0,35.374842740978124
2020-11-09,54.0,20.0,68.0,34.0,25.0,40.20618556701031,54.0,34.0,63.0,81.42857142857143,16.0,27.0,58.0,56.0,36.0,67.0,51.0,27.0,0.0,92.0,55.81437659021505
2020-11-10,56.0,31.0,42.0,58.0,26.0,41.23711340206186,14.0,58.0,39.0,32.857142857142854,17.0,37.0,23.0,0.0,36.0,14.0,41.0,41.0,15.0,13.0,39.22756369729491
2020-11-11,42.0,32.0,42.0,24.0,26.0,0.0,28.0,24.0,26.0,0.0,17.0,19.0,36.0,15.0,28.0,56.0,11.0,42.0,46.0,14.0,32.61272390364422
2020-11-12,55.0,31.0,41.0,46.0,39.0,41.23711340206186,41.0,23.0,25.0,50.0,33.0,9.0,23.0,43.0,18.0,27.0,31.0,41.0,30.0,40.0,42.44824665855848
2020-11-13,98.0,42.0,70.0,35.0,39.0,54.63917525773196,55.0,58.0,39.0,17.142857142857142,17.0,18.0,24.0,44.0,47.0,55.0,21.0,69.0,30.0,27.0,53.10574628786838
2020-11-14,45.0,34.0,46.0,25.0,28.0,29.896907216494846,30.0,25.0,57.0,37.142857142857146,18.0,0.0,13.0,47.0,20.0,60.0,58.0,15.0,50.0,29.0,41.20072664356714
2020-11-15,0.0,34.0,75.0,25.0,14.0,45.36082474226804,30.0,25.0,57.0,54.285714285714285,36.0,20.0,78.0,16.0,40.0,60.0,23.0,30.0,66.0,59.0,48.65018771019038
2020-11-16,27.0,0.0,0.0,0.0,13.0,13.402061855670103,27.0,0.0,13.0,17.142857142857142,0.0,9.0,12.0,14.0,9.0,14.0,10.0,14.0,30.0,0.0,13.745825756548934
2020-11-17,54.0,30.0,68.0,34.0,63.0,26.804123711340207,82.0,34.0,51.0,65.71428571428571,40.0,9.0,35.0,100.0,18.0,27.0,21.0,54.0,29.0,13.0,52.78063060071809
2020-11-18,28.0,0.0,0.0,12.0,13.0,0.0,14.0,12.0,0.0,34.285714285714285,0.0,19.0,12.0,29.0,9.0,0.0,11.0,0.0,0.0,14.0,12.803317744639546
2020-11-19,14.0,21.0,0.0,12.0,13.0,27.835051546391753,14.0,0.0,13.0,0.0,16.0,9.0,0.0,43.0,0.0,27.0,21.0,27.0,45.0,0.0,18.70506803869004
2020-11-20,14.0,0.0,28.0,35.0,26.0,27.835051546391753,14.0,0.0,39.0,51.42857142857143,8.0,28.0,24.0,30.0,28.0,28.0,11.0,42.0,46.0,41.0,32.19664132025715
2020-11-21,0.0,0.0,31.0,13.0,14.0,15.463917525773196,46.0,26.0,14.0,0.0,18.0,0.0,13.0,0.0,10.0,0.0,0.0,0.0,17.0,0.0,13.431989964532004
2020-11-22,31.0,0.0,0.0,0.0,0.0,30.927835051546392,31.0,26.0,14.0,18.571428571428573,0.0,10.0,13.0,16.0,20.0,0.0,23.0,15.0,17.0,15.0,17.325464090362875
2020-11-23,14.0,10.0,0.0,0.0,26.0,13.402061855670103,14.0,23.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,11.0,14.0,30.0,0.0,10.957508453098832
2020-11-24,14.0,10.0,27.0,23.0,13.0,26.804123711340207,27.0,11.0,25.0,0.0,24.0,0.0,34.0,14.0,0.0,0.0,10.0,14.0,29.0,0.0,18.641391211324283
2020-11-25,40.0,0.0,0.0,0.0,25.0,13.402061855670103,26.0,22.0,37.0,15.714285714285714,16.0,18.0,11.0,14.0,0.0,26.0,10.0,0.0,29.0,13.0,19.525407508953414
2020-11-26,14.0,10.0,14.0,11.0,13.0,13.402061855670103,0.0,0.0,0.0,0.0,0.0,9.0,12.0,14.0,9.0,0.0,0.0,14.0,15.0,0.0,9.16627929930019
2020-11-27,14.0,30.0,14.0,34.0,13.0,26.804123711340207,27.0,23.0,13.0,15.714285714285714,16.0,18.0,23.0,0.0,9.0,13.0,20.0,0.0,15.0,13.0,20.847338445066455
2020-11-28,15.0,0.0,15.0,12.0,14.0,14.43298969072165,30.0,25.0,14.0,35.714285714285715,9.0,10.0,13.0,31.0,0.0,14.0,11.0,15.0,0.0,14.0,18.04492127269965
2020-11-29,15.0,23.0,45.0,25.0,28.0,44.329896907216494,30.0,25.0,14.0,18.571428571428573,18.0,0.0,26.0,32.0,30.0,0.0,23.0,30.0,0.0,29.0,28.159439498372144
2020-11-30,0.0,0.0,13.0,11.0,12.0,13.402061855670103,13.0,11.0,12.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.325019262240278
2020-12-01,14.0,0.0,13.0,11.0,13.0,26.804123711340207,13.0,22.0,25.0,31.428571428571427,24.0,9.0,11.0,28.0,0.0,0.0,30.0,27.0,14.0,0.0,19.285527803577
2020-12-02,13.0,20.0,27.0,0.0,25.0,25.77319587628866,0.0,22.0,0.0,15.714285714285714,0.0,0.0,11.0,14.0,0.0,0.0,10.0,13.0,14.0,0.0,13.001079777058333
2020-12-03,0.0,10.0,13.0,33.0,12.0,13.402061855670103,26.0,33.0,25.0,31.428571428571427,24.0,0.0,0.0,14.0,0.0,26.0,10.0,26.0,0.0,13.0,19.137160795814797
