,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-10-05,0.0,0.0,0.0,100.0,53.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.0,43.0,54.0,0.0,0.0,0.0,51.578947368421055,42.13677907343207
2020-10-06,57.0,0.0,45.0,51.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,21.727972626176218
2020-10-07,56.0,44.0,0.0,0.0,0.0,53.0,0.0,51.0,46.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,29.854576561163388
2020-10-08,59.0,0.0,0.0,53.0,57.0,0.0,0.0,53.0,0.0,0.0,90.0,0.0,0.0,98.0,0.0,0.0,56.0,55.0,0.0,0.0,44.56800684345594
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,60.0,48.0,48.0,0.0,59.0,57.0,0.0,0.0,0.0,48.0,93.0,0.0,56.0,100.0,47.0,0.0,0.0,57.0,0.0,0.0,57.57057313943541
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,0.0,0.0,51.0,59.0,0.0,0.0,0.0,60.0,0.0,0.0,100.0,0.0,0.0,0.0,52.0,65.0,61.0,0.0,0.0,62.10526315789474,43.63603619828013
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,0.0,0.0,47.0,0.0,59.0,58.0,51.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,31.052181351582544
2020-10-21,0.0,0.0,46.0,0.0,0.0,57.0,51.0,0.0,50.0,0.0,91.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,34.21727972626176
2020-10-22,0.0,47.0,0.0,0.0,57.0,57.0,100.0,54.0,100.0,0.0,89.0,57.0,0.0,0.0,47.0,0.0,55.0,56.0,0.0,55.78947368421053,66.27797037503939
2020-10-23,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,8.126603934987168
2020-10-24,0.0,100.0,100.0,0.0,0.0,0.0,53.0,0.0,0.0,100.0,94.0,62.0,0.0,0.0,100.0,61.0,0.0,59.0,100.0,0.0,70.9153122326775
2020-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-27,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,45.0,57.0,0.0,0.0,0.0,0.0,16.595380667236952
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,40.0,50.0,0.0,48.0,0.0,0.0,22.75449101796407
2020-10-31,0.0,43.0,0.0,0.0,0.0,51.0,46.0,0.0,44.0,0.0,0.0,53.0,0.0,0.0,43.0,53.0,51.0,0.0,0.0,52.63157894736842,37.35086218540363
2020-11-01,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,48.0,85.0,0.0,51.0,48.0,0.0,0.0,0.0,28.05816937553464
2020-11-02,53.0,0.0,42.0,0.0,53.0,51.0,90.0,98.0,87.0,85.0,81.0,53.0,100.0,0.0,42.0,52.0,100.0,50.0,0.0,50.526315789473685,93.03048039259825
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-06,51.0,0.0,40.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.241231822070144
2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-09,0.0,40.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.421052631578945,19.539867633154742
2020-11-10,53.0,42.0,0.0,48.0,0.0,0.0,0.0,98.0,44.0,44.0,0.0,52.0,51.0,0.0,43.0,52.0,0.0,100.0,0.0,50.526315789473685,57.95776867317994
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-15,0.0,40.0,40.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,79.0,50.0,0.0,0.0,0.0,50.0,0.0,48.0,40.0,0.0,33.44739093242087
2020-11-16,51.0,0.0,0.0,46.0,100.0,48.0,0.0,46.0,0.0,41.0,0.0,0.0,49.0,0.0,0.0,49.0,96.0,47.0,0.0,0.0,49.01625320786997
2020-11-17,52.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,48.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75449101796407
2020-11-18,0.0,0.0,0.0,48.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,42.0,0.0,15.483319076133448
2020-11-19,0.0,0.0,0.0,46.0,0.0,48.0,0.0,0.0,0.0,41.0,78.0,0.0,48.0,86.0,0.0,0.0,47.0,0.0,0.0,0.0,33.704020530367835
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.0,0.0,0.0,47.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,48.421052631578945,16.374769258475528
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28,100.0,0.0,79.0,45.0,48.0,48.0,43.0,92.0,0.0,40.0,77.0,48.0,0.0,84.0,0.0,49.0,0.0,47.0,40.0,0.0,71.8562874251497
2020-11-29,0.0,40.0,0.0,0.0,0.0,0.0,0.0,45.0,41.0,0.0,77.0,0.0,0.0,0.0,40.0,49.0,0.0,0.0,0.0,0.0,24.978614200171084
2020-11-30,0.0,40.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,40.0,77.0,50.0,0.0,0.0,40.0,0.0,0.0,48.0,0.0,47.36842105263158,32.965647652064284
2020-12-01,51.0,0.0,40.0,0.0,0.0,49.0,87.0,47.0,85.0,0.0,0.0,100.0,0.0,0.0,80.0,100.0,48.0,0.0,0.0,0.0,58.76817792985457
