,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-10-05,22.0,28.0,59.0,18.0,40.0,37.5,45.0,51.0,18.0,67.0,56.0,57.0,79.16666666666667,29.0,21.666666666666668,22.07792207792208,47.0,70.0,89.0,42.68292682926829,72.58491510255817
2020-10-06,23.0,0.0,15.0,19.0,0.0,0.0,23.0,17.0,71.0,17.0,19.0,0.0,15.625,0.0,0.0,0.0,0.0,17.0,0.0,0.0,19.103010424716665
2020-10-07,45.0,42.0,44.0,55.0,59.0,18.75,67.0,17.0,18.0,50.0,37.0,74.0,62.5,74.0,41.666666666666664,45.45454545454545,16.0,69.0,53.0,64.63414634146342,76.93722682524388
2020-10-08,25.0,15.0,32.0,20.0,0.0,19.791666666666668,50.0,19.0,19.0,0.0,61.0,20.0,16.666666666666668,16.0,23.333333333333332,49.35064935064935,17.0,37.0,0.0,46.34146341463415,39.274399196805525
2020-10-09,53.0,16.0,0.0,43.0,23.0,62.5,53.0,20.0,21.0,39.0,43.0,65.0,18.75,17.0,25.0,25.974025974025974,18.0,20.0,41.0,50.0,52.81626365887765
2020-10-10,57.0,52.0,37.0,68.0,74.0,0.0,56.0,64.0,0.0,42.0,46.0,69.0,38.541666666666664,73.0,51.666666666666664,84.41558441558442,39.0,64.0,44.0,26.829268292682926,79.6375087013108
2020-10-11,0.0,33.0,17.0,21.0,23.0,21.875,0.0,20.0,0.0,0.0,0.0,21.0,0.0,34.0,0.0,53.246753246753244,0.0,40.0,0.0,0.0,22.937478348278933
2020-10-12,50.0,62.0,33.0,41.0,22.0,60.416666666666664,50.0,0.0,39.0,56.0,84.0,41.0,35.416666666666664,49.0,95.0,100.0,70.0,38.0,98.0,23.170731707317074,84.52585132252413
2020-10-13,0.0,31.0,33.0,61.0,0.0,20.833333333333332,25.0,0.0,20.0,0.0,21.0,21.0,35.416666666666664,33.0,23.333333333333332,24.675324675324674,17.0,19.0,39.0,23.170731707317074,36.12149306315431
2020-10-14,49.0,31.0,32.0,20.0,0.0,0.0,25.0,0.0,19.0,0.0,20.0,20.0,35.416666666666664,16.0,0.0,24.675324675324674,0.0,19.0,0.0,23.170731707317074,26.98541693821497
