date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,10.0,20.0,11.0,0.0,17.0,0.0,10.0,0.0,0.0,21.0,11.064581561211805,0
2020-01-02,35.0,17.0,29.0,0.0,23.0,28.42105263157895,45.0,18.0,7.0,9.0,26.284106523588303,0
2020-01-03,9.0,18.0,29.0,25.0,16.0,18.94736842105263,18.0,45.0,35.0,19.0,28.96028266701564,0
2020-01-04,19.0,9.0,52.0,7.0,17.0,30.526315789473685,19.0,29.0,8.0,20.0,26.172871818360274,0
2020-01-05,19.0,9.0,30.0,0.0,25.0,29.473684210526315,19.0,28.0,30.0,39.0,28.40410914087548,0
2020-01-06,18.0,18.0,30.0,31.0,16.0,38.94736842105263,28.0,46.0,14.0,38.0,34.55473401819014,0
2020-01-07,17.0,17.0,9.0,12.0,15.0,9.473684210526315,17.0,17.0,7.0,9.0,16.096316168291562,0
2020-01-08,8.0,8.0,0.0,0.0,7.0,0.0,9.0,8.0,0.0,9.0,6.091735915723354,0
2020-01-09,17.0,25.0,37.0,23.0,15.0,27.36842105263158,17.0,34.0,20.0,27.0,30.13151868088726,0
2020-01-10,9.0,0.0,0.0,6.0,0.0,9.473684210526315,9.0,0.0,7.0,18.0,7.269515147549565,0
2020-01-11,28.0,56.0,51.0,26.0,50.0,40.0,67.0,28.0,52.0,69.0,58.05797291107767,0
2020-01-12,18.0,28.0,40.0,6.0,16.0,9.473684210526315,28.0,37.0,22.0,10.0,26.663613164954523,0
2020-01-13,23.0,23.0,33.0,26.0,27.0,49.473684210526315,15.0,31.0,12.0,16.0,31.76077995158019,0
2020-01-14,15.0,52.0,48.0,15.0,20.0,15.789473684210526,38.0,8.0,30.0,31.0,33.913498658640314,0
2020-01-15,8.0,32.0,18.0,17.0,36.0,44.21052631578947,17.0,33.0,13.0,43.0,32.47399070863051,0
2020-01-16,8.0,33.0,37.0,17.0,22.0,9.473684210526315,34.0,17.0,20.0,26.0,27.782503435189426,0
2020-01-17,43.0,34.0,9.0,29.0,8.0,27.36842105263158,53.0,26.0,21.0,36.0,35.60164889092456,0
2020-01-18,9.0,28.0,20.0,6.0,16.0,30.526315789473685,19.0,9.0,15.0,20.0,21.448668455146244,0
2020-01-19,19.0,28.0,30.0,13.0,33.0,20.0,19.0,28.0,30.0,30.0,31.08028528430282,0
2020-01-20,24.0,49.0,35.0,28.0,50.0,34.73684210526316,41.0,32.0,6.0,43.0,42.609435320290515,0
2020-01-21,24.0,16.0,18.0,17.0,14.0,26.31578947368421,8.0,8.0,19.0,26.0,21.919780147876725,0
2020-01-22,25.0,17.0,9.0,11.0,0.0,26.31578947368421,17.0,25.0,0.0,17.0,18.3144670548976,0
2020-01-23,25.0,25.0,18.0,0.0,15.0,35.78947368421053,8.0,34.0,40.0,26.0,28.194726166328604,0
2020-01-24,42.0,34.0,18.0,12.0,15.0,36.8421052631579,17.0,26.0,14.0,26.0,29.941765360204155,0
2020-01-25,28.0,55.0,21.0,26.0,25.0,9.473684210526315,9.0,47.0,23.0,20.0,32.755349080677874,0
2020-01-26,27.0,36.0,0.0,37.0,8.0,9.473684210526315,28.0,9.0,22.0,48.0,27.906824576326635,0
2020-01-27,31.0,39.0,17.0,32.0,21.0,25.263157894736842,24.0,16.0,19.0,33.0,31.983249362036254,0
2020-01-28,16.0,48.0,26.0,17.0,42.0,26.31578947368421,41.0,16.0,13.0,34.0,34.72485768500949,0
2020-01-29,8.0,16.0,18.0,6.0,14.0,0.0,25.0,8.0,19.0,17.0,16.28606948897468,0
2020-01-30,33.0,25.0,36.0,28.0,0.0,27.36842105263158,25.0,33.0,13.0,35.0,31.74769351567101,0
2020-01-31,0.0,8.0,0.0,0.0,0.0,9.473684210526315,9.0,0.0,0.0,9.0,4.410128901393705,0
2020-02-01,36.0,37.0,40.0,19.0,24.0,40.0,46.0,9.0,37.0,68.0,44.25832624484722,0
2020-02-02,9.0,9.0,51.0,19.0,16.0,20.0,38.0,38.0,30.0,20.0,31.08028528430282,0
2020-02-03,31.0,15.0,17.0,11.0,27.0,33.68421052631579,24.0,15.0,30.0,24.0,28.305960871556632,0
2020-02-04,25.0,17.0,18.0,22.0,29.0,44.21052631578947,17.0,34.0,7.0,60.0,33.96584440227704,0
2020-02-05,42.0,42.0,65.0,41.0,60.0,27.36842105263158,60.0,34.0,41.0,45.0,56.86056402538769,0
2020-02-06,25.0,25.0,18.0,18.0,30.0,9.473684210526315,26.0,9.0,7.0,18.0,23.0583000719754,0
2020-02-07,44.0,26.0,38.0,18.0,15.0,18.94736842105263,27.0,18.0,7.0,27.0,29.706209513838907,0
2020-02-08,19.0,19.0,20.0,6.0,16.0,30.526315789473685,10.0,9.0,15.0,29.0,21.572989596283456,0
2020-02-09,18.0,0.0,20.0,0.0,24.0,0.0,9.0,18.0,0.0,0.0,11.064581561211805,0
2020-02-10,48.0,40.0,35.0,28.0,29.0,43.1578947368421,41.0,32.0,39.0,34.0,45.894130733494734,0
2020-02-11,8.0,24.0,27.0,22.0,7.0,8.421052631578947,50.0,25.0,39.0,17.0,28.273244781783685,0
2020-02-12,8.0,8.0,36.0,23.0,22.0,26.31578947368421,25.0,33.0,13.0,43.0,29.503369757246617,0
2020-02-13,17.0,17.0,0.0,12.0,8.0,17.894736842105264,0.0,34.0,7.0,18.0,16.2729830530655,0
2020-02-14,9.0,26.0,10.0,12.0,8.0,28.42105263157895,18.0,26.0,7.0,9.0,19.07348033763005,0
