,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-10-05,22.0,23.0,27.0,61.0,27.0,48.0,24.0,52.0,37.0,37.0,13.0,37.0,21.0,42.0,24.0,15.0,17.0,30.0,26.0,32.0,48.34905660377358
2020-10-06,44.0,36.0,55.0,62.0,42.0,33.0,37.0,66.0,49.0,50.0,41.0,57.0,42.0,69.0,12.0,15.0,67.0,61.0,53.0,47.0,73.74213836477988
2020-10-07,23.0,12.0,42.0,32.0,42.0,34.0,25.0,40.0,13.0,13.0,14.0,38.0,21.0,57.0,37.0,32.0,17.0,46.0,0.0,80.0,48.58490566037736
2020-10-08,48.0,39.0,0.0,34.0,47.0,36.0,54.0,87.0,54.0,55.0,60.0,83.0,23.0,46.0,52.0,34.0,54.0,33.0,58.0,52.0,74.60691823899371
2020-10-09,52.0,27.0,32.0,73.0,16.0,78.0,29.0,46.0,57.0,43.0,32.0,66.0,12.0,33.0,42.0,73.0,58.0,53.0,62.0,73.0,75.23584905660377
2020-10-10,0.0,14.0,49.0,38.0,0.0,0.0,15.0,32.0,15.0,15.0,50.0,23.0,38.0,86.0,29.0,38.0,41.0,0.0,33.0,39.0,43.632075471698116
2020-10-11,0.0,28.0,16.0,0.0,32.0,19.0,29.0,0.0,44.0,0.0,16.0,0.0,25.0,98.0,83.0,0.0,0.0,18.0,46.0,73.0,41.430817610062896
2020-10-12,38.0,40.0,47.0,35.0,63.0,56.0,28.0,29.0,28.0,57.0,46.0,43.0,0.0,47.0,40.0,88.0,75.0,17.0,15.0,35.0,65.01572327044025
2020-10-13,12.0,13.0,0.0,17.0,0.0,0.0,0.0,29.0,0.0,14.0,30.0,63.0,12.0,47.0,40.0,0.0,18.0,0.0,15.0,35.0,27.12264150943396
2020-10-14,12.0,39.0,15.0,17.0,31.0,54.0,54.0,14.0,27.0,41.0,45.0,41.0,34.0,31.0,39.0,34.0,18.0,100.0,72.0,51.0,60.455974842767304
