date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-01-29,50.0,50.0,28.0,15.0,20.0,29.0,16.0,27.0,20.0,46.0,7.0,32.0,26.0,31.0,23.0,5.0,16.0,26.0,31.0,8.0,26.9579115610016
2020-01-30,17.0,9.0,0.0,23.0,14.0,5.0,17.0,9.0,28.0,23.0,15.0,25.0,27.0,8.0,23.0,10.0,0.0,7.0,0.0,9.0,14.331379861481087
2020-01-31,0.0,18.0,7.0,0.0,14.0,5.0,9.0,9.0,14.0,16.0,0.0,17.0,0.0,8.0,8.0,5.0,8.0,13.0,16.0,9.0,9.376664890783166
2020-02-01,0.0,9.0,22.0,16.0,7.0,21.0,34.0,10.0,36.0,8.0,8.0,17.0,19.0,0.0,0.0,6.0,17.0,21.0,17.0,18.0,15.237080447522644
2020-02-02,0.0,17.0,0.0,15.0,7.0,0.0,8.0,9.0,13.0,23.0,7.0,24.0,0.0,15.0,15.0,5.0,8.0,0.0,8.0,8.0,9.696323921150773
2020-02-03,8.0,8.0,6.0,14.0,6.0,4.0,7.0,8.0,12.0,7.0,13.0,7.0,0.0,7.0,7.0,0.0,0.0,6.0,14.0,0.0,7.13905167820991
2020-02-04,17.0,9.0,14.0,16.0,0.0,0.0,0.0,9.0,7.0,8.0,8.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,6.9792221630261055
2020-02-05,0.0,9.0,28.0,23.0,7.0,5.0,25.0,18.0,28.0,8.0,0.0,0.0,18.0,16.0,8.0,15.0,8.0,13.0,16.0,9.0,13.532232285562069
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,1.4917421417155035
2020-02-07,0.0,9.0,15.0,8.0,0.0,5.0,0.0,0.0,0.0,17.0,8.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,4.741608950452851
2020-02-08,18.0,18.0,7.0,24.0,14.0,10.0,26.0,19.0,7.0,0.0,23.0,17.0,0.0,8.0,32.0,16.0,0.0,14.0,25.0,0.0,14.8108684070325
2020-02-09,16.0,0.0,0.0,15.0,13.0,5.0,8.0,9.0,13.0,0.0,0.0,16.0,17.0,8.0,15.0,14.0,24.0,6.0,15.0,8.0,10.761854022376133
2020-02-10,8.0,25.0,7.0,0.0,13.0,0.0,16.0,18.0,13.0,15.0,7.0,0.0,17.0,16.0,15.0,5.0,24.0,6.0,16.0,0.0,11.774107618540224
2020-02-11,34.0,17.0,7.0,15.0,13.0,15.0,33.0,37.0,7.0,8.0,22.0,32.0,35.0,31.0,38.0,0.0,8.0,26.0,23.0,8.0,21.790090570058606
2020-02-12,8.0,8.0,7.0,8.0,0.0,14.0,24.0,18.0,14.0,15.0,22.0,24.0,26.0,8.0,22.0,10.0,24.0,13.0,16.0,25.0,16.302610548748003
2020-02-13,0.0,8.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,7.0,5.0,8.0,0.0,0.0,8.0,3.462972828982419
2020-02-14,9.0,9.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.196590303676079
2020-02-15,9.0,0.0,15.0,25.0,0.0,5.0,18.0,10.0,15.0,17.0,8.0,9.0,0.0,9.0,16.0,6.0,0.0,0.0,17.0,9.0,10.015982951518382
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,8.0,17.0,0.0,7.0,0.0,5.0,16.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,13.0,0.0,0.0,5.221097496004263
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
