,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-10-05,25.0,32.0,29.0,24.0,24.0,42.0,32.0,38.0,23.0,32.0,40.0,26.0,37.0,25.0,39.0,36.0,50.0,40.0,33.0,34.0,35.595045772751746
2020-10-06,21.0,36.0,45.0,28.0,26.0,32.0,36.0,15.0,14.0,16.0,20.0,28.0,45.0,25.0,45.0,47.0,39.0,30.0,38.0,33.0,33.333333333333336
2020-10-07,33.0,19.0,28.0,27.0,27.0,24.0,27.0,25.0,25.0,35.0,40.0,22.0,28.0,34.0,29.0,28.0,29.0,23.0,35.0,14.0,29.725363489499195
2020-10-08,30.0,36.0,37.0,25.0,24.0,44.0,37.0,28.0,31.0,25.0,39.0,33.0,50.0,44.0,51.0,56.0,39.0,42.0,57.0,35.0,41.08777598276791
2020-10-09,27.0,26.0,22.0,29.0,24.0,36.0,27.0,32.0,21.0,32.0,27.0,33.0,44.0,37.0,34.0,34.0,28.0,39.0,34.0,25.0,32.902530963920306
2020-10-10,32.0,38.0,35.0,33.0,28.0,38.0,39.0,41.0,36.0,39.0,42.0,32.0,42.0,27.0,35.0,44.0,38.0,38.0,36.0,38.0,39.364566505115775
2020-10-11,38.0,30.0,34.0,36.0,38.0,35.0,28.0,36.0,28.0,29.0,33.0,29.0,35.0,31.0,24.0,32.0,32.0,38.0,34.0,31.0,35.056542810985455
2020-10-12,30.0,29.0,32.0,25.0,25.0,42.0,24.0,15.0,19.0,25.0,26.0,25.0,25.0,40.0,36.0,30.0,32.0,30.0,44.0,34.0,31.663974151857836
2020-10-13,33.0,27.0,27.0,23.0,23.0,33.0,28.0,23.0,30.0,35.0,45.0,35.0,23.0,24.0,34.0,22.0,27.0,23.0,27.0,22.0,30.371567043618743
2020-10-14,46.0,31.0,42.0,47.0,39.0,49.0,35.0,44.0,22.0,33.0,48.0,29.0,34.0,40.0,49.0,41.0,31.0,33.0,38.0,33.0,41.14162627894454
2020-10-15,27.0,26.0,42.0,28.0,34.0,28.0,30.0,32.0,20.0,26.0,27.0,33.0,37.0,31.0,39.0,42.0,30.0,39.0,43.0,37.0,35.056542810985455
2020-10-16,29.0,24.0,28.0,20.0,34.0,28.0,24.0,27.0,34.0,36.0,32.0,26.0,23.0,44.0,28.0,23.0,28.0,31.0,32.0,29.0,31.233171782444806
2020-10-17,18.0,25.0,14.0,19.0,18.0,29.0,19.0,21.0,27.0,25.0,45.0,24.0,22.0,30.0,25.0,17.0,22.0,31.0,34.0,22.0,26.22509423801831
2020-10-18,22.0,33.0,14.0,28.0,22.0,22.0,20.0,22.0,18.0,28.0,24.0,24.0,27.0,31.0,33.0,27.0,21.0,18.0,26.0,19.0,25.794291868605278
2020-10-19,27.0,20.0,12.0,27.0,26.0,19.0,13.0,32.0,30.0,29.0,33.0,22.0,23.0,44.0,14.0,9.0,14.0,17.0,17.0,20.0,24.124932687129782
2020-10-20,27.0,33.0,27.0,30.0,21.0,32.0,16.0,28.0,23.0,23.0,34.0,30.0,27.0,22.0,23.0,25.0,23.0,33.0,19.0,20.0,27.78675282714055
2020-10-21,24.0,33.0,30.0,19.0,17.0,43.0,32.0,24.0,21.0,23.0,37.0,28.0,36.0,33.0,37.0,34.0,38.0,47.0,36.0,31.0,33.54873451803985
2020-10-22,36.0,35.0,53.0,23.0,36.0,52.0,38.0,37.0,19.0,26.0,42.0,42.0,41.0,33.0,43.0,51.0,32.0,21.0,43.0,38.0,39.903069466882066
2020-10-23,35.0,41.0,39.0,37.0,28.0,50.0,37.0,29.0,21.0,36.0,48.0,34.0,36.0,37.0,51.0,57.0,45.0,35.0,33.0,44.0,41.6262789445342
2020-10-24,28.0,39.0,45.0,19.0,32.0,38.0,39.0,34.0,21.0,20.0,39.0,35.0,42.0,32.0,44.0,36.0,43.0,19.0,42.0,25.0,36.18739903069467
2020-10-25,21.0,29.0,35.0,37.0,41.0,44.0,32.0,37.0,24.0,42.0,23.0,30.0,53.0,55.0,45.0,46.0,41.0,36.0,40.0,29.0,39.84921917070544
2020-10-26,33.0,45.0,43.0,36.0,29.0,37.0,42.0,34.0,27.0,29.0,46.0,37.0,39.0,45.0,40.0,51.0,38.0,37.0,42.0,43.0,41.6262789445342
2020-10-27,36.0,43.0,44.0,37.0,30.0,39.0,32.0,45.0,39.0,33.0,55.0,41.0,41.0,61.0,38.0,56.0,37.0,38.0,46.0,36.0,44.53419493807216
2020-10-28,35.0,39.0,49.0,43.0,30.0,49.0,47.0,33.0,27.0,39.0,44.0,45.0,60.0,41.0,36.0,58.0,50.0,49.0,75.0,56.0,48.73451803984922
2020-10-29,31.0,45.0,43.0,25.0,31.0,40.0,39.0,35.0,22.0,34.0,47.0,34.0,32.0,33.0,49.0,34.0,34.0,33.0,24.0,35.0,37.69520732364028
2020-10-30,29.0,38.0,40.0,22.0,31.0,29.0,28.0,35.0,24.0,24.0,34.0,25.0,27.0,35.0,28.0,41.0,33.0,26.0,24.0,28.0,32.364028002154015
2020-10-31,37.0,38.0,33.0,32.0,35.0,30.0,35.0,37.0,34.0,29.0,45.0,33.0,34.0,40.0,39.0,40.0,30.0,29.0,42.0,20.0,37.26440495422725
2020-11-01,34.0,40.0,34.0,38.0,38.0,36.0,23.0,51.0,21.0,42.0,68.0,34.0,23.0,54.0,28.0,38.0,33.0,38.0,37.0,45.0,40.65697361335488
2020-11-02,34.0,31.0,36.0,26.0,24.0,37.0,41.0,30.0,21.0,31.0,43.0,35.0,29.0,43.0,28.0,38.0,34.0,35.0,45.0,29.0,36.07969843834141
2020-11-03,33.0,40.0,42.0,37.0,39.0,29.0,30.0,50.0,28.0,34.0,45.0,35.0,34.0,40.0,40.0,40.0,36.0,32.0,37.0,26.0,39.14916532040927
2020-11-04,35.0,39.0,36.0,32.0,28.0,42.0,32.0,38.0,29.0,33.0,51.0,40.0,38.0,28.0,38.0,36.0,30.0,27.0,44.0,38.0,38.449111470113095
2020-11-05,30.0,37.0,32.0,24.0,32.0,41.0,36.0,33.0,27.0,35.0,39.0,26.0,28.0,27.0,39.0,45.0,22.0,23.0,32.0,23.0,33.97953688745288
2020-11-06,38.0,38.0,31.0,34.0,28.0,31.0,32.0,32.0,32.0,28.0,48.0,29.0,36.0,44.0,39.0,42.0,38.0,35.0,29.0,30.0,37.372105546580514
2020-11-07,27.0,27.0,37.0,33.0,31.0,26.0,29.0,42.0,18.0,34.0,45.0,29.0,32.0,51.0,30.0,36.0,28.0,28.0,32.0,23.0,34.35648896068928
