date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-12-06,47.0,58.0,46.0,64.0,49.0,59.0,80.0,55.0,53.0,49.0,63.0,60.0,53.0,61.0,49.0,46.0,42.0,56.0,46.0,40.0,59.218492019812885
2020-12-07,61.0,63.0,63.0,67.0,64.0,74.0,72.0,70.0,63.0,77.0,76.0,78.0,56.0,65.0,59.0,70.0,76.0,56.0,71.0,71.0,74.40836543753439
2020-12-08,69.0,61.0,53.0,63.0,65.0,61.0,69.0,56.0,58.0,61.0,83.0,60.0,55.0,47.0,57.0,68.0,74.0,58.0,70.0,63.0,68.84975233902037
2020-12-09,53.0,55.0,57.0,61.0,56.0,66.0,69.0,55.0,60.0,55.0,62.0,59.0,68.0,65.0,49.0,58.0,50.0,63.0,57.0,48.0,64.17171161254817
2020-12-10,64.0,61.0,54.0,65.0,58.0,67.0,47.0,64.0,59.0,75.0,68.0,77.0,53.0,55.0,69.0,70.0,69.0,54.0,77.0,65.0,69.95046780407264
2020-12-11,62.0,73.0,57.0,63.0,70.0,63.0,65.0,62.0,58.0,73.0,70.0,71.0,78.0,60.0,54.0,60.0,59.0,73.0,63.0,59.0,71.16125481563017
2020-12-12,68.0,75.0,60.0,68.0,52.0,66.0,83.0,63.0,67.0,65.0,65.0,66.0,53.0,69.0,59.0,65.0,62.0,54.0,64.0,59.0,70.61089708310404
2020-12-13,46.0,69.0,57.0,53.0,47.0,60.0,74.0,52.0,59.0,66.0,47.0,62.0,77.0,66.0,59.0,54.0,71.0,72.0,59.0,60.0,66.59328563566318
2020-12-14,67.0,87.0,76.0,61.0,74.0,72.0,60.0,76.0,68.0,81.0,61.0,77.0,64.0,62.0,61.0,70.0,69.0,65.0,78.0,64.0,76.66483214089159
2020-12-15,58.0,68.0,60.0,61.0,60.0,68.0,62.0,47.0,52.0,82.0,55.0,64.0,55.0,73.0,54.0,59.0,57.0,71.0,77.0,59.0,68.35443037974684
2020-12-16,52.0,71.0,45.0,53.0,53.0,52.0,90.0,61.0,45.0,61.0,58.0,56.0,68.0,67.0,45.0,57.0,58.0,68.0,57.0,52.0,64.336818932306
2020-12-17,75.0,89.0,68.0,80.0,74.0,79.0,77.0,73.0,67.0,79.0,77.0,90.0,67.0,73.0,86.0,82.0,71.0,79.0,85.0,61.0,84.31480462300495
