date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-10-05,28.0,0.0,40.0,27.0,0.0,0.0,0.0,21.0,33.0,0.0,0.0,0.0,21.0,26.436781609195403,47.0,0.0,21.0,0.0,0.0,0.0,22.23611169282219
2020-10-06,89.0,22.0,84.0,28.0,18.0,84.0,79.0,22.0,17.0,45.0,42.0,20.0,22.0,55.172413793103445,75.0,26.0,45.0,44.0,54.44444444444444,43.0,76.90882672276868
2020-10-07,29.0,0.0,28.0,56.0,36.0,21.0,25.0,41.0,17.0,44.0,0.0,38.0,0.0,26.436781609195403,0.0,51.0,44.0,43.0,0.0,42.0,45.528646496148355
2020-10-08,0.0,23.0,84.0,59.0,19.0,43.0,0.0,45.0,17.0,70.0,43.0,20.0,23.0,27.586206896551722,0.0,26.0,23.0,0.0,55.55555555555556,23.0,50.54915315396586
2020-10-09,95.0,0.0,30.0,31.0,39.0,45.0,29.0,0.0,18.0,73.0,23.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,30.0,24.0,40.7829580491451
2020-10-10,100.0,25.0,48.0,96.0,83.0,0.0,29.0,49.0,0.0,51.0,48.0,66.0,100.0,31.03448275862069,56.0,87.0,76.0,100.0,93.33333333333333,49.0,99.84406563419215
2020-10-11,0.0,23.0,29.0,59.0,39.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,22.0,57.47126436781609,0.0,27.0,47.0,46.0,28.88888888888889,23.0,38.038319903861954
2020-10-12,31.0,0.0,30.0,30.0,19.0,0.0,0.0,23.0,0.0,23.0,22.0,41.0,23.0,0.0,0.0,54.0,47.0,46.0,0.0,46.0,36.578529384284785
2020-10-13,30.0,23.0,43.0,59.0,19.0,44.0,54.0,22.0,0.0,23.0,43.0,20.0,23.0,0.0,0.0,53.0,70.0,23.0,55.55555555555556,22.0,52.6861627581052
2020-10-14,0.0,22.0,28.0,58.0,0.0,21.0,26.0,0.0,51.0,22.0,43.0,39.0,0.0,27.586206896551722,51.0,26.0,45.0,0.0,0.0,43.0,42.26175709678563
2020-10-15,0.0,0.0,30.0,0.0,0.0,44.0,27.0,0.0,0.0,24.0,0.0,0.0,23.0,58.62068965517241,26.0,27.0,0.0,0.0,0.0,0.0,21.83113339154024
2020-10-16,64.0,95.0,46.0,62.0,0.0,93.0,58.0,24.0,93.0,0.0,69.0,21.0,95.0,31.03448275862069,55.0,83.0,72.0,48.0,60.0,94.0,97.7979103506268
2020-10-17,33.0,25.0,31.0,32.0,21.0,48.0,90.0,25.0,39.0,51.0,71.0,0.0,49.0,0.0,0.0,57.0,0.0,25.0,61.111111111111114,75.0,61.64626740166308
2020-10-18,67.0,100.0,80.0,98.0,64.0,49.0,30.0,49.0,39.0,78.0,48.0,45.0,75.0,0.0,87.0,90.0,52.0,76.0,62.22222222222222,0.0,100.00000000000001
2020-10-19,31.0,46.0,29.0,88.0,39.0,67.0,81.0,90.0,0.0,0.0,45.0,41.0,23.0,0.0,78.0,53.0,23.0,0.0,0.0,22.0,63.57096141268803
2020-10-20,90.0,89.0,57.0,84.0,92.0,43.0,52.0,66.0,34.0,46.0,42.0,39.0,65.0,0.0,76.0,78.0,68.0,44.0,54.44444444444444,65.0,99.59824348313556
2020-10-21,31.0,46.0,44.0,29.0,57.0,67.0,81.0,89.0,36.0,94.0,22.0,100.0,22.0,27.586206896551722,26.0,53.0,23.0,23.0,27.77777777777778,45.0,79.32613157123205
2020-10-22,61.0,0.0,73.0,88.0,20.0,22.0,27.0,45.0,35.0,24.0,44.0,62.0,45.0,28.735632183908045,52.0,27.0,95.0,0.0,0.0,67.0,68.59404549803955
2020-10-23,62.0,69.0,44.0,60.0,39.0,22.0,55.0,68.0,18.0,71.0,22.0,41.0,22.0,28.735632183908045,27.0,27.0,71.0,46.0,28.88888888888889,23.0,71.02327094884774
